"alpha_0^0","alpha_1^0","alpha_1^1","radiation flux density","u_0^0","u_1^0","u_1^1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1447,0,0,0.00031416,0.0001,-1.6093e-22,-1.1967e-21,1,0,-1,-1,0
-1.1447,0,0,0.00031416,0.0001,1.5259e-21,3.3552e-21,1,0.0028284,-0.998,-0.998,0
-1.1447,0,0,0.00031416,0.0001,6.5867e-21,1.7012e-20,1,0.0056569,-0.996,-0.996,0
-1.1447,0,0,0.00031416,0.0001,1.5021e-20,3.9771e-20,1,0.0084853,-0.994,-0.994,0
-1.1447,0,0,0.00031416,0.0001,2.683e-20,7.1636e-20,1,0.011314,-0.992,-0.992,0
-1.1447,0,0,0.00031416,0.0001,4.2012e-20,1.126e-19,1,0.014142,-0.99,-0.99,0
-1.1447,0,0,0.00031416,0.0001,6.1648e-20,1.2586e-19,1,0.016971,-0.988,-0.988,0
-1.1447,0,0,0.00031416,0.0001,7.857e-20,1.3654e-19,1,0.019799,-0.986,-0.986,0
-1.1447,0,0,0.00031416,0.0001,9.278e-20,1.4463e-19,1,0.022627,-0.984,-0.984,0
-1.1447,0,0,0.00031416,0.0001,1.0428e-19,1.5013e-19,1,0.025456,-0.982,-0.982,0
-1.1447,0,0,0.00031416,0.0001,1.1306e-19,1.5306e-19,1,0.028284,-0.98,-0.98,0
-1.1447,0,0,0.00031416,0.0001,8.9203e-20,1.0932e-19,1,0.031113,-0.978,-0.978,0
-1.1447,0,0,0.00031416,0.0001,5.9249e-20,6.5615e-20,1,0.033941,-0.976,-0.976,0
-1.1447,0,0,0.00031416,0.0001,2.3196e-20,2.1939e-20,1,0.03677,-0.974,-0.974,0
-1.1447,0,0,0.00031416,0.0001,-1.8955e-20,-2.1705e-20,1,0.039598,-0.972,-0.972,0
-1.1447,0,0,0.00031416,0.0001,-6.7204e-20,-6.532e-20,1,0.042426,-0.97,-0.97,0
-1.1447,0,0,0.00031416,0.0001,-5.0879e-20,-5.2137e-20,1,0.045255,-0.968,-0.968,0
-1.1447,0,0,0.00031416,0.0001,-3.4772e-20,-3.9129e-20,1,0.048083,-0.966,-0.966,0
-1.1447,0,0,0.00031416,0.0001,-1.8884e-20,-2.6295e-20,1,0.050912,-0.964,-0.964,0
