epoch,loss,output_1_loss,output_1_mean_absolute_error,output_1_mean_squared_error,output_2_loss,output_2_mean_absolute_error,output_2_mean_squared_error,output_3_loss,output_3_mean_absolute_error,output_3_mean_squared_error,val_loss,val_output_1_loss,val_output_1_mean_absolute_error,val_output_1_mean_squared_error,val_output_2_loss,val_output_2_mean_absolute_error,val_output_2_mean_squared_error,val_output_3_loss,val_output_3_mean_absolute_error,val_output_3_mean_squared_error
0,0.0066956281661987305,0.0014960789121687412,0.02769363299012184,0.0014960789121687412,0.005172968842089176,0.05029013380408287,0.005172968842089176,2.6579718905850314e-05,0.0036143786273896694,2.6579718905850314e-05,0.004559252876788378,9.349372703582048e-05,0.007035139948129654,9.349372703582048e-05,0.00444197840988636,0.04642484337091446,0.00444197840988636,2.3778133254381828e-05,0.003411473473533988,2.3778131435392424e-05
1,0.006670177448540926,0.0015779086388647556,0.028862545266747475,0.0015779086388647556,0.005066329147666693,0.04977940022945404,0.005066329147666693,2.5939831175492145e-05,0.0035723261535167694,2.593982935650274e-05,0.005630124360322952,0.0003192700387444347,0.016033103689551353,0.0003192700387444347,0.005285890307277441,0.05092795938253403,0.005285890307277441,2.4959614165709354e-05,0.003503387561067939,2.4959614165709354e-05
2,0.006512638181447983,0.0014910891186445951,0.028736237436532974,0.0014910891186445951,0.00499624852091074,0.04944689944386482,0.00499624852091074,2.529301491449587e-05,0.0035312369000166655,2.5293016733485274e-05,0.00743671040982008,0.002075811382383108,0.044576581567525864,0.002075811382383108,0.005334202200174332,0.051241129636764526,0.005334202200174332,2.6699703084887005e-05,0.003677759086713195,2.6699703084887005e-05
3,0.006480638403445482,0.001512901741079986,0.028101280331611633,0.001512901741079986,0.004942754283547401,0.04914652183651924,0.004942754283547401,2.4980674425023608e-05,0.003508421126753092,2.4980672606034204e-05,0.00520741892978549,0.0003454571415204555,0.017115162685513496,0.0003454571415204555,0.004838799592107534,0.04888297989964485,0.004838799592107534,2.3161337594501674e-05,0.003401629626750946,2.3161339413491078e-05
4,0.006280266214162111,0.0014020655071362853,0.026710595935583115,0.0014020655071362853,0.004853679798543453,0.048688434064388275,0.004853679798543453,2.4526749257347547e-05,0.0034766874741762877,2.4526749257347547e-05,0.005954515188932419,0.0011168953496962786,0.03096230886876583,0.0011168953496962786,0.004810489248484373,0.0482538677752018,0.004810489248484373,2.713208414206747e-05,0.00365428370423615,2.713208414206747e-05
5,0.006322413682937622,0.0014978436520323157,0.0281695444136858,0.0014978436520323157,0.004800467286258936,0.048463206738233566,0.004800467286258936,2.4112405299092643e-05,0.0034512998536229134,2.4112399842124432e-05,0.004537640605121851,0.00025546271353960037,0.01375574991106987,0.00025546271353960037,0.004260495770722628,0.04539918154478073,0.004260495770722628,2.1682346414308995e-05,0.003256573574617505,2.1682346414308995e-05
6,0.00617946358397603,0.0014415655750781298,0.0288756862282753,0.0014415655750781298,0.004714277572929859,0.04801188409328461,0.004714277572929859,2.3627508198842406e-05,0.0034176267217844725,2.362751001783181e-05,0.008163975551724434,0.003361529903486371,0.057276543229818344,0.003361529903486371,0.004778076894581318,0.0494251474738121,0.004778076894581318,2.4365161152672954e-05,0.003530060173943639,2.4365161152672954e-05
7,0.006118829362094402,0.001441430882550776,0.027461661025881767,0.001441430882550776,0.004654195625334978,0.047689951956272125,0.004654195625334978,2.3200638679554686e-05,0.0033857333473861217,2.3200636860565282e-05,0.004098920151591301,5.8505691413301975e-05,0.005527668632566929,5.8505691413301975e-05,0.004019924905151129,0.04417366161942482,0.004019924905151129,2.0491306713665836e-05,0.0031744949519634247,2.0491304894676432e-05
8,0.005983859766274691,0.0014057153603062034,0.02725079469382763,0.0014057153603062034,0.004555359482765198,0.047196164727211,0.004555359482765198,2.278274405398406e-05,0.003357101697474718,2.2782745872973464e-05,0.0046257623471319675,0.00041113505722023547,0.019066616892814636,0.00041113505722023547,0.00419475045055151,0.045109618455171585,0.00419475045055151,1.987639370781835e-05,0.003145028604194522,1.987639370781835e-05
9,0.005919995717704296,0.0013988668797537684,0.029782623052597046,0.0013988668797537684,0.00449878815561533,0.04695060849189758,0.00449878815561533,2.233573468402028e-05,0.0033295690082013607,2.2335736503009684e-05,0.007822530344128609,0.0024732050951570272,0.04839443042874336,0.0024732050951570272,0.005324374884366989,0.05229463428258896,0.005324374884366989,2.4951697923825122e-05,0.0034995635505765676,2.4951697923825122e-05
