2022-09-02 10:02:11.166056 ,u_0,u_1,alpha_0,alpha_1,h
2022-09-02 10:02:11.166114 ,1.000000000000,-0.267925563711,-0.801005968269,-0.813105227611,-1.586459992361
2022-09-02 10:02:11.166120 ,1.000000000000,-0.934437970853,-5.265078933025,-7.245453628409,0.242865062007
2022-09-02 10:02:11.166125 ,1.000000000000,0.826632092373,-3.044077492200,4.561932958644,-0.377093466928
2022-09-02 10:02:11.166130 ,1.000000000000,-0.932170128813,-5.198310485110,-7.167927663454,0.226521633314
2022-09-02 10:02:11.166135 ,1.000000000000,0.075908798916,-0.701332726449,0.221796509470,-1.684742388269
2022-09-02 10:02:11.166139 ,1.000000000000,0.848366261025,-3.362993788313,4.965570651485,-0.273655640333
2022-09-02 10:02:11.166144 ,1.000000000000,0.076671967850,-0.701498942626,0.224040817645,-1.684572263698
2022-09-02 10:02:11.166148 ,1.000000000000,-0.752069065056,-2.254145513784,-3.510914707902,-0.675327782349
2022-09-02 10:02:11.166153 ,1.000000000000,0.710737074300,-1.955366888718,3.083546957202,-0.811317055077
2022-09-02 10:02:11.166157 ,1.000000000000,0.413848780995,-0.975500585387,1.337996279980,-1.430723626167
2022-09-02 10:02:11.166164 ,1.000000000000,1.071046134665,-11.513771552174,14.164511175546,1.653906507597
2022-09-02 10:02:11.166168 ,1.000000000000,0.635431097345,-1.563568704234,2.478141537081,-1.019586435339
2022-09-02 10:02:11.166173 ,1.000000000000,0.921146478694,-4.888550951459,6.806418195437,0.149520558532
2022-09-02 10:02:11.166178 ,1.000000000000,0.860814318702,-3.569673738595,5.222721432842,-0.210264442440
2022-09-02 10:02:11.166182 ,1.000000000000,-0.279745897783,-0.811407476399,-0.852279289502,-1.576617741332
2022-09-02 10:02:11.166187 ,1.000000000000,-0.599780198867,-1.425253944581,-2.245421857820,-1.103703972757
2022-09-02 10:02:11.166191 ,1.000000000000,-0.827728822672,-3.059002923074,-4.581032223682,-0.372079795114
2022-09-02 10:02:11.166196 ,1.000000000000,0.972586113065,-6.556865326734,8.722806370920,0.546378261652
2022-09-02 10:02:11.166200 ,1.000000000000,-0.902113594846,-4.408130901081,-6.238945962971,0.025484835982
2022-09-02 10:02:11.166206 ,1.000000000000,-1.122027685244,-14.935688264193,-17.815772420164,2.467092890607
2022-09-02 10:02:11.166211 ,1.000000000000,-0.857468456947,-3.512256640999,-5.151596914506,-0.227619537752
2022-09-02 10:02:11.166215 ,1.000000000000,-0.749086450684,-2.229949342233,-3.477104239778,-0.685748938072
2022-09-02 10:02:11.166221 ,1.000000000000,-1.059921503840,-10.837372400406,-13.435254592219,1.500412521660
2022-09-02 10:02:11.166226 ,1.000000000000,0.114454187849,-0.711869118038,0.335786221563,-1.674000740690
2022-09-02 10:02:11.166230 ,1.000000000000,-0.891986843080,-4.178390554205,-5.964166462705,-0.036288947508
2022-09-02 10:02:11.166235 ,1.000000000000,-0.030121595706,-0.694430971207,-0.087776543995,-1.691825525245
2022-09-02 10:02:11.166239 ,1.000000000000,-0.386439033642,-0.934128589094,-1.231201794182,-1.465923446822
2022-09-02 10:02:11.166244 ,1.000000000000,-0.824764234721,-3.018925236763,-4.529696469889,-0.385584344806
2022-09-02 10:02:11.166248 ,1.000000000000,-0.166198319986,-0.733104274586,-0.491589133951,-1.652611285783
2022-09-02 10:02:11.166253 ,1.000000000000,0.882462741638,-3.977373054135,5.721639094885,-0.091925501462
2022-09-02 10:02:11.166257 ,1.000000000000,0.640380188939,-1.584780444716,2.512747047360,-1.007236504393
2022-09-02 10:02:11.166262 ,1.000000000000,-0.849848881418,-3.386634801803,-4.995147608425,-0.266271692414
2022-09-02 10:02:11.166266 ,1.000000000000,0.986520559787,-7.113474718697,9.348713462521,0.672231102619
2022-09-02 10:02:11.166271 ,1.000000000000,0.867642599277,-3.691323513632,5.372670062783,-0.174094013318
2022-09-02 10:02:11.166275 ,1.000000000000,-0.598063231354,-1.419177671742,-2.234882305526,-1.107550233001
2022-09-02 10:02:11.166280 ,1.000000000000,0.822067558815,-2.983197567614,4.483794790065,-0.397737408916
2022-09-02 10:02:11.166285 ,1.000000000000,0.956957318595,-5.987822691659,8.076821162851,0.415175230627
2022-09-02 10:02:11.166289 ,1.000000000000,0.105733511430,-0.709099509760,0.309870036341,-1.676815959928
2022-09-02 10:02:11.166294 ,1.000000000000,-0.538597156190,-1.235917908351,-1.900763373934,-1.230236667579
2022-09-02 10:02:11.166378 ,1.000000000000,0.946388575861,-5.634817211938,7.672453931767,0.331972791228
2022-09-02 10:02:11.166383 ,1.000000000000,-0.973487090631,-6.591430967095,-8.761836523380,0.554254882323
2022-09-02 10:02:11.166388 ,1.000000000000,-0.286203997250,-0.817333399593,-0.873879335099,-1.571043966235
2022-09-02 10:02:11.166392 ,1.000000000000,-0.716654123971,-1.993714931427,-3.139726952680,-0.792906089334
2022-09-02 10:02:11.166397 ,1.000000000000,0.162987641059,-0.731541319682,0.481803938983,-1.654173907392
2022-09-02 10:02:11.166402 ,1.000000000000,1.021906063409,-8.743211185659,11.155108763941,1.034079840523
2022-09-02 10:02:11.166407 ,1.000000000000,-0.023437131317,-0.693924179255,-0.068284087850,-1.692347109704
2022-09-02 10:02:11.166411 ,1.000000000000,-0.666225857742,-1.704811086628,-2.704053044641,-0.939860541924
2022-09-02 10:02:11.166416 ,1.000000000000,-0.575556467538,-1.343902162252,-2.101711141998,-1.156334670201
2022-09-02 10:02:11.166420 ,1.000000000000,-0.793942316062,-2.648265742501,-4.046398830341,-0.517525200900
2022-09-02 10:02:11.166425 ,1.000000000000,-1.012456032743,-8.277351840902,-10.642176900357,0.931104717492
