2022-09-02 10:02:21.220725 ,u_0,u_1,alpha_0,alpha_1,h
2022-09-02 10:02:21.220769 ,1.000000000000,-0.260607616662,-0.801005968269,-0.813105227611,-1.589435122861
2022-09-02 10:02:21.220776 ,1.000000000000,-0.869228888197,-5.265078933025,-7.245453628409,0.006630369741
2022-09-02 10:02:21.220781 ,1.000000000000,0.785574695745,-3.044077492200,4.561932958644,-0.470744012364
2022-09-02 10:02:21.220786 ,1.000000000000,-0.867658779842,-5.198310485110,-7.167927663454,-0.004684708135
2022-09-02 10:02:21.220791 ,1.000000000000,0.073912630331,-0.701332726449,0.221796509470,-1.684963759882
2022-09-02 10:02:21.220795 ,1.000000000000,0.803676125161,-3.362993788313,4.965570651485,-0.384611653860
2022-09-02 10:02:21.220800 ,1.000000000000,0.074655600491,-0.701498942626,0.224040817645,-1.684798137994
2022-09-02 10:02:21.220805 ,1.000000000000,-0.720470832685,-2.254145513784,-3.510914707902,-0.730797131737
2022-09-02 10:02:21.220810 ,1.000000000000,0.682985151685,-1.955366888718,3.083546957202,-0.854104233345
2022-09-02 10:02:21.220814 ,1.000000000000,0.401806814475,-0.975500585387,1.337996279980,-1.438779679370
2022-09-02 10:02:21.220821 ,1.000000000000,0.943565534085,-11.513771552174,14.164511175546,0.751056311807
2022-09-02 10:02:21.220826 ,1.000000000000,0.613127823511,-1.563568704234,2.478141537081,-1.047221769989
2022-09-02 10:02:21.220831 ,1.000000000000,0.859888714935,-4.888550951459,6.806418195437,-0.058952420398
2022-09-02 10:02:21.220835 ,1.000000000000,0.813809825806,-3.569673738595,5.222721432842,-0.333010128683
2022-09-02 10:02:21.220840 ,1.000000000000,-0.272075384178,-0.811407476399,-0.852279289502,-1.579886451275
2022-09-02 10:02:21.220845 ,1.000000000000,-0.579571402146,-1.425253944581,-2.245421857820,-1.126392609695
2022-09-02 10:02:21.220850 ,1.000000000000,-0.786499532659,-3.059002923074,-4.581032223682,-0.466516148169
2022-09-02 10:02:21.220854 ,1.000000000000,0.894080855726,-6.556865326734,8.722806370920,0.203985182221
2022-09-02 10:02:21.220859 ,1.000000000000,-0.845963081180,-4.408130901081,-6.238945962971,-0.149675174298
2022-09-02 10:02:21.220865 ,1.000000000000,-0.961685733463,-14.935688264193,-17.815772420164,1.038785029435
2022-09-02 10:02:21.220870 ,1.000000000000,-0.811104084717,-3.512256640999,-5.151596914506,-0.347044816215
2022-09-02 10:02:21.220875 ,1.000000000000,-0.717792512526,-2.229949342233,-3.477104239778,-0.740155080596
2022-09-02 10:02:21.220881 ,1.000000000000,-0.939004212510,-10.837372400406,-13.435254592219,0.688135224850
2022-09-02 10:02:21.220886 ,1.000000000000,0.111432111855,-0.711869118038,0.335786221563,-1.674508126430
2022-09-02 10:02:21.220891 ,1.000000000000,-0.838309344916,-4.178390554205,-5.964166462705,-0.196359714685
2022-09-02 10:02:21.220895 ,1.000000000000,-0.029331606810,-0.694430971207,-0.087776543995,-1.691860196493
2022-09-02 10:02:21.220900 ,1.000000000000,-0.375358217494,-0.934128589094,-1.231201794182,-1.472744807183
2022-09-02 10:02:21.220905 ,1.000000000000,-0.783996966492,-3.018925236763,-4.529696469889,-0.477916020298
2022-09-02 10:02:21.220909 ,1.000000000000,-0.161774017780,-0.733104274586,-0.491589133951,-1.653698755228
2022-09-02 10:02:21.220914 ,1.000000000000,0.830967989784,-3.977373054135,5.721639094885,-0.239242694157
2022-09-02 10:02:21.220919 ,1.000000000000,0.617765465512,-1.584780444716,2.512747047360,-1.035649044151
2022-09-02 10:02:21.220924 ,1.000000000000,-0.804892552942,-3.386634801803,-4.995147608425,-0.378553440749
2022-09-02 10:02:21.220928 ,1.000000000000,0.902382138625,-7.113474718697,9.348713462521,0.278938107299
2022-09-02 10:02:21.220933 ,1.000000000000,0.819288568712,-3.691323513632,5.372670062783,-0.303989139534
2022-09-02 10:02:21.220938 ,1.000000000000,-0.577949290604,-1.419177671742,-2.234882305526,-1.130026378139
2022-09-02 10:02:21.220943 ,1.000000000000,0.781713405704,-2.983197567614,4.483794790065,-0.488207279653
2022-09-02 10:02:21.220948 ,1.000000000000,0.884265928129,-5.987822691659,8.076821162851,0.121617550192
2022-09-02 10:02:21.220952 ,1.000000000000,0.102944681102,-0.709099509760,0.309870036341,-1.677248047406
2022-09-02 10:02:21.220957 ,1.000000000000,-0.521490285824,-1.235917908351,-1.900763373934,-1.246494723896
2022-09-02 10:02:21.221630 ,1.000000000000,0.877336490475,-5.634817211938,7.672453931767,0.067073319220
2022-09-02 10:02:21.221637 ,1.000000000000,-0.894630561921,-6.591430967095,-8.761836523380,0.208790875642
2022-09-02 10:02:21.221642 ,1.000000000000,-0.278339083234,-0.817333399593,-0.873879335099,-1.574480459150
2022-09-02 10:02:21.221647 ,1.000000000000,-0.688396581397,-1.993714931427,-3.139726952680,-0.837266573352
2022-09-02 10:02:21.221652 ,1.000000000000,0.158651405608,-0.731541319682,0.481803938983,-1.655218515053
2022-09-02 10:02:21.221657 ,1.000000000000,0.921510084534,-8.743211185659,11.155108763941,0.474115808614
