"alpha_0^0","alpha_1^0","alpha_1^1","radiation flux density","u_0^0","u_1^0","u_1^1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1449,-0.0052755,0.02814,0.00031416,0.0001,-1.6093e-22,-1.1967e-21,1,0,1,-1,0
-1.1449,-0.0051572,0.028026,0.00031413,9.9991e-05,-2.2644e-09,1.5331e-08,1,0.0028284,0.998,-0.998,0
-1.1449,-0.0048022,0.027682,0.00031405,9.9964e-05,-9.0579e-09,6.1328e-08,1,0.0056569,0.996,-0.996,0
-1.1449,-0.0042105,0.027109,0.0003139,9.9919e-05,-2.038e-08,1.3799e-07,1,0.0084853,0.994,-0.994,0
-1.1449,-0.0033822,0.026307,0.00031371,9.9856e-05,-3.6232e-08,2.4531e-07,1,0.011314,0.992,-0.992,0
-1.1448,-0.0023172,0.025275,0.00031345,9.9775e-05,-5.6612e-08,3.833e-07,1,0.014142,0.99,-0.99,0
-1.1448,-0.00085329,0.023807,0.0003131,9.9661e-05,-7.0273e-08,5.4311e-07,1,0.016971,0.988,-0.988,0
-1.1448,0.00093105,0.022,0.00031267,9.9527e-05,-7.9353e-08,7.3134e-07,1,0.019799,0.986,-0.986,0
-1.1448,0.0030359,0.019854,0.00031219,9.9372e-05,-8.3854e-08,9.4798e-07,1,0.022627,0.984,-0.984,0
-1.1448,0.0054613,0.017369,0.00031164,9.9197e-05,-8.3774e-08,1.193e-06,1,0.025456,0.982,-0.982,0
-1.1448,0.0082071,0.014545,0.00031102,9.9e-05,-7.9114e-08,1.4665e-06,1,0.028284,0.98,-0.98,0
-1.1448,0.008569,0.013688,0.00031091,9.8966e-05,-3.9756e-08,1.4375e-06,1,0.031113,0.978,-0.978,0
-1.1448,0.0089828,0.012718,0.00031082,9.8936e-05,1.1137e-08,1.4112e-06,1,0.033941,0.976,-0.976,0
-1.1448,0.0094484,0.011636,0.00031073,9.891e-05,7.3568e-08,1.3877e-06,1,0.03677,0.974,-0.974,0
-1.1448,0.0099659,0.01044,0.00031067,9.8889e-05,1.4753e-07,1.3668e-06,1,0.039598,0.972,-0.972,0
-1.1448,0.010535,0.0091317,0.00031061,9.8872e-05,2.3303e-07,1.3487e-06,1,0.042426,0.97,-0.97,0
-1.1448,0.010361,0.0085831,0.00031054,9.8849e-05,2.1555e-07,1.3285e-06,1,0.045255,0.968,-0.968,0
-1.1448,0.010206,0.0080711,0.00031049,9.8831e-05,2.0044e-07,1.3102e-06,1,0.048083,0.966,-0.966,0
-1.1448,0.010069,0.0075955,0.00031045,9.8818e-05,1.8772e-07,1.2938e-06,1,0.050912,0.964,-0.964,0
-1.1448,0.0099509,0.0071566,0.00031042,9.8809e-05,1.7739e-07,1.2791e-06,1,0.05374,0.962,-0.962,0
-1.1448,0.0098517,0.0067541,0.0003104,9.8804e-05,1.6943e-07,1.2664e-06,1,0.056569,0.96,-0.96,0
-1.1448,0.0097082,0.0070717,0.00031044,9.8815e-05,1.4281e-07,1.2735e-06,1,0.059397,0.958,-0.958,0
-1.1448,0.0095736,0.0074077,0.00031046,9.8824e-05,1.184e-07,1.281e-06,1,0.062225,0.956,-0.956,0
-1.1448,0.009448,0.007762,0.00031048,9.883e-05,9.6203e-08,1.2888e-06,1,0.065054,0.954,-0.954,0
-1.1448,0.0093314,0.0081348,0.0003105,9.8834e-05,7.6226e-08,1.2971e-06,1,0.067882,0.952,-0.952,0
-1.1448,0.0092237,0.008526,0.0003105,9.8835e-05,5.8464e-08,1.3057e-06,1,0.070711,0.95,-0.95,0
-1.1448,0.009035,0.0086048,0.0003105,9.8834e-05,2.6181e-08,1.2956e-06,1,0.073539,0.948,-0.948,0
-1.1448,0.0088317,0.0086988,0.00031048,9.8829e-05,-7.1788e-09,1.2863e-06,1,0.076368,0.946,-0.946,0
-1.1448,0.0086139,0.008808,0.00031045,9.8821e-05,-4.1615e-08,1.2779e-06,1,0.079196,0.944,-0.944,0
-1.1448,0.0083815,0.0089322,0.00031042,9.8808e-05,-7.7128e-08,1.2703e-06,1,0.082024,0.942,-0.942,0
-1.1448,0.0081347,0.0090716,0.00031037,9.8792e-05,-1.1372e-07,1.2636e-06,1,0.084853,0.94,-0.94,0
-1.1448,0.0080356,0.0091882,0.00031045,9.8821e-05,-1.416e-07,1.2533e-06,1,0.087681,0.938,-0.938,0
-1.1448,0.008044,0.0094565,0.00031055,9.885e-05,-1.5167e-07,1.2576e-06,1,0.09051,0.936,-0.936,0
-1.1448,0.0081599,0.0098765,0.00031064,9.8879e-05,-1.4394e-07,1.2767e-06,1,0.093338,0.934,-0.934,0
-1.1448,0.0083833,0.010448,0.00031073,9.8909e-05,-1.1839e-07,1.3105e-06,1,0.096167,0.932,-0.932,0
-1.1448,0.0087142,0.011172,0.00031083,9.894e-05,-7.5042e-08,1.3589e-06,1,0.098995,0.93,-0.93,0
-1.1448,0.0084112,0.011337,0.00031102,9.9e-05,-5.93e-08,1.2631e-06,1,0.10182,0.928,-0.928,0
-1.1448,0.0081245,0.011479,0.00031119,9.9053e-05,-4.017e-08,1.1706e-06,1,0.10465,0.926,-0.926,0
-1.1448,0.0078542,0.011597,0.00031134,9.9102e-05,-1.7651e-08,1.0812e-06,1,0.10748,0.924,-0.924,0
-1.1448,0.0076001,0.01169,0.00031147,9.9144e-05,8.2569e-09,9.9506e-07,1,0.11031,0.922,-0.922,0
-1.1448,0.0073624,0.01176,0.00031158,9.918e-05,3.7553e-08,9.1212e-07,1,0.11314,0.92,-0.92,0
-1.1448,0.0072031,0.010871,0.00031162,9.9191e-05,-5.4479e-08,8.6237e-07,1,0.11597,0.918,-0.918,0
-1.1448,0.0071167,0.010102,0.00031165,9.9202e-05,-1.3175e-07,8.3488e-07,1,0.11879,0.916,-0.916,0
-1.1448,0.0071034,0.0094549,0.00031169,9.9214e-05,-1.9425e-07,8.2963e-07,1,0.12162,0.914,-0.914,0
-1.1448,0.0071631,0.008929,0.00031173,9.9226e-05,-2.42e-07,8.4663e-07,1,0.12445,0.912,-0.912,0
-1.1448,0.0072958,0.0085243,0.00031177,9.9239e-05,-2.7498e-07,8.8587e-07,1,0.12728,0.91,-0.91,0
-1.1448,0.0077244,0.0074808,0.00031195,9.9298e-05,-1.6237e-07,8.5858e-07,1,0.13011,0.908,-0.908,0
-1.1448,0.0080351,0.0064313,0.00031215,9.9362e-05,-7.3563e-08,8.2716e-07,1,0.13294,0.906,-0.906,0
-1.1448,0.0082281,0.0053756,0.00031237,9.9429e-05,-8.5392e-09,7.9159e-07,1,0.13576,0.904,-0.904,0
-1.1448,0.0083033,0.0043138,0.00031259,9.9502e-05,3.2693e-08,7.5189e-07,1,0.13859,0.902,-0.902,0
-1.1448,0.0082606,0.0032459,0.00031283,9.9578e-05,5.0137e-08,7.0804e-07,1,0.14142,0.9,-0.9,0
-1.1447,0.0069516,0.0026254,0.00031293,9.9609e-05,2.5022e-08,5.6085e-07,1,0.14425,0.898,-0.898,0
-1.1447,0.006021,0.001987,0.00031298,9.9626e-05,2.6688e-09,4.6344e-07,1,0.14708,0.896,-0.896,0
-1.1447,0.0054688,0.0013309,0.00031299,9.9628e-05,-1.6924e-08,4.1581e-07,1,0.14991,0.894,-0.894,0
-1.1447,0.0052949,0.00065693,0.00031296,9.9617e-05,-3.3755e-08,4.1798e-07,1,0.15274,0.892,-0.892,0
-1.1447,0.0054994,-3.484e-05,0.00031288,9.9592e-05,-4.7825e-08,4.6993e-07,1,0.15556,0.89,-0.89,0
-1.1447,0.0048232,-0.00096049,0.00031301,9.9635e-05,2.3225e-08,4.1735e-07,1,0.15839,0.888,-0.888,0
-1.1447,0.0046055,-0.0019633,0.00031311,9.9666e-05,1.0414e-07,4.1031e-07,1,0.16122,0.886,-0.886,0
-1.1447,0.0048465,-0.0030432,0.00031316,9.9682e-05,1.9493e-07,4.4881e-07,1,0.16405,0.884,-0.884,0
-1.1447,0.005546,-0.0042002,0.00031317,9.9686e-05,2.9558e-07,5.3284e-07,1,0.16688,0.882,-0.882,0
-1.1447,0.0067041,-0.0054344,0.00031314,9.9676e-05,4.061e-07,6.6243e-07,1,0.16971,0.88,-0.88,0
-1.1447,0.0051864,-0.0037445,0.00031333,9.9735e-05,3.1519e-07,5.2478e-07,1,0.17253,0.878,-0.878,0
-1.1447,0.0039273,-0.0020035,0.00031342,9.9764e-05,2.0377e-07,4.0327e-07,1,0.17536,0.876,-0.876,0
-1.1447,0.002927,-0.00021145,0.00031342,9.9764e-05,7.1844e-08,2.979e-07,1,0.17819,0.874,-0.874,0
-1.1447,0.0021855,0.0016317,0.00031333,9.9735e-05,-8.0601e-08,2.0866e-07,1,0.18102,0.872,-0.872,0
-1.1447,0.0017027,0.0035258,0.00031314,9.9676e-05,-2.5355e-07,1.3556e-07,1,0.18385,0.87,-0.87,0
-1.1447,0.0016848,0.0027984,0.00031317,9.9685e-05,-2.0236e-07,1.4462e-07,1,0.18668,0.868,-0.868,0
-1.1447,0.0016693,0.0020178,0.00031325,9.971e-05,-1.3511e-07,1.4468e-07,1,0.1895,0.866,-0.866,0
-1.1447,0.0016563,0.0011841,0.00031338,9.9752e-05,-5.181e-08,1.3573e-07,1,0.19233,0.864,-0.864,0
-1.1447,0.0016457,0.00029716,0.00031357,9.9812e-05,4.7556e-08,1.1778e-07,1,0.19516,0.862,-0.862,0
-1.1447,0.0016376,-0.00064294,0.00031381,9.9889e-05,1.6298e-07,9.0817e-08,1,0.19799,0.86,-0.86,0
-1.1447,0.0016321,-0.002166,0.00031404,9.9962e-05,2.3424e-07,2.0584e-08,1,0.20082,0.858,-0.858,0
-1.1447,0.001505,-0.0037818,0.0003142,0.00010001,3.1946e-07,-6.491e-08,1,0.20365,0.856,-0.856,0
-1.1447,0.0012564,-0.0054905,0.00031428,0.00010004,4.1863e-07,-1.6567e-07,1,0.20648,0.854,-0.854,0
-1.1447,0.00088619,-0.007292,0.0003143,0.00010004,5.3175e-07,-2.8169e-07,1,0.2093,0.852,-0.852,0
-1.1447,0.00039439,-0.0091862,0.00031424,0.00010002,6.5883e-07,-4.1298e-07,1,0.21213,0.85,-0.85,0
-1.1447,0.00086145,-0.0072673,0.00031415,9.9996e-05,5.2114e-07,-2.0777e-07,1,0.21496,0.848,-0.848,0
-1.1447,0.0013921,-0.0052486,0.00031411,9.9984e-05,3.7625e-07,1.5957e-09,1,0.21779,0.846,-0.846,0
-1.1447,0.0019863,-0.00313,0.00031412,9.9989e-05,2.2414e-07,2.1512e-07,1,0.22062,0.844,-0.844,0
-1.1447,0.0026441,-0.00091175,0.00031419,0.00010001,6.4823e-08,4.3279e-07,1,0.22345,0.842,-0.842,0
-1.1447,0.0033655,0.0014064,0.00031431,0.00010005,-1.0171e-07,6.5463e-07,1,0.22627,0.84,-0.84,0
-1.1447,0.0019298,0.0021798,0.0003145,0.00010011,-1.1696e-07,4.8428e-07,1,0.2291,0.838,-0.838,0
-1.1447,0.00028311,0.0028823,0.00031461,0.00010014,-1.4266e-07,3.1104e-07,1,0.23193,0.836,-0.836,0
-1.1447,-0.0015745,0.003514,0.00031463,0.00010015,-1.788e-07,1.3488e-07,1,0.23476,0.834,-0.834,0
-1.1447,-0.003643,0.0040747,0.00031456,0.00010013,-2.2538e-07,-4.4172e-08,1,0.23759,0.832,-0.832,0
-1.1447,-0.0059224,0.0045645,0.00031441,0.00010008,-2.8239e-07,-2.2614e-07,1,0.24042,0.83,-0.83,0
-1.1447,-0.0047669,0.0030121,0.00031414,9.9995e-05,-1.4005e-07,-2.2299e-07,1,0.24324,0.828,-0.828,0
-1.1447,-0.0033743,0.0016236,0.00031395,9.9935e-05,-3.9988e-08,-1.7228e-07,1,0.24607,0.826,-0.826,0
-1.1447,-0.0017448,0.00039912,0.00031384,9.99e-05,1.7776e-08,-7.4003e-08,1,0.2489,0.824,-0.824,0
-1.1447,0.00012182,-0.00066142,0.00031381,9.9889e-05,3.3251e-08,7.1831e-08,1,0.25173,0.822,-0.822,0
-1.1447,0.0022255,-0.001558,0.00031385,9.9902e-05,6.4361e-09,2.6523e-07,1,0.25456,0.82,-0.82,0
-1.1447,0.0019198,-0.0027588,0.00031406,9.997e-05,1.2573e-07,1.9079e-07,1,0.25739,0.818,-0.818,0
-1.1447,0.0014508,-0.0036512,0.00031429,0.00010004,2.1277e-07,1.0481e-07,1,0.26022,0.816,-0.816,0
-1.1447,0.0008187,-0.0042353,0.00031453,0.00010012,2.6754e-07,7.2961e-09,1,0.26304,0.814,-0.814,0
-1.1447,2.3352e-05,-0.004511,0.00031478,0.0001002,2.9004e-07,-1.0175e-07,1,0.26587,0.812,-0.812,0
-1.1447,-0.00093516,-0.0044784,0.00031504,0.00010028,2.8029e-07,-2.2233e-07,1,0.2687,0.81,-0.81,0
-1.1447,-0.00055984,-0.0031593,0.0003148,0.0001002,1.6087e-07,-1.3306e-07,1,0.27153,0.808,-0.808,0
-1.1447,-0.00018756,-0.0023239,0.00031463,0.00010015,9.149e-08,-4.0083e-08,1,0.27436,0.806,-0.806,0
-1.1447,0.00018164,-0.0019725,0.00031455,0.00010012,7.2164e-08,5.6608e-08,1,0.27719,0.804,-0.804,0
-1.1447,0.0005478,-0.0021049,0.00031454,0.00010012,1.0288e-07,1.5701e-07,1,0.28001,0.802,-0.802,0
-1.1447,0.00091089,-0.0027211,0.00031461,0.00010014,1.8365e-07,2.6113e-07,1,0.28284,0.8,-0.8,0
-1.1447,-0.00058995,-0.0028241,0.00031459,0.00010014,1.8255e-07,1.1615e-07,1,0.28567,0.798,-0.798,0
-1.1447,-0.0016727,-0.0026146,0.00031461,0.00010014,1.6446e-07,1.556e-08,1,0.2885,0.796,-0.796,0
-1.1447,-0.0023375,-0.0020924,0.00031467,0.00010016,1.2937e-07,-4.0637e-08,1,0.29133,0.794,-0.794,0
-1.1447,-0.0025842,-0.0012576,0.00031477,0.00010019,7.7297e-08,-5.2443e-08,1,0.29416,0.792,-0.792,0
-1.1447,-0.002413,-0.00011022,0.00031491,0.00010024,8.2309e-09,-1.9857e-08,1,0.29698,0.79,-0.79,0
-1.1447,-0.0022031,0.00046339,0.00031458,0.00010013,-3.6847e-08,-2.7619e-08,1,0.29981,0.788,-0.788,0
-1.1447,-0.0018174,0.00061659,0.00031432,0.00010005,-4.2024e-08,-1.8286e-08,1,0.30264,0.786,-0.786,0
-1.1447,-0.0012556,0.00034939,0.00031412,9.9988e-05,-7.2995e-09,8.1419e-09,1,0.30547,0.784,-0.784,0
-1.1447,-0.00051803,-0.00033819,0.00031399,9.9947e-05,6.7324e-08,5.1664e-08,1,0.3083,0.782,-0.782,0
-1.1447,0.00039553,-0.0014462,0.00031393,9.9928e-05,1.8185e-07,1.1228e-07,1,0.31113,0.78,-0.78,0
