"alpha_0^0","alpha_1^0","alpha_1^1","radiation flux density","u_0^0","u_1^0","u_1^1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1447,0,0,0.00031416,0.0001,-1.6093e-22,-1.1967e-21,1,0,-1,-1,0
-1.1447,0,0,0.00031416,0.0001,1.5206e-21,2.8032e-21,1,0.0028284,-0.998,-0.998,0
-1.1447,0,0,0.00031416,0.0001,6.5655e-21,1.4803e-20,1,0.0056569,-0.996,-0.996,0
-1.1447,0,0,0.00031416,0.0001,1.4973e-20,3.4803e-20,1,0.0084853,-0.994,-0.994,0
-1.1447,0,0,0.00031416,0.0001,2.6745e-20,6.2804e-20,1,0.011314,-0.992,-0.992,0
-1.1447,0,0,0.00031416,0.0001,4.1879e-20,9.8804e-20,1,0.014142,-0.99,-0.99,0
-1.1447,0,0,0.00031416,0.0001,5.7886e-20,1.1101e-19,1,0.016971,-0.988,-0.988,0
-1.1447,0,0,0.00031416,0.0001,7.1929e-20,1.2133e-19,1,0.019799,-0.986,-0.986,0
-1.1447,0,0,0.00031416,0.0001,8.4008e-20,1.2975e-19,1,0.022627,-0.984,-0.984,0
-1.1447,0,0,0.00031416,0.0001,9.4124e-20,1.3627e-19,1,0.025456,-0.982,-0.982,0
-1.1447,0,0,0.00031416,0.0001,1.0228e-19,1.409e-19,1,0.028284,-0.98,-0.98,0
-1.1447,0,0,0.00031416,0.0001,8.0681e-20,1.0286e-19,1,0.031113,-0.978,-0.978,0
-1.1447,0,0,0.00031416,0.0001,5.455e-20,6.4688e-20,1,0.033941,-0.976,-0.976,0
-1.1447,0,0,0.00031416,0.0001,2.3882e-20,2.6379e-20,1,0.03677,-0.974,-0.974,0
-1.1447,0,0,0.00031416,0.0001,-1.1321e-20,-1.2065e-20,1,0.039598,-0.972,-0.972,0
-1.1447,0,0,0.00031416,0.0001,-5.106e-20,-5.0647e-20,1,0.042426,-0.97,-0.97,0
-1.1447,0,0,0.00031416,0.0001,-3.8786e-20,-4.0379e-20,1,0.045255,-0.968,-0.968,0
-1.1447,0,0,0.00031416,0.0001,-2.6948e-20,-3.0153e-20,1,0.048083,-0.966,-0.966,0
-1.1447,0,0,0.00031416,0.0001,-1.5546e-20,-1.9968e-20,1,0.050912,-0.964,-0.964,0
-1.1447,0,0,0.00031416,0.0001,-4.5797e-21,-9.8255e-21,1,0.05374,-0.962,-0.962,0
-1.1447,0,0,0.00031416,0.0001,5.9507e-21,2.7573e-22,1,0.056569,-0.96,-0.96,0
-1.1447,0,0,0.00031416,0.0001,4.1984e-21,1.0566e-21,1,0.059397,-0.958,-0.958,0
-1.1447,0,0,0.00031416,0.0001,2.3893e-21,1.5818e-21,1,0.062225,-0.956,-0.956,0
-1.1447,0,0,0.00031416,0.0001,5.2363e-22,1.8511e-21,1,0.065054,-0.954,-0.954,0
-1.1447,0,0,0.00031416,0.0001,-1.3988e-21,1.8646e-21,1,0.067882,-0.952,-0.952,0
-1.1447,0,0,0.00031416,0.0001,-3.378e-21,1.6224e-21,1,0.070711,-0.95,-0.95,0
-1.1447,0,0,0.00031416,0.0001,-3.0758e-21,2.1941e-22,1,0.073539,-0.948,-0.948,0
-1.1447,0,0,0.00031416,0.0001,-1.5813e-21,-1.4123e-21,1,0.076368,-0.946,-0.946,0
-1.1447,0,0,0.00031416,0.0001,1.1054e-21,-3.2726e-21,1,0.079196,-0.944,-0.944,0
-1.1447,0,0,0.00031416,0.0001,4.9846e-21,-5.3617e-21,1,0.082024,-0.942,-0.942,0
-1.1447,0,0,0.00031416,0.0001,1.0056e-20,-7.6794e-21,1,0.084853,-0.94,-0.94,0
-1.1447,0,0,0.00031416,0.0001,8.8004e-21,-6.2257e-21,1,0.087681,-0.938,-0.938,0
-1.1447,0,0,0.00031416,0.0001,7.6125e-21,-6.2426e-21,1,0.09051,-0.936,-0.936,0
-1.1447,0,0,0.00031416,0.0001,6.4921e-21,-7.7301e-21,1,0.093338,-0.934,-0.934,0
-1.1447,0,0,0.00031416,0.0001,5.4393e-21,-1.0688e-20,1,0.096167,-0.932,-0.932,0
-1.1447,0,0,0.00031416,0.0001,4.4541e-21,-1.5117e-20,1,0.098995,-0.93,-0.93,0
