epoch,loss,output_1_loss,output_1_mean_absolute_error,output_1_mean_squared_error,output_2_loss,output_2_mean_absolute_error,output_2_mean_squared_error,output_3_loss,output_3_mean_absolute_error,output_3_mean_squared_error,output_4_loss,output_4_mean_absolute_error,output_4_mean_squared_error,val_loss,val_output_1_loss,val_output_1_mean_absolute_error,val_output_1_mean_squared_error,val_output_2_loss,val_output_2_mean_absolute_error,val_output_2_mean_squared_error,val_output_3_loss,val_output_3_mean_absolute_error,val_output_3_mean_squared_error,val_output_4_loss,val_output_4_mean_absolute_error,val_output_4_mean_squared_error
0,38.97178649902344,0.164081871509552,0.30678752064704895,0.164081871509552,0.009426895529031754,0.47199174761772156,0.31569600105285645,0.3100201487541199,0.47632819414138794,0.3100201487541199,38.01434326171875,4.935225963592529,38.01434326171875,38.63286209106445,0.1629272699356079,0.306984543800354,0.1629272699356079,0.004803408402949572,0.48131251335144043,0.3251771628856659,0.31397324800491333,0.48012545704841614,0.31397324800491333,37.9188232421875,4.930989742279053,37.9188232421875
1,38.573123931884766,0.15706828236579895,0.30033501982688904,0.15706828236579895,0.004467756021767855,0.4757204055786133,0.3172353506088257,0.31178873777389526,0.4780241549015045,0.31178873777389526,38.00160598754883,4.934278964996338,38.001609802246094,38.42251205444336,0.1619650423526764,0.30773940682411194,0.1619650423526764,0.0012105742935091257,0.47732800245285034,0.32102951407432556,0.31488776206970215,0.4808840751647949,0.31488776206970215,37.92295455932617,4.93127965927124,37.92295455932617
2,38.479652404785156,0.15678171813488007,0.29997387528419495,0.15678171813488007,0.003515401855111122,0.4772319495677948,0.31893837451934814,0.3124679625034332,0.47859907150268555,0.3124679625034332,37.999351501464844,4.934070587158203,37.999351501464844,38.399688720703125,0.1648971140384674,0.3052704334259033,0.1648971140384674,0.0011922896374017,0.47424280643463135,0.3143695592880249,0.3108054995536804,0.4773581922054291,0.31080546975135803,37.92015075683594,4.9311394691467285,37.92015075683594
3,38.47343063354492,0.15647010505199432,0.29935064911842346,0.15647010505199432,0.003203009720891714,0.47760382294654846,0.3191218972206116,0.31248801946640015,0.47864776849746704,0.31248801946640015,37.99908447265625,4.934089660644531,37.99908447265625,38.401031494140625,0.14223256707191467,0.28567883372306824,0.14223256707191467,0.001747263129800558,0.4697473347187042,0.3034457564353943,0.3109689950942993,0.4776857793331146,0.3109689950942993,37.944374084472656,4.932992935180664,37.944374084472656
4,38.47178268432617,0.1559152752161026,0.29818829894065857,0.1559152752161026,0.0030822150874882936,0.4775303900241852,0.3187696635723114,0.3123370409011841,0.4785539507865906,0.31233707070350647,37.99897384643555,4.934157371520996,37.99897766113281,38.399635314941406,0.15643319487571716,0.2986142337322235,0.15643319487571716,0.00267385458573699,0.4683041274547577,0.31197214126586914,0.3106604218482971,0.47693324089050293,0.3106604218482971,37.92854690551758,4.931886196136475,37.928550720214844
5,38.47087860107422,0.15549777448177338,0.2973603904247284,0.15549777448177338,0.003056567395105958,0.47737520933151245,0.31840988993644714,0.3122151494026184,0.478453665971756,0.3122151494026184,37.999088287353516,4.934220790863037,37.999088287353516,38.39638900756836,0.15339498221874237,0.2941877543926239,0.15339498221874237,0.0017776645254343748,0.4704071879386902,0.3069918155670166,0.3109779357910156,0.4773528575897217,0.3109779357910156,37.92928695678711,4.9320855140686035,37.92928695678711
6,38.470516204833984,0.15532690286636353,0.2970109283924103,0.15532690286636353,0.0030473172664642334,0.47727933526039124,0.3181594908237457,0.3121439814567566,0.478405237197876,0.3121439814567566,37.99909591674805,4.934243202209473,37.99909591674805,38.39925765991211,0.14937534928321838,0.2898551821708679,0.14937534928321838,0.001939668320119381,0.47213780879974365,0.3097808361053467,0.30891603231430054,0.47588902711868286,0.30891603231430054,37.93809509277344,4.932755470275879,37.9380989074707
7,38.47036361694336,0.15525458753108978,0.29688307642936707,0.1552545726299286,0.003047260921448469,0.47722384333610535,0.31803569197654724,0.31210601329803467,0.47837284207344055,0.31210601329803467,37.9991569519043,4.93426513671875,37.999149322509766,38.40169143676758,0.13219505548477173,0.2753583490848541,0.13219505548477173,0.005059487652033567,0.4746493995189667,0.31839674711227417,0.31413471698760986,0.479642778635025,0.31413471698760986,37.949466705322266,4.933676719665527,37.949466705322266
8,38.47014617919922,0.15513253211975098,0.2967047095298767,0.15513253211975098,0.0030547776259481907,0.47723203897476196,0.3179875612258911,0.3120933771133423,0.4783743619918823,0.3120933771133423,37.99903106689453,4.93426513671875,37.99903106689453,38.401451110839844,0.13285794854164124,0.27637702226638794,0.13285794854164124,0.004973090253770351,0.47708457708358765,0.32218095660209656,0.3131188154220581,0.47863465547561646,0.3131188154220581,37.94966506958008,4.933800220489502,37.94966506958008
9,38.47004699707031,0.1550685316324234,0.2966001033782959,0.1550685316324234,0.0030697707552462816,0.4771699905395508,0.31792905926704407,0.31207627058029175,0.47835978865623474,0.31207627058029175,37.999088287353516,4.9342756271362305,37.999088287353516,38.39836883544922,0.15538817644119263,0.29791486263275146,0.15538817644119263,0.002792022656649351,0.4670355021953583,0.30418819189071655,0.31043440103530884,0.4774650037288666,0.31043434143066406,37.928958892822266,4.931991100311279,37.928955078125
