x,u0,u1,u2
0.0,0.5013938618442578,0.24199890932780613,0.17361744745944055
0.00015625,0.4915846699191345,0.24314783660219888,0.17250973886197626
0.0003125,0.49052434992011124,0.2431829040148421,0.17238734233880876
0.00046875,0.49014630145633953,0.2431369578230054,0.1723381842765662
0.000625,0.4898258048149369,0.24308426030749225,0.17229525614239952
0.00078125,0.4895100757623938,0.24303077970491474,0.17225276925065947
0.0009375,0.48919482629171845,0.2429771856452147,0.17221035988090305
0.00109375,0.4888796279280747,0.2429234460099145,0.17216792017764032
0.00125,0.4885644468131426,0.2428696199701418,0.1721254887726766
0.00140625,0.48824932686262495,0.24281573570935894,0.17208311205702412
0.0015625,0.48793416526167416,0.24276166134179183,0.17204061236959073
0.00171875,0.48761898362033695,0.24270746662776027,0.17199813991795931
0.001875,0.48730382060846716,0.2426531647994836,0.17195563543305736
0.00203125,0.4869886407696029,0.24259874288217506,0.17191311156495992
0.0021875,0.48667354633240334,0.24254425518277606,0.17187064517155032
0.00234375,0.48635839538977954,0.24248960543717393,0.17182808877797037
0.0025,0.48604331992959304,0.24243492052555304,0.17178562361785443
0.00265625,0.4857282271363328,0.24238007809423878,0.17174307645463396
0.0028125,0.485413067846909,0.2423250851885112,0.17170050956028282
0.00296875,0.48509793995706396,0.24226998350932408,0.1716579285031004
0.003125,0.48478272016208557,0.24221473693530562,0.17161528880452492
0.00328125,0.4844676408650961,0.24215944772965262,0.1715727414351706
0.0034375,0.484152493790237,0.24210397818422172,0.17153009036039418
0.00359375,0.4838373826025556,0.2420484654170493,0.17148749856452927
0.00375,0.48352221951845265,0.24199276705260236,0.171444842883356
0.00390625,0.4832071093904599,0.24193699173949276,0.1714022042575464
0.0040625,0.4828919236306176,0.24188106434929987,0.17135948817260097
0.00421875,0.4825767550022023,0.24182503667911281,0.17131682922662905
0.004375,0.48226162194610983,0.24176889041813596,0.17127411850087365
0.00453125,0.4819464899803736,0.24171269472897217,0.17123143621348108
0.0046875,0.48163130132816245,0.24165632221145442,0.17118872254141518
0.00484375,0.48131606635854146,0.24159977060124646,0.1711459281803493
0.005,0.48100090560985787,0.241543152594224,0.17110317719745627
0.00515625,0.4806856671467904,0.24148642176504567,0.17106038543266877
0.0053125,0.4803704593859423,0.2414295745095426,0.1710176211684866
0.0054687500000000005,0.48005524291461177,0.24137258771874134,0.17097479127738824
0.005625,0.479740018011446,0.2413155003696625,0.17093196571859898
0.00578125,0.4794248014759303,0.24125833104567548,0.17088917730830971
0.0059375,0.4791095114208039,0.24120095510236703,0.17084627683235745
0.00609375,0.4787942597067693,0.24114351370951992,0.1708034005208472
0.00625,0.47847894849885564,0.241085950610732,0.17076052755962617
0.0064062500000000005,0.47816366780049724,0.24102826045353976,0.17071764377357232
0.0065625,0.4778483217235987,0.2409704052941402,0.17067467917188556
0.00671875,0.47753297530982136,0.24091248883586447,0.17063175348426374
0.006875,0.4772175917745858,0.24085439163819625,0.17058877116523383
0.00703125,0.47690222060671345,0.24079617748401022,0.17054578601112796
0.0071875,0.4765868973298588,0.24073793856175593,0.17050284876386532
0.0073437500000000005,0.47627143216650164,0.24067944966666793,0.17045979727932598
0.0075,0.47595602279833776,0.24062090880038928,0.17041678076276068
0.00765625,0.4756405624963484,0.24056220226917252,0.1703737250673917
0.0078125,0.475325162549019,0.24050342835632788,0.1703306971550702
0.00796875,0.4750096312635527,0.24044443346118388,0.17028756314481625
0.008125,0.4746941577837315,0.24038541296865648,0.17024449392934893
0.00828125,0.4743786087549289,0.2403261797132638,0.17020135781333254
0.0084375,0.4740631392152076,0.24026689948897906,0.17015823362740845
0.00859375,0.4737475889272631,0.24020746000333826,0.17011508529904357
0.00875,0.4734319795172911,0.2401478460093432,0.17007188198993045
0.008906250000000001,0.47311643472861675,0.24008817786860204,0.17002872144062842
0.0090625,0.4728008528187573,0.24002833557435255,0.16998549659635828
0.00921875,0.4724851901458197,0.23996833742271373,0.1699422314624967
0.009375,0.4721695754986846,0.23990826357545703,0.16989900146753034
0.00953125,0.47185395402265157,0.2398480596220848,0.16985574812725016
0.0096875,0.4715382925291997,0.23978769297811248,0.16981245577140613
