x,u0,u1,u2
0.0,0.5022055618632829,0.23758985802749627,0.1675511146264509
0.01,0.4747621322846397,0.234933549325697,0.1640167602279239
0.02,0.4525200734968284,0.23037022020377268,0.16118096109396596
0.03,0.42788094382365827,0.22439954148834798,0.15798261960897073
0.04,0.39894652043830575,0.21647349572098634,0.15410104873947703
0.05,0.3648513812401023,0.20622077408845826,0.1494044853512683
0.06,0.32656479548565154,0.1941185629822382,0.14424199681898403
0.07,0.287622772720797,0.1818030250335017,0.13954226071230236
0.08,0.2526040874704695,0.17087077102692497,0.13585264623972715
0.09,0.22356173946711866,0.16093819216571234,0.1321089067685032
0.1,0.19889539532002148,0.15020588241876184,0.1265337869449272
0.11,0.17680601660787998,0.13876426403107014,0.11944560019510934
0.12,0.15830887019467482,0.12887892496132444,0.11301603079465505
0.13,0.14249781637324094,0.11960811758047887,0.10643742623840392
0.14,0.12731436498908583,0.10928814663426284,0.09823503203405307
0.15,0.11154936062448814,0.09739290817510467,0.08818131385977172
0.16,0.0949165083298914,0.08397945725127867,0.07647216983427134
0.17,0.07780128576432539,0.06957167281624654,0.06365868268833097
0.18,0.061003037035851033,0.05501433606405947,0.050554735239297814
0.19,0.04547360121597407,0.04127591030873343,0.03807901490803403
0.2,0.032051175624846155,0.02921781509736004,0.02705243660401018
0.21,0.021256178373517072,0.019404967898439755,0.018025285869280264
0.22,0.013203780976707059,0.012017902131779001,0.011193359501016777
0.23,0.007645678173747113,0.00688529911808961,0.00642391861353251
0.24,0.004104956128953535,0.0036070698687395743,0.003366334271771505
0.25,0.0020411882169532117,0.001705602785670015,0.0015913922365671505
0.26,0.0009609999725045308,0.0007275860414608737,0.0006810315454459433
0.27,0.00044872768885338373,0.00027351046641665343,0.00026169635322771087
0.28,0.0002442854971042583,0.00010334626161803002,0.00010555105132012474
0.29,0.00017390837725886682,5.2493900904702646e-05,5.6525142668407766e-05
0.3,0.00015044058979100025,4.1855630557203265e-05,4.242524679336501e-05
0.31,0.0001413246775895298,4.1971879425815477e-05,3.827139994220633e-05
0.32,0.00013642687449087453,4.335981827179556e-05,3.678328612573264e-05
0.33,0.00013294296457451053,4.441891423821013e-05,3.5933175703861924e-05
0.34,0.00013017141962626917,4.510430588200727e-05,3.536242540306267e-05
0.35000000000000003,0.00012789646032906746,4.5437084191193214e-05,3.495688510126654e-05
0.36,0.00012600145644493953,4.552733795889751e-05,3.465647066949175e-05
0.37,0.00012478390427964056,4.5531986863271245e-05,3.442100029349462e-05
0.38,0.00012857146005014044,4.626563444627718e-05,3.430658262825091e-05
0.39,0.0010523348897329625,0.0006602291384361046,0.0004783626558940839
