x,u0,u1,u2
0.0,0.4931497334004322,0.2341923512564421,0.1696702812115045
0.01,0.4632770907647059,0.23250817650069222,0.1667429067457487
0.02,0.4402206308563759,0.22833429211563366,0.1642867663688446
0.03,0.41649333644689823,0.222943954925891,0.16156194838940618
0.04,0.39106975288992013,0.21631518620787513,0.15838850457369805
0.05,0.3636484895813899,0.20835100373653886,0.1546352464208897
0.06,0.33433305371446587,0.1990206829564975,0.1502118196878093
0.07,0.3036621754531192,0.18843308004972573,0.14508467280986956
0.08,0.27259619312571837,0.17688078004180754,0.13930141907723478
0.09,0.2423627607299904,0.16479400161922422,0.13296643955056645
0.1,0.21412646993757406,0.15261003639353302,0.1261833415500761
0.11,0.18860951499995643,0.1406059770131434,0.1189799803415612
0.12,0.16588079452467497,0.12879410936312732,0.11126230019668981
0.13,0.14545335215460148,0.1169599973607061,0.10283940503158176
0.14,0.12658411947717801,0.10479239764505109,0.0934998600057315
0.15,0.10860510951052607,0.09205763966879571,0.08312587812950041
0.16,0.09114388558640274,0.07873331094089754,0.07179148979078413
0.17,0.0742148808546282,0.06508212877882845,0.059820273229608464
0.18,0.05817675916564731,0.05162548618669007,0.04776725752825496
0.19,0.0435890537104901,0.03903184257708257,0.03631579325342233
0.2,0.031015677271542523,0.027948509929375337,0.026125477745102047
0.21,0.020838082333533934,0.018835816997702978,0.01767550510697345
0.22,0.013149092204927002,0.011868071531737977,0.011170770260660124
0.23,0.007751711508090599,0.0069298096904704684,0.006537675149626495
0.24,0.00424496059481093,0.003700145376221628,0.0034997816005115723
0.25,0.0021536933439526167,0.001769949079172779,0.0016877127376153402
0.26,0.0010288840348908186,0.0007370756930920293,0.0007277702669652194
0.27,0.0004984269885789956,0.00025777196968812657,0.0002911431498021406
0.28,0.00028799140734364094,7.307441989498568e-05,0.0001281792713133208
0.29,0.00022067623798501803,1.683907163771588e-05,8.051823028646534e-05
0.3,0.00020318708437370279,2.3811491133487977e-06,6.85879940011553e-05
0.31,0.00019999999999999998,-5.51742706710236e-21,6.666666666666591e-05
0.32,0.00019999999999999998,-5.51742706710236e-21,6.666666666666591e-05
0.33,0.00019999999999999998,-5.51742706710236e-21,6.666666666666591e-05
0.34,0.00019999999999999998,-5.51742706710236e-21,6.666666666666591e-05
0.35000000000000003,0.00019999999999999998,-5.51742706710236e-21,6.666666666666591e-05
0.36,0.00019999999999999998,-5.51742706710236e-21,6.666666666666591e-05
0.37,0.00019999999999999998,-5.51742706710236e-21,6.666666666666591e-05
0.38,0.00019999999999999998,-5.51742706710236e-21,6.666666666666591e-05
0.39,0.00019999999999999998,-5.51742706710236e-21,6.666666666666591e-05
