epoch,loss,output_1_loss,output_1_mean_absolute_error,output_1_mean_squared_error,output_2_loss,output_2_mean_absolute_error,output_2_mean_squared_error,output_3_loss,output_3_mean_absolute_error,output_3_mean_squared_error,output_4_loss,output_4_mean_absolute_error,output_4_mean_squared_error,val_loss,val_output_1_loss,val_output_1_mean_absolute_error,val_output_1_mean_squared_error,val_output_2_loss,val_output_2_mean_absolute_error,val_output_2_mean_squared_error,val_output_3_loss,val_output_3_mean_absolute_error,val_output_3_mean_squared_error,val_output_4_loss,val_output_4_mean_absolute_error,val_output_4_mean_squared_error
0,0.0011220310116186738,3.255345291108824e-05,0.003614804707467556,3.255345291108824e-05,2.5749065736657803e-16,0.23244941234588623,0.07003234326839447,5.824815161759034e-05,0.00580239575356245,5.824815161759034e-05,0.0002799658686853945,0.01231873407959938,0.0002799658686853945,0.03615909069776535,0.0019122983794659376,0.03316418081521988,0.0019122983794659376,3.0990873544203877e-16,0.24869368970394135,0.08119995146989822,0.011767054907977581,0.07898064702749252,0.011767054907977581,0.02175237610936165,0.12120949476957321,0.02175237610936165
1,0.0010966325644403696,3.311487307655625e-05,0.0036698647309094667,3.311487307655625e-05,2.523908308098375e-16,0.2324485033750534,0.07002141326665878,5.602312376140617e-05,0.005808626301586628,5.602312376140617e-05,0.000297232938464731,0.012871023267507553,0.0002972329093609005,0.008524930104613304,0.0005825550178997219,0.018663430586457253,0.0005825550178997219,8.564532771167482e-17,0.23616936802864075,0.07276744395494461,0.002367661101743579,0.039430826902389526,0.0023676613345742226,0.00488144950941205,0.052338819950819016,0.00488144950941205
2,0.0010765696642920375,3.542613922036253e-05,0.0037542434874922037,3.542613922036253e-05,6.761695670132813e-16,0.23248159885406494,0.07003842294216156,6.195477180881426e-05,0.006053289398550987,6.195477180881426e-05,0.00029624183662235737,0.012759456411004066,0.00029624183662235737,0.016938788816332817,0.0009636551840230823,0.02286769077181816,0.0009636551840230823,1.1271450223756234e-16,0.2513272166252136,0.08147890865802765,0.0015821473207324743,0.03405056148767471,0.0015821473207324743,0.013724188320338726,0.09521519392728806,0.013724188320338726
3,0.0010706163011491299,3.645109973149374e-05,0.003833718365058303,3.645109973149374e-05,3.1726603715211e-16,0.2324783205986023,0.07002909481525421,6.373713404173031e-05,0.006160886492580175,6.373713404173031e-05,0.0003119562170468271,0.013180592097342014,0.0003119562170468271,0.07538950443267822,0.004289343487471342,0.060749053955078125,0.004289343487471342,4.1633884878101524e-16,0.2322518527507782,0.07207445055246353,0.025160420686006546,0.13591015338897705,0.025160420686006546,0.045290179550647736,0.17949727177619934,0.04529018700122833
4,0.0010702436557039618,3.724827547557652e-05,0.003865838283672929,3.724827547557652e-05,5.975572862115569e-16,0.2324945032596588,0.07003764063119888,6.433745147660375e-05,0.00616700341925025,6.433745147660375e-05,0.00032601295970380306,0.01332524511963129,0.00032601295970380306,0.01534703653305769,0.0008197259739972651,0.02115173079073429,0.0008197259739972651,9.25476880257758e-16,0.2448914498090744,0.07742563635110855,0.0019380850717425346,0.03707358241081238,0.0019380850717425346,0.011955583468079567,0.08742921054363251,0.011955583468079567
5,0.0010183369740843773,3.393090810277499e-05,0.003688693279400468,3.393090810277499e-05,2.1189501939966685e-16,0.23250000178813934,0.0700390636920929,5.713124483008869e-05,0.005811438430100679,5.713124119210988e-05,0.0003019555297214538,0.012829164043068886,0.0003019555297214538,0.049601342529058456,0.002614347031340003,0.04141318425536156,0.002614347031340003,1.5333137318474134e-16,0.23391509056091309,0.07243753224611282,0.01489811297506094,0.09240663796663284,0.01489811297506094,0.03147152438759804,0.152675598859787,0.03147152438759804
6,0.0011105755111202598,4.3956039007753134e-05,0.004208748694509268,4.3956039007753134e-05,2.7554709693121437e-16,0.2325015813112259,0.07004136592149734,7.62040726840496e-05,0.006762998644262552,7.62040726840496e-05,0.0003744081186596304,0.014398387633264065,0.0003744081186596304,0.007411252241581678,0.00048465243889950216,0.015932632610201836,0.00048465243889950216,5.383366071273581e-16,0.22543078660964966,0.06615075469017029,0.0010214733192697167,0.02452632412314415,0.0010214733192697167,0.005292790941894054,0.06245691329240799,0.005292790941894054
7,0.0010706624016165733,3.9880691474536434e-05,0.004036898259073496,3.9880691474536434e-05,4.4142264425298767e-16,0.2325076013803482,0.07004305720329285,7.007672684267163e-05,0.006436568684875965,7.007672684267163e-05,0.00035405854578129947,0.014013291336596012,0.00035405854578129947,0.01304717268794775,0.0008087396854534745,0.020325548946857452,0.0008087396854534745,1.3357884278745688e-15,0.21508891880512238,0.06095664203166962,0.0015789601020514965,0.029554303735494614,0.0015789601020514965,0.010057986713945866,0.07893400639295578,0.010057986713945866
8,0.0010378520237281919,3.879301220877096e-05,0.003989220131188631,3.879301220877096e-05,3.6916289879743375e-16,0.23248785734176636,0.07003319263458252,6.864663737360388e-05,0.006384757347404957,6.864663737360388e-05,0.00033424142748117447,0.013720273040235043,0.00033424142748117447,0.00558895617723465,0.000381982623366639,0.014905479736626148,0.000381982623366639,6.669837593981044e-16,0.22601141035556793,0.06702286750078201,0.0011736679589375854,0.028972771018743515,0.0011736679589375854,0.0034378613345324993,0.049541205167770386,0.0034378613345324993
9,0.0010547447018325329,4.097412966075353e-05,0.004043162800371647,4.097412966075353e-05,3.9113069828447403e-16,0.2324930727481842,0.07002940028905869,7.134048792067915e-05,0.006476950366050005,7.134049519663677e-05,0.0003531335387378931,0.013931388966739178,0.00035313350963406265,0.058617182075977325,0.003013207344338298,0.041896820068359375,0.003013207344338298,4.28218803503612e-16,0.2685025632381439,0.09388518333435059,0.007005742751061916,0.07248792797327042,0.007005742285400629,0.048010390251874924,0.18153218924999237,0.048010390251874924
10,0.0010708816116675735,4.1705443436512724e-05,0.004132857080549002,4.1705443436512724e-05,2.7289988074302826e-16,0.2325136959552765,0.07004590332508087,7.424490468110889e-05,0.006640455219894648,7.424489012919366e-05,0.00036894422373734415,0.01432702224701643,0.0003689442528411746,0.025301532819867134,0.001923909643664956,0.03333926573395729,0.001923909643664956,1.164431650941774e-15,0.22970308363437653,0.06979527324438095,0.007901256904006004,0.06834090501070023,0.007901256904006004,0.014894643798470497,0.10112721472978592,0.014894643798470497
11,0.0009763941052369773,3.56732307409402e-05,0.003815746633335948,3.56732307409402e-05,3.3371838160310393e-16,0.2325078397989273,0.07004290074110031,6.667510024271905e-05,0.006231996696442366,6.667510024271905e-05,0.0003012281085830182,0.012948144227266312,0.00030122805037535727,0.04753836989402771,0.0026252828538417816,0.046630859375,0.0026252828538417816,9.226647176379838e-17,0.2457347810268402,0.07924342155456543,0.016119660809636116,0.10744349658489227,0.016119660809636116,0.028224023059010506,0.1442413628101349,0.028224023059010506
12,0.0009738726657815278,3.702380126924254e-05,0.0038625686429440975,3.702380126924254e-05,3.7967820403266505e-16,0.2324858009815216,0.07002917677164078,6.55827097943984e-05,0.006227347534149885,6.55827097943984e-05,0.0003059011360164732,0.012979995459318161,0.0003059011360164732,0.015486510470509529,0.0011307711247354746,0.024385424330830574,0.0011307713575661182,4.749931010515174e-16,0.22852638363838196,0.0690680742263794,0.00318417907692492,0.04529810696840286,0.00318417907692492,0.01061106938868761,0.08566708117723465,0.01061106938868761
13,0.0010447704698890448,4.235969390720129e-05,0.004125240258872509,4.235969390720129e-05,2.5316673945930204e-16,0.23250119388103485,0.070033498108387,7.118240318959579e-05,0.006521532777696848,7.118240318959579e-05,0.0003708288713824004,0.014271887019276619,0.000370828784070909,0.024376101791858673,0.0014266581274569035,0.03167914226651192,0.0014266580110415816,1.3204997478744247e-16,0.22760505974292755,0.06876140832901001,0.00702286884188652,0.06364565342664719,0.00702286884188652,0.015370259992778301,0.10863205790519714,0.015370259992778301
14,0.001040878938511014,4.2739236960187554e-05,0.004170696251094341,4.2739236960187554e-05,3.6445172801458493e-16,0.23250234127044678,0.07003875076770782,7.674338121432811e-05,0.006755389738827944,7.674338121432811e-05,0.00036536515108309686,0.01425972767174244,0.00036536515108309686,0.02899525873363018,0.0018980484455823898,0.03708622232079506,0.0018980484455823898,1.5614837977418253e-16,0.22059929370880127,0.06447184085845947,0.00820967648178339,0.07237794250249863,0.00820967648178339,0.01833246275782585,0.12040697038173676,0.01833246275782585
15,0.0010505252284929156,4.285253453417681e-05,0.004164549056440592,4.285253453417681e-05,3.551527091520516e-16,0.23250515758991241,0.0700383186340332,7.289031782420352e-05,0.0065710763446986675,7.289031782420352e-05,0.0003801613347604871,0.014480942860245705,0.0003801613347604871,0.058498531579971313,0.003415890270844102,0.051566995680332184,0.003415890270844102,1.1626851748836541e-15,0.2205139845609665,0.0655767172574997,0.016138814389705658,0.10407144576311111,0.016138814389705658,0.03839129954576492,0.16814495623111725,0.03839129954576492
16,0.0010360265150666237,4.2822270188480616e-05,0.004081344697624445,4.2822270188480616e-05,3.916732758267496e-16,0.23247285187244415,0.07002335786819458,7.016838935669512e-05,0.006360577419400215,7.016838935669512e-05,0.0003709255252033472,0.014028756879270077,0.0003709255252033472,0.049245256930589676,0.0024517583660781384,0.03835128992795944,0.0024517583660781384,5.64108193352501e-17,0.24465613067150116,0.07777776569128036,0.017411191016435623,0.08992103487253189,0.017411191016435623,0.028836434707045555,0.1433917135000229,0.028836432844400406
17,0.0010392084950581193,4.338514918345027e-05,0.0042044552974402905,4.338514918345027e-05,4.0407481755639783e-16,0.23252107203006744,0.07004737108945847,8.015202183742076e-05,0.006852099671959877,8.015202183742076e-05,0.0003693131438922137,0.014247477985918522,0.0003693131438922137,0.08904796838760376,0.0071473680436611176,0.06284090131521225,0.0071473680436611176,4.3950025003963483e-16,0.22344110906124115,0.06808629631996155,0.015515826642513275,0.10415712743997574,0.015515826642513275,0.0658397451043129,0.2190767377614975,0.0658397451043129
18,0.0010732825612649322,4.5776323531754315e-05,0.0042851995676755905,4.5776323531754315e-05,2.1839508406244735e-16,0.2325173318386078,0.07004404067993164,8.577750850236043e-05,0.007030460052192211,8.577750850236043e-05,0.00039796740747988224,0.014687660150229931,0.00039796740747988224,0.06694565713405609,0.0035944406408816576,0.04572633281350136,0.0035944406408816576,1.7314261355318237e-16,0.24547649919986725,0.08000394701957703,0.02355659194290638,0.11130115389823914,0.02355659194290638,0.039242763072252274,0.1645376980304718,0.039242763072252274
19,0.0009964228374883533,4.010201882920228e-05,0.004065459594130516,4.010201882920228e-05,4.91253539600399e-16,0.23249956965446472,0.07003951817750931,7.47349185985513e-05,0.006648527458310127,7.473492587450892e-05,0.00034058684832416475,0.013806814327836037,0.00034058684832416475,0.006284804083406925,0.0003013969981111586,0.015492717735469341,0.0003013969981111586,4.1850127095579626e-16,0.2318352609872818,0.07022508978843689,0.0020386320538818836,0.036000750958919525,0.0020386320538818836,0.003409911412745714,0.049407750368118286,0.003409911412745714
20,0.0009584350627847016,3.7586301914416254e-05,0.003910481929779053,3.7586301914416254e-05,2.5364896590408575e-16,0.23248493671417236,0.07002256065607071,6.586659583263099e-05,0.006256226450204849,6.586659583263099e-05,0.0003217809135094285,0.013353087939321995,0.0003217809135094285,0.010082616470754147,0.0006037931307218969,0.019105691462755203,0.0006037931307218969,2.1618767649723324e-16,0.22878608107566833,0.06894786655902863,0.002696393756195903,0.0390273816883564,0.002696393756195903,0.0062521351501345634,0.06863061338663101,0.0062521351501345634
21,0.0009329554159194231,3.639902570284903e-05,0.0038247862830758095,3.639902570284903e-05,3.435920593807901e-16,0.23251575231552124,0.07004838436841965,6.391853821696714e-05,0.006178948096930981,6.391853821696714e-05,0.00030608728411607444,0.012863919138908386,0.00030608728411607444,0.011144091375172138,0.000660130986943841,0.020028922706842422,0.000660130986943841,4.045700671327456e-16,0.2450076937675476,0.07780063152313232,0.001936952001415193,0.03406495973467827,0.0019369522342458367,0.00802246667444706,0.07674645632505417,0.00802246667444706
22,0.0009639207855798304,3.8840127672301605e-05,0.003964797127991915,3.8840127672301605e-05,1.5101484395311924e-16,0.23248766362667084,0.07002819329500198,6.862824375275522e-05,0.006324524525552988,6.862824375275522e-05,0.0003343922144267708,0.013538457453250885,0.00033439218532294035,0.039711978286504745,0.0025827917270362377,0.04484649747610092,0.0025827917270362377,1.1826887049660117e-15,0.22107036411762238,0.06441501528024673,0.009753715246915817,0.0857197567820549,0.009753715246915817,0.026853030547499657,0.14250022172927856,0.026853030547499657
23,0.0009761599358171225,3.933010884793475e-05,0.00402838783338666,3.933010884793475e-05,2.981365391922005e-16,0.2325175702571869,0.07004082202911377,7.21230244380422e-05,0.0065190764144063,7.21230244380422e-05,0.0003446467744652182,0.013897682540118694,0.0003446467162575573,0.03918737545609474,0.002292473101988435,0.04006381705403328,0.002292473101988435,2.175254459234132e-16,0.23999528586864471,0.075017549097538,0.01251086313277483,0.09177301824092865,0.01251086313277483,0.02386457473039627,0.13070708513259888,0.02386457473039627
24,0.00108933390583843,4.923917003907263e-05,0.004498363006860018,4.923917003907263e-05,3.994945927732386e-16,0.23252317309379578,0.07004830986261368,9.121019684243947e-05,0.007355302106589079,9.121019684243947e-05,0.00042449665488675237,0.015433421358466148,0.00042449665488675237,0.027469363063573837,0.0013534023892134428,0.030121061950922012,0.001353402272798121,2.356407807476633e-16,0.25046032667160034,0.080960214138031,0.005657225381582975,0.0628332793712616,0.005657225381582975,0.019928433001041412,0.11651939153671265,0.019928431138396263
25,0.001006564823910594,4.1016195609699935e-05,0.004112407099455595,4.1016195609699935e-05,4.700771865234494e-16,0.23248861730098724,0.07003587484359741,7.049694249872118e-05,0.006488974671810865,7.049693522276357e-05,0.00036891360650770366,0.014377801679074764,0.00036891360650770366,0.01091639045625925,0.0006266089039854705,0.02140386961400509,0.0006266088457778096,3.089873753536629e-16,0.23527447879314423,0.07176391780376434,0.0028678772505372763,0.044471241533756256,0.002867876784875989,0.00689891679212451,0.07148299366235733,0.00689891679212451
26,0.00098493043333292,3.997305975644849e-05,0.004095882643014193,3.997305975644849e-05,3.6565784999191585e-16,0.23249982297420502,0.07004133611917496,7.32547850930132e-05,0.0066016484051942825,7.32547850930132e-05,0.0003522750048432499,0.014144978486001492,0.0003522750048432499,0.015028446912765503,0.0008902224944904447,0.024697912856936455,0.0008902224944904447,2.508422163542402e-16,0.23669232428073883,0.0732157751917839,0.004724898841232061,0.05272073671221733,0.004724898841232061,0.008898555301129818,0.08046779036521912,0.008898555301129818
27,0.0009385801968164742,3.7483187043108046e-05,0.0038531527388840914,3.7483187043108046e-05,4.802894392520209e-16,0.23248153924942017,0.07003108412027359,6.505726196337491e-05,0.006159262731671333,6.505726923933253e-05,0.00032060881494544446,0.013143191114068031,0.00032060881494544446,0.03334781154990196,0.001641112845391035,0.029031621292233467,0.001641112845391035,1.0252164921046095e-15,0.23914629220962524,0.07414781302213669,0.013694395311176777,0.07791747152805328,0.013694395311176777,0.017502080649137497,0.10424274206161499,0.017502080649137497
28,0.0009314496419392526,3.7500576581805944e-05,0.0038915432523936033,3.7500576581805944e-05,5.441202539703289e-16,0.23248538374900818,0.0700303241610527,6.596982711926103e-05,0.006215337663888931,6.596982711926103e-05,0.0003197510086465627,0.013276509009301662,0.0003197510086465627,0.017685547471046448,0.0012455697869881988,0.028601588681340218,0.0012455697869881988,9.155204314792572e-16,0.21455857157707214,0.06071655452251434,0.003758890787139535,0.05014388635754585,0.003758890787139535,0.012172458693385124,0.09536099433898926,0.012172458693385124
29,0.0010089811403304338,4.296507177059539e-05,0.004205441568046808,4.296507177059539e-05,7.112471071832132e-16,0.23251350224018097,0.070038802921772,7.780481973895803e-05,0.00673380633816123,7.780481246300042e-05,0.0003791480849031359,0.014423186890780926,0.0003791480849031359,0.03555454686284065,0.0028314394876360893,0.0405973382294178,0.0028314394876360893,6.51899849612959e-16,0.19588984549045563,0.05169278383255005,0.0023792064748704433,0.04151919111609459,0.0023792062420397997,0.02983143739402294,0.15576058626174927,0.02983143739402294
30,0.001046761404722929,4.617556623998098e-05,0.004349750932306051,4.617556623998098e-05,4.2241800424345935e-16,0.23248741030693054,0.07003064453601837,7.939979695947841e-05,0.006908595561981201,7.939979695947841e-05,0.0004092440358363092,0.015034886077046394,0.0004092440358363092,0.008348263800144196,0.00046650151489302516,0.019191497936844826,0.00046650151489302516,7.536553072300472e-17,0.2389938235282898,0.07411979138851166,0.00297126779332757,0.0454462468624115,0.00297126779332757,0.004404148086905479,0.056185033172369,0.004404148086905479
31,0.0009510669624432921,3.864137761411257e-05,0.003981625195592642,3.864137761411257e-05,4.647172679123426e-16,0.2325102835893631,0.07003816217184067,6.985768413869664e-05,0.006383171770721674,6.985768413869664e-05,0.0003351391642354429,0.013571904972195625,0.0003351391642354429,0.07030189782381058,0.003828739980235696,0.05243460461497307,0.003828739980235696,6.089512425457767e-17,0.2586616277694702,0.08796166628599167,0.02119731903076172,0.11236446350812912,0.02119731903076172,0.044768158346414566,0.18293581902980804,0.044768158346414566
32,0.0009529390372335911,3.946728975279257e-05,0.004003732465207577,3.946728975279257e-05,7.853917127046447e-16,0.23250187933444977,0.07003889977931976,7.166388968471438e-05,0.006474751513451338,7.166387513279915e-05,0.0003375448868609965,0.013758713379502296,0.00033754485775716603,0.025027964264154434,0.0016372021054849029,0.03346271812915802,0.0016372021054849029,6.570012114169165e-16,0.2328198105096817,0.07221706211566925,0.00757978530600667,0.0711030438542366,0.00757978530600667,0.015308305621147156,0.10596556961536407,0.015308305621147156
33,0.0009927786886692047,4.2506231693550944e-05,0.004163932986557484,4.2506231693550944e-05,3.873727042650823e-16,0.23251217603683472,0.0700392872095108,7.454794831573963e-05,0.006615162827074528,7.454794831573963e-05,0.0003729160234797746,0.014418707229197025,0.0003729160816874355,0.024890409782528877,0.0017671146197244525,0.03297974541783333,0.0017671146197244525,1.922210195445047e-15,0.22101080417633057,0.0650210902094841,0.005453490186482668,0.06170943006873131,0.005453490186482668,0.017168551683425903,0.10967106372117996,0.017168551683425903
34,0.0009528501541353762,3.85779349016957e-05,0.003993230406194925,3.85779349016957e-05,4.4026144149164083e-16,0.23250330984592438,0.07003388553857803,6.840160494903103e-05,0.006385040003806353,6.840160494903103e-05,0.00034468102967366576,0.013829625211656094,0.0003446810587774962,0.01598825491964817,0.0014171969378367066,0.02422541193664074,0.0014171968214213848,8.383710824565595e-16,0.21289928257465363,0.060435742139816284,0.0013996593188494444,0.032061900943517685,0.0013996593188494444,0.01267232745885849,0.08627419173717499,0.01267232745885849
35,0.0010270284255966544,4.649792390409857e-05,0.004272841848433018,4.649792390409857e-05,2.780230801151571e-16,0.23250555992126465,0.0700325295329094,7.670738705201074e-05,0.006719687022268772,7.670737977605313e-05,0.0003996964660473168,0.014686621725559235,0.0003996964078396559,0.04526321217417717,0.003317625029012561,0.04620358347892761,0.003317625029012561,1.1898656151280974e-15,0.20682090520858765,0.057957861572504044,0.008535959757864475,0.0732610821723938,0.008535959757864475,0.03290482982993126,0.1621735394001007,0.03290482982993126
36,0.0009885096224024892,4.200632611173205e-05,0.004185141064226627,4.200632611173205e-05,7.160405195712845e-16,0.23248982429504395,0.07003337889909744,8.05285744718276e-05,0.006849602330476046,8.05285744718276e-05,0.00036172877298668027,0.014279525727033615,0.00036172877298668027,0.028992628678679466,0.0024569418746978045,0.032645970582962036,0.0024569418746978045,1.000956092066707e-15,0.21047711372375488,0.05913538113236427,0.004038794431835413,0.051450204104185104,0.004038794431835413,0.021995970979332924,0.11284288018941879,0.021995969116687775
37,0.0009759274544194341,4.0790495404507965e-05,0.0040948959067463875,4.0790495404507965e-05,3.7992805228232547e-16,0.23251818120479584,0.07004761695861816,7.19251183909364e-05,0.006505806930363178,7.19251183909364e-05,0.00036398987867869437,0.014177709817886353,0.0003639899077825248,0.052948564291000366,0.0027735934127122164,0.041103582829236984,0.0027735934127122164,3.5709670270555943e-16,0.2384437769651413,0.07405157387256622,0.018783705309033394,0.09918539971113205,0.018783705309033394,0.030891165137290955,0.14868806302547455,0.030891165137290955
38,0.0009007751359604299,3.552549605956301e-05,0.003783896565437317,3.552549605956301e-05,3.7426841635678865e-16,0.2324991673231125,0.0700397938489914,5.9757254348369315e-05,0.005987702868878841,5.9757254348369315e-05,0.000311084499116987,0.013179934583604336,0.000311084499116987,0.00925962533801794,0.00047072762390598655,0.019178805872797966,0.00047072762390598655,1.891960319557991e-16,0.2360345721244812,0.0725419670343399,0.002914916491135955,0.04380789026618004,0.002914916491135955,0.005382871255278587,0.0639626756310463,0.005382871255278587
39,0.0009244351531378925,3.84160885005258e-05,0.003931164741516113,3.84160885005258e-05,3.932035467250829e-16,0.2324882298707962,0.07002630084753036,6.990748806856573e-05,0.006328457500785589,6.990748806856573e-05,0.00032545154681429267,0.0133381187915802,0.00032545154681429267,0.015758313238620758,0.0009379949187859893,0.023321611806750298,0.0009379949187859893,1.5082251908402668e-18,0.2411935180425644,0.07597412168979645,0.002223631599918008,0.04118938371539116,0.002223631599918008,0.012102654203772545,0.08546946942806244,0.012102654203772545
40,0.0010560480877757072,4.821086986339651e-05,0.0044066389091312885,4.821086986339651e-05,3.7453501997693694e-16,0.2325020432472229,0.07003934681415558,8.635207632323727e-05,0.00708926422521472,8.635207632323727e-05,0.0004245788150001317,0.01531524769961834,0.0004245788441039622,0.020243927836418152,0.0009818979306146502,0.025943737477064133,0.0009818979306146502,1.1969984795769258e-15,0.2382323443889618,0.07419750094413757,0.007278696168214083,0.06717310845851898,0.007278696168214083,0.011487294919788837,0.08193890005350113,0.011487295851111412
41,0.000964283652137965,4.105570769752376e-05,0.004089152906090021,4.105570769752376e-05,3.608630611753053e-16,0.2325027734041214,0.07003729790449142,7.649025792488828e-05,0.006661442574113607,7.649025792488828e-05,0.0003536066215019673,0.013988244347274303,0.0003536066215019673,0.011732656508684158,0.0006393729127012193,0.01912965252995491,0.0006393729127012193,1.3212411664010682e-15,0.23897279798984528,0.07479579746723175,0.00306308688595891,0.04130181297659874,0.00306308688595891,0.0075383479706943035,0.07076606899499893,0.0075383479706943035
42,0.0009132958948612213,3.668265708256513e-05,0.003878649091348052,3.668265708256513e-05,2.3436663143675603e-16,0.23250168561935425,0.07004184275865555,6.665255932603031e-05,0.006263293791562319,6.665255932603031e-05,0.0003213834424968809,0.013315080665051937,0.0003213834424968809,0.06984223425388336,0.0035808843094855547,0.050132617354393005,0.0035808843094855547,8.431859883056673e-16,0.25206905603408813,0.08279656618833542,0.01993587240576744,0.10552749037742615,0.01993587240576744,0.0458393394947052,0.18460851907730103,0.0458393357694149
43,0.0009239601786248386,3.813493822235614e-05,0.00395210413262248,3.813493822235614e-05,3.519747474130719e-16,0.2324828803539276,0.07003296166658401,6.791067426092923e-05,0.006323852110654116,6.791067426092923e-05,0.00033349974546581507,0.013556870631873608,0.00033349974546581507,0.020242318511009216,0.0011910467874258757,0.02704101987183094,0.0011910467874258757,9.996422777910666e-17,0.23866668343544006,0.07429879158735275,0.0029652321245521307,0.04464693367481232,0.0029652328230440617,0.015598714351654053,0.10402099788188934,0.015598714351654053
