x,u0,u1
0.0,0.45307834106390643,0.20674579881837474
1.953125e-05,0.3922415015614015,0.21750371867384294
3.90625e-05,0.37303906576208284,0.21973955322174857
5.859375e-05,0.3647183097771425,0.2204973864887868
7.8125e-05,0.36057129576152186,0.2208227009725725
9.765625e-05,0.3583479089181031,0.22098055009043902
0.0001171875,0.35710462416152017,0.221062194638657
0.00013671875,0.35638981310795814,0.22110634170948568
0.00015625,0.3559684224118298,0.22112994649559703
0.00017578125,0.35571319919274,0.22114210017287336
0.0001953125,0.3555532010069608,0.22114790826531647
0.00021484375,0.3554488908441136,0.221150113756083
0.000234375,0.3553762330854148,0.2211504042395404
0.00025390625,0.3553225341962423,0.2211493278780088
0.0002734375,0.355279376133808,0.22114750453891044
0.00029296875,0.3552428702245235,0.22114554766343528
0.0003125,0.35520968168433775,0.22114300747117077
0.00033203125,0.3551788546354724,0.22114051711452856
0.0003515625,0.3551490377317198,0.22113770228964053
0.00037109375,0.3551203920024238,0.22113518215097527
0.000390625,0.3550920441161923,0.2211326176304198
0.00041015625,0.355063815950068,0.22112973939443378
0.0004296875,0.3550357378087814,0.22112692910370843
0.00044921875,0.355007936758855,0.22112425872501232
0.00046875,0.35498022835627324,0.2211216226729476
0.00048828125,0.35495231172572633,0.22111876951009363
0.0005078125,0.3549245474442469,0.22111602365814492
0.00052734375,0.35489662973557207,0.22111327544145024
0.000546875,0.3548692174138702,0.2211106514632146
0.00056640625,0.35484148770837814,0.2211079141852089
0.0005859375,0.3548134860896651,0.22110501002883715
0.00060546875,0.35478558665955207,0.22110202783035598
0.000625,0.35475785782543623,0.22109924693451682
0.00064453125,0.3547303809566256,0.22109667067816166
0.0006640625,0.35470290848652286,0.22109409956857712
0.0006835937500000001,0.35467488513048023,0.22109106869937392
0.000703125,0.3546472146972856,0.2210883209913544
0.00072265625,0.35461954735450857,0.22108557330609202
0.0007421875,0.354591838280645,0.22108277043885377
0.00076171875,0.3545640597427189,0.2210799212099563
0.00078125,0.35453630748202214,0.22107706678248795
0.0008007812500000001,0.3545086582776415,0.22107431958759685
0.0008203125,0.3544811307306063,0.22107164082882935
0.00083984375,0.35445347756948653,0.22106888010601522
0.000859375,0.3544260212697371,0.22106624735278266
0.00087890625,0.3543979721692211,0.2210631262220914
0.0008984375,0.3543703384901876,0.2210603465303039
0.0009179687500000001,0.3543426410118026,0.22105751842333526
0.0009375,0.3543150928803327,0.22105480489854223
0.00095703125,0.35428763201738045,0.2210521506313344
0.0009765625,0.35425981516407035,0.22104919909314605
0.00099609375,0.3542321940387046,0.22104639796247094
0.001015625,0.354204671127453,0.22104366326131364
0.00103515625,0.35417697157760575,0.2210409340407305
0.0010546875,0.354149545083608,0.221038142086087
0.00107421875,0.3541213785164614,0.2210349801652905
0.00109375,0.3540940421677526,0.22103243042254297
0.0011132812500000001,0.3540665354713274,0.22102955330547924
0.0011328125,0.3540386632897061,0.22102649055597853
0.00115234375,0.35401144452631145,0.22102401433785085
0.001171875,0.353983467605195,0.22102083116176843
0.00119140625,0.35395614249232216,0.22101824149189064
0.0012109375,0.3539280215845107,0.22101495664069312
0.00123046875,0.35390111225790527,0.22101266601473493
0.00125,0.353873330421507,0.22100975243753782
0.00126953125,0.35384555605019585,0.22100665972306732
0.0012890625,0.35381830083920995,0.22100407466597088
0.00130859375,0.35379090037619926,0.2210013507925242
0.001328125,0.35376321024874846,0.22099844716777095
0.0013476562500000001,0.35373561818789767,0.22099552867764072
0.0013671875000000001,0.35370801850763034,0.2209927806655891
0.00138671875,0.3536804858448377,0.2209898114231803
0.00140625,0.35365278259545174,0.22098682868166283
0.00142578125,0.35362498604866077,0.2209837345225122
0.0014453125,0.3535976293165408,0.2209810262572075
0.00146484375,0.35357046753106924,0.22097847616995742
0.001484375,0.35354267601425293,0.22097538032604608
0.00150390625,0.35351487806636744,0.22097227838206587
0.0015234375,0.3534880113847171,0.22096997511409378
0.00154296875,0.35345967718741705,0.2209664199948588
0.0015625,0.353432616229594,0.22096389588387155
0.00158203125,0.3534054322883257,0.2209612868922
0.0016015625000000001,0.3533773204255584,0.22095791025513012
0.0016210937500000001,0.35335022297983165,0.2209554290849032
0.001640625,0.35332269285927226,0.22095243064200176
0.00166015625,0.3532953727842404,0.22094969429536107
0.0016796875,0.35326775595916543,0.2209466896164268
0.00169921875,0.35324035546468396,0.22094385428298238
0.00171875,0.3532131506025875,0.22094117979674024
0.00173828125,0.3531852733247807,0.22093796862651224
0.0017578125,0.3531577934711852,0.22093518444342716
0.00177734375,0.3531308231401605,0.22093255885909446
0.001796875,0.3531023220420947,0.22092880994499012
0.00181640625,0.3530753995068579,0.2209263260860593
0.0018359375000000001,0.3530481293872709,0.2209235640287375
0.0018554687500000001,0.3530203906048184,0.2209203983501133
0.001875,0.35299351586794747,0.22091805072632445
0.00189453125,0.3529659774931563,0.2209149459386376
0.0019140625,0.35293815906999226,0.22091178369338546
0.00193359375,0.35291055021210854,0.2209086733458937
0.001953125,0.35288332794478916,0.22090591030620774
0.00197265625,0.3528558703081429,0.22090296614918592
0.0019921875,0.35282867171679666,0.22090020056332205
0.00201171875,0.352801066052809,0.22089715079637703
0.00203125,0.35277400518430774,0.2208946211307251
0.00205078125,0.35274632351473867,0.22089126475008847
0.0020703125,0.3527191260649669,0.2208886188155235
0.00208984375,0.3526913333520021,0.22088526152423907
0.002109375,0.3526642582595266,0.22088261461696207
0.00212890625,0.3526365104426711,0.22087935859172844
0.0021484375,0.35260943203425,0.22087676115684143
0.00216796875,0.35258199086772624,0.22087367985210457
0.0021875,0.3525547580688593,0.22087084736473697
0.0022070312500000002,0.35252767016339015,0.22086812350859952
0.0022265625000000002,0.35249983744732205,0.22086478593796718
0.0022460937500000003,0.35247309963040013,0.22086233674176084
0.002265625,0.352445195108945,0.22085895682069473
0.00228515625,0.35241793985166964,0.2208560497362537
0.0023046875,0.3523906746628386,0.22085315905254524
0.00232421875,0.3523631842205033,0.2208502270579152
0.00234375,0.3523360932055605,0.2208473288642868
0.00236328125,0.352308764662144,0.22084434286235408
0.0023828125,0.3522816074279839,0.22084153282335595
0.00240234375,0.3522541929090085,0.22083848636131212
0.002421875,0.35222634256812974,0.22083507341685263
0.00244140625,0.3521994530140026,0.22083252928080918
0.0024609375,0.3521722750024141,0.2208295642021566
0.00248046875,0.35214482863316154,0.22082663631106064
0.0025,0.3521174675706398,0.22082346571617975
0.00251953125,0.3520898738909271,0.22082022563255665
0.0025390625,0.35206345494669666,0.22081796628765565
0.00255859375,0.3520356586869271,0.22081458680367871
0.002578125,0.3520080156644699,0.22081128270579675
0.00259765625,0.35198090630529977,0.22080844301017816
0.0026171875,0.35195348355432915,0.22080528627907905
