"alpha_0^0","alpha_1^0","alpha_1^1","radiation flux density","u_0^0","u_1^0","u_1^1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,-1.6093e-22,-1.1967e-21,1,0,-1,-1,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,1.466e-21,1.8806e-21,1,0.0028284,-0.998,-0.998,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,6.347e-21,1.1113e-20,1,0.0056569,-0.996,-0.996,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,1.4482e-20,2.65e-20,1,0.0084853,-0.994,-0.994,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,2.5871e-20,4.8042e-20,1,0.011314,-0.992,-0.992,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,4.0513e-20,7.5738e-20,1,0.014142,-0.99,-0.99,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,5.3786e-20,8.5458e-20,1,0.016971,-0.988,-0.988,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,6.5519e-20,9.3779e-20,1,0.019799,-0.986,-0.986,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,7.5713e-20,1.007e-19,1,0.022627,-0.984,-0.984,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,8.4368e-20,1.0622e-19,1,0.025456,-0.982,-0.982,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,9.1483e-20,1.1035e-19,1,0.028284,-0.98,-0.98,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,7.3812e-20,8.155e-20,1,0.031113,-0.978,-0.978,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,5.2192e-20,5.2746e-20,1,0.033941,-0.976,-0.976,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,2.6624e-20,2.3935e-20,1,0.03677,-0.974,-0.974,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,-2.8916e-21,-4.8828e-21,1,0.039598,-0.972,-0.972,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,-3.6356e-20,-3.3708e-20,1,0.042426,-0.97,-0.97,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,-2.4829e-20,-2.6801e-20,1,0.045255,-0.968,-0.968,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,-1.3882e-20,-2.0284e-20,1,0.048083,-0.966,-0.966,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,-3.514e-21,-1.4158e-20,1,0.050912,-0.964,-0.964,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,6.2736e-21,-8.4223e-21,1,0.05374,-0.962,-0.962,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,1.5481e-20,-3.0774e-21,1,0.056569,-0.96,-0.96,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,1.34e-20,4.7852e-22,1,0.059397,-0.958,-0.958,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,1.0415e-20,3.9414e-21,1,0.062225,-0.956,-0.956,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,6.5262e-21,7.3112e-21,1,0.065054,-0.954,-0.954,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,1.7332e-21,1.0588e-20,1,0.067882,-0.952,-0.952,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,-3.9639e-21,1.3772e-20,1,0.070711,-0.95,-0.95,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,-4.6231e-21,9.077e-21,1,0.073539,-0.948,-0.948,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,-4.0208e-21,4.3086e-21,1,0.076368,-0.946,-0.946,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,-2.1571e-21,-5.3333e-22,1,0.079196,-0.944,-0.944,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,9.6805e-22,-5.4492e-21,1,0.082024,-0.942,-0.942,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,5.3546e-21,-1.0439e-20,1,0.084853,-0.94,-0.94,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,7.6196e-21,-7.0354e-21,1,0.087681,-0.938,-0.938,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,9.4973e-21,-4.8792e-21,1,0.09051,-0.936,-0.936,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,1.0987e-20,-3.97e-21,1,0.093338,-0.934,-0.934,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,1.209e-20,-4.3078e-21,1,0.096167,-0.932,-0.932,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,1.2805e-20,-5.8927e-21,1,0.098995,-0.93,-0.93,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,5.6904e-21,-4.9444e-21,1,0.10182,-0.928,-0.928,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,9.2523e-22,-5.7218e-21,1,0.10465,-0.926,-0.926,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,-1.4909e-21,-8.2248e-21,1,0.10748,-0.924,-0.924,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,-1.558e-21,-1.2454e-20,1,0.11031,-0.922,-0.922,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,7.2413e-22,-1.8408e-20,1,0.11314,-0.92,-0.92,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,8.7052e-22,-1.6478e-20,1,0.11597,-0.918,-0.918,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,2.7503e-21,-1.3052e-20,1,0.11879,-0.916,-0.916,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,6.3637e-21,-8.1286e-21,1,0.12162,-0.914,-0.914,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,1.171e-20,-1.7084e-21,1,0.12445,-0.912,-0.912,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,1.8791e-20,6.2087e-21,1,0.12728,-0.91,-0.91,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,1.5274e-20,6.1968e-21,1,0.13011,-0.908,-0.908,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,1.2118e-20,5.6147e-21,1,0.13294,-0.906,-0.906,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,9.3208e-21,4.4624e-21,1,0.13576,-0.904,-0.904,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,6.8834e-21,2.7399e-21,1,0.13859,-0.902,-0.902,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,4.8056e-21,4.4727e-22,1,0.14142,-0.9,-0.9,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,4.3085e-21,-7.1875e-22,1,0.14425,-0.898,-0.898,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,3.6681e-21,-1.2219e-21,1,0.14708,-0.896,-0.896,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,2.8843e-21,-1.0621e-21,1,0.14991,-0.894,-0.894,0
-1.1443,-1.343e-16,1.5069e-16,0.00031416,0.0001,1.9572e-21,-2.3939e-22,1,0.15274,-0.892,-0.892,0
