epoch,loss,output_1_loss,output_1_mean_absolute_error,output_1_mean_squared_error,output_2_loss,output_2_mean_absolute_error,output_2_mean_squared_error,output_3_loss,output_3_mean_absolute_error,output_3_mean_squared_error,val_loss,val_output_1_loss,val_output_1_mean_absolute_error,val_output_1_mean_squared_error,val_output_2_loss,val_output_2_mean_absolute_error,val_output_2_mean_squared_error,val_output_3_loss,val_output_3_mean_absolute_error,val_output_3_mean_squared_error
0,1.0216765403747559,0.5213610529899597,0.14323578774929047,0.5213610529899597,0.285151869058609,0.2892853021621704,0.285151869058609,0.003466532565653324,0.02660422772169113,0.0034665330313146114,0.27119961380958557,0.043792974203825,0.2072649598121643,0.043792974203825,0.02374698407948017,0.1140742376446724,0.02374698407948017,0.00013750504876952618,0.009300856851041317,0.00013750504876952618
1,0.2173561304807663,0.007336858659982681,0.061965711414813995,0.007336858659982681,0.0233765821903944,0.10697145015001297,0.0233765821903944,0.00011970207560807467,0.007796944119036198,0.00011970207560807467,0.17933271825313568,0.0049978760071098804,0.06622710078954697,0.0049978760071098804,0.00901560578495264,0.06766744703054428,0.00901560578495264,7.562265091110021e-05,0.006341024301946163,7.56226436351426e-05
2,0.16166000068187714,0.005003828555345535,0.049361031502485275,0.005003828555345535,0.020383933559060097,0.09567588567733765,0.020383933559060097,0.00010758533608168364,0.006956169847398996,0.00010758535790955648,0.11381793767213821,0.00048701686318963766,0.018440891057252884,0.00048701686318963766,0.008081247098743916,0.06465090066194534,0.008081247098743916,3.3499069104436785e-05,0.00449277414008975,3.349906546645798e-05
3,0.09615712612867355,0.003011497436091304,0.04012950882315636,0.003011497436091304,0.015120981261134148,0.08290645480155945,0.015120981261134148,6.369545735651627e-05,0.005618229042738676,6.369545735651627e-05,0.07897903770208359,0.003196508390828967,0.051565755158662796,0.003196508390828967,0.019402405247092247,0.10584725439548492,0.019402405247092247,6.182467041071504e-05,0.006136366631835699,6.182467041071504e-05
4,0.06278403848409653,0.003141532652080059,0.034160926938056946,0.003141532652080059,0.013455971144139767,0.07474897801876068,0.013455971144139767,5.8033725508721545e-05,0.005096148233860731,5.8033725508721545e-05,0.04471055790781975,0.00017942867998499423,0.011095505207777023,0.00017942867998499423,0.005733226891607046,0.054290853440761566,0.005733226891607046,1.9194312699255534e-05,0.0032727322541177273,1.9194309061276726e-05
5,0.050007473677396774,0.002288981107994914,0.03041752614080906,0.002288981107994914,0.012515703216195107,0.07095691561698914,0.012515703216195107,4.9855134420795366e-05,0.0046804724261164665,4.985513078281656e-05,0.03598487749695778,0.00019692571368068457,0.01096216682344675,0.00019692571368068457,0.0039556557312607765,0.042119789868593216,0.0039556557312607765,1.580026582814753e-05,0.0028584212996065617,1.580026582814753e-05
6,0.04231717437505722,0.0016167601570487022,0.02872387506067753,0.0016167601570487022,0.010918913409113884,0.0675692930817604,0.010918913409113884,3.783677675528452e-05,0.004282943904399872,3.783677675528452e-05,0.035705823451280594,0.00026220353902317584,0.01273147203028202,0.00026220353902317584,0.0077017308212816715,0.06194807216525078,0.0077017308212816715,2.4550246962462552e-05,0.0038545671850442886,2.455024514347315e-05
7,0.038359761238098145,0.0015422882279381156,0.02837918885052204,0.0015422882279381156,0.010217133909463882,0.06525144726037979,0.010217133909463882,3.346110679558478e-05,0.004073643125593662,3.3461103157605976e-05,0.028294553980231285,0.0005280921468511224,0.02237600088119507,0.0005280921468511224,0.0025102710351347923,0.03239542990922928,0.0025102710351347923,8.608066309534479e-06,0.002075888914987445,8.608065400039777e-06
8,0.036400970071554184,0.0015979604795575142,0.025858964771032333,0.0015979604795575142,0.0102121876552701,0.06429345905780792,0.0102121876552701,3.43299652740825e-05,0.003997217398136854,3.43299652740825e-05,0.02601240947842598,4.579879168886691e-05,0.00531424256041646,4.579879168886691e-05,0.0022671546321362257,0.031178057193756104,0.0022671546321362257,7.65579807193717e-06,0.0020058639347553253,7.655797162442468e-06
9,0.033531855791807175,0.0013315428514033556,0.025888826698064804,0.0013315428514033556,0.009246463887393475,0.06335968524217606,0.009246463887393475,2.8055093935108744e-05,0.003803710453212261,2.805509757308755e-05,0.05363820493221283,0.003488055197522044,0.05352013185620308,0.003488055197522044,0.027153056114912033,0.11544937640428543,0.027153056114912033,9.627357212593779e-05,0.00764026353135705,9.627358667785302e-05
10,0.036972206085920334,0.0035676395054906607,0.026902541518211365,0.0035676395054906607,0.01057430263608694,0.06286872178316116,0.01057430263608694,5.1623421313706785e-05,0.004104409366846085,5.1623421313706785e-05,0.045524563640356064,0.000739643641281873,0.02262011729180813,0.000739643641281873,0.022014467045664787,0.11761628091335297,0.022014467045664787,3.0239936677389778e-05,0.0047071510925889015,3.0239934858400375e-05
11,0.03109993226826191,0.0009613498696126044,0.021374087780714035,0.0009613498696126044,0.008783875033259392,0.06021490320563316,0.008783875033259392,2.6132613129448146e-05,0.0035978781525045633,2.613261494843755e-05,0.029690878465771675,0.00033174172858707607,0.014218625612556934,0.00033174172858707607,0.008767706342041492,0.06366798281669617,0.008767706342041492,2.946532731584739e-05,0.004278518259525299,2.9465329134836793e-05
12,0.031039081513881683,0.0013554301112890244,0.023831503465771675,0.0013554301112890244,0.009326528757810593,0.06056308001279831,0.009326528757810593,3.1611009035259485e-05,0.0037309140898287296,3.1611009035259485e-05,0.024062832817435265,0.00011762337089749053,0.008710123598575592,0.00011762337089749053,0.003926367033272982,0.046710580587387085,0.003926367033272982,1.1534615623531863e-05,0.0026172881480306387,1.1534614714037161e-05
13,0.030276650562882423,0.0015927136410027742,0.021542474627494812,0.0015927136410027742,0.008769943378865719,0.05867805704474449,0.008769943378865719,2.8396736524882726e-05,0.0035451690200716257,2.8396736524882726e-05,0.02356729656457901,0.0001269702916033566,0.009392131119966507,0.0001269702916033566,0.004359699320048094,0.0497988685965538,0.004359699320048094,9.1446136138984e-06,0.002393378410488367,9.144612704403698e-06
14,0.028551124036312103,0.001036565168760717,0.0230073481798172,0.001036565168760717,0.008529625833034515,0.05947490036487579,0.008529625833034515,2.6148296456085518e-05,0.003553728573024273,2.6148296456085518e-05,0.07551682740449905,0.001384094706736505,0.028774894773960114,0.001384094706736505,0.054273590445518494,0.15926557779312134,0.054273590445518494,0.00011110842751804739,0.008428352884948254,0.00011110842751804739
15,0.044161513447761536,0.005904227960854769,0.020967300981283188,0.005904227960854769,0.01666019670665264,0.06555654853582382,0.01666019670665264,0.0001518796052550897,0.0049245888367295265,0.00015187963435892016,0.021681146696209908,0.0003628406848292798,0.01774175837635994,0.0003628406848292798,0.002053889213129878,0.03156963363289833,0.002053889213129878,1.0013738574343733e-05,0.002283580368384719,1.0013738574343733e-05
16,0.02776920050382614,0.0008276451844722033,0.019938785582780838,0.0008276451844722033,0.00826209969818592,0.058552272617816925,0.00826209969818592,2.4723778551560827e-05,0.0035076732747256756,2.4723778551560827e-05,0.02111865021288395,0.00021974294213578105,0.012740523554384708,0.00021974294213578105,0.0026294949930161238,0.03538541868329048,0.0026294949930161238,1.0141986422240734e-05,0.002380355494096875,1.0141985512746032e-05
17,0.08412114530801773,0.01134735532104969,0.03292030096054077,0.01134735532104969,0.052672140300273895,0.08824457228183746,0.052672140300273895,0.0007265790482051671,0.0069490354508161545,0.0007265790482051671,0.25279244780540466,0.016512667760252953,0.10968858748674393,0.016512667760252953,0.19803504645824432,0.32168546319007874,0.19803504645824432,0.0016486631939187646,0.029640113934874535,0.0016486633103340864
18,0.056437812745571136,0.003316360292956233,0.04390347748994827,0.003316360292956233,0.02678847871720791,0.10711953043937683,0.02678847871720791,0.00026568304747343063,0.010189132764935493,0.0002656830765772611,0.03798036649823189,0.004640340805053711,0.06659894436597824,0.004640340805053711,0.010493161156773567,0.0723685622215271,0.010493161156773567,4.827505108551122e-05,0.005103576462715864,4.827505108551122e-05
19,0.032651036977767944,0.0012012216029688716,0.026222530752420425,0.0012012216029688716,0.010231690481305122,0.06907770037651062,0.010231690481305122,4.632399941328913e-05,0.004920281004160643,4.632399941328913e-05,0.027831660583615303,0.0003917084541171789,0.015333477407693863,0.0003917084541171789,0.0075780414044857025,0.06257504969835281,0.0075780414044857025,4.0884737245505676e-05,0.004921319428831339,4.0884737245505676e-05
20,0.028962472453713417,0.0008561709546484053,0.021750779822468758,0.0008561709546484053,0.009042631834745407,0.06370022892951965,0.009042631834745407,3.3099480788223445e-05,0.004191228188574314,3.309947715024464e-05,0.029228895902633667,0.0011758493492379785,0.028167562559247017,0.0011758493492379785,0.009666282683610916,0.0753861665725708,0.009666282683610916,4.2289786506444216e-05,0.005374395754188299,4.2289786506444216e-05
21,0.02768830582499504,0.0009438757551833987,0.020956169813871384,0.0009438757551833987,0.008706445805728436,0.060077767819166183,0.008706445805728436,2.8624917831621133e-05,0.0038036289624869823,2.8624917831621133e-05,0.0255721528083086,0.001186615671031177,0.03279070928692818,0.001186615671031177,0.006377022247761488,0.05406959354877472,0.006377022247761488,1.7079486497095786e-05,0.0030983316246420145,1.7079486497095786e-05
22,0.026012785732746124,0.0006763234850950539,0.019144389778375626,0.0006763234850950539,0.007892480120062828,0.05967806279659271,0.007892480120062828,2.331218456674833e-05,0.0035950217861682177,2.3312186385737732e-05,0.01987171173095703,0.00023407579283230007,0.013236029073596,0.00023407579283230007,0.002601122949272394,0.03580910339951515,0.002601122949272394,1.13543701445451e-05,0.0024094022810459137,1.1354369235050399e-05
23,0.03334527462720871,0.0025806359481066465,0.02205459587275982,0.0025806359481066465,0.012459725141525269,0.06435486674308777,0.012459725141525269,8.93779142643325e-05,0.004559961147606373,8.93779142643325e-05,0.025087641552090645,0.00031569544808007777,0.013893768191337585,0.00031569544808007777,0.00757481949403882,0.06321801990270615,0.00757481949403882,2.59073876804905e-05,0.003988335374742746,2.5907389499479905e-05
24,0.025973135605454445,0.0007112910388968885,0.019460376352071762,0.0007112910388968885,0.008255306631326675,0.05908574163913727,0.008255306631326675,2.349998067074921e-05,0.0035278364084661007,2.3499977032770403e-05,0.020002098754048347,0.0001795871794456616,0.011400854215025902,0.0001795871794456616,0.0030102264136075974,0.0372810922563076,0.0030102264136075974,1.2704682376352139e-05,0.0026231466326862574,1.270468328584684e-05
25,0.030522767454385757,0.0039484272710978985,0.020328020676970482,0.0039484272710978985,0.00934568140655756,0.05732010677456856,0.00934568140655756,4.501245712162927e-05,0.003734314814209938,4.501245712162927e-05,0.01941709779202938,0.0001810594549169764,0.011985220946371555,0.0001810594549169764,0.0022402361501008272,0.03163167089223862,0.0022402361501008272,1.0155770723940805e-05,0.0023539881221950054,1.0155770723940805e-05
26,0.024670951068401337,0.00046287861187011003,0.01549970917403698,0.00046287861187011003,0.00765594094991684,0.05639848858118057,0.00765594094991684,2.122574187524151e-05,0.003324700053781271,2.122574187524151e-05,0.0559786818921566,0.0003784711880143732,0.01577446423470974,0.0003784711880143732,0.03905714675784111,0.14883087575435638,0.03905714675784111,4.391423863125965e-05,0.005463016219437122,4.391423863125965e-05
27,0.02383682318031788,0.0006701232632622123,0.01906709372997284,0.0006701232632622123,0.007178732194006443,0.05644270405173302,0.007178732194006443,1.9761833755183034e-05,0.0033036137465387583,1.9761833755183034e-05,0.022246122360229492,0.0002673695853445679,0.013653768226504326,0.0002673695853445679,0.006052402313798666,0.05672511085867882,0.006052402313798666,1.3366672646952793e-05,0.002832087455317378,1.3366671737458091e-05
28,0.03872429206967354,0.0052298628725111485,0.020499790087342262,0.0052298628725111485,0.015955021604895592,0.06102614849805832,0.015955021604895592,0.00015068596985656768,0.004375356715172529,0.00015068596985656768,0.02731209062039852,0.002339007565751672,0.04529022425413132,0.002339007565751672,0.008239654824137688,0.06523863971233368,0.008239654824137688,2.866943395929411e-05,0.00400145910680294,2.866943395929411e-05
29,0.023701554164290428,0.0005415751948021352,0.015568060800433159,0.0005415751948021352,0.00715193897485733,0.053573332726955414,0.00715193897485733,1.9371373127796687e-05,0.0031568335834890604,1.9371376765775494e-05,0.028009269386529922,0.00036736842594109476,0.015128353610634804,0.00036736842594109476,0.011586306616663933,0.07534943521022797,0.011586306616663933,3.187763286405243e-05,0.00443625682964921,3.187763286405243e-05
30,0.02884346805512905,0.0022756645921617746,0.018287604674696922,0.0022756645921617746,0.010201595723628998,0.05582622438669205,0.010201595723628998,5.720431363442913e-05,0.0036998377181589603,5.720431363442913e-05,0.02941291220486164,0.0016299895942211151,0.035632651299238205,0.0016299895942211151,0.011794689111411572,0.07545049488544464,0.011794689111411572,3.324162389617413e-05,0.004417231306433678,3.324162753415294e-05
