"alpha_0^0","alpha_1^0","alpha_1^1","radiation flux density","u_0^0","u_1^0","u_1^1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1447,0,0,0.00031416,0.0001,-1.6093e-22,-1.1967e-21,1,0,-1,1,0
-1.1447,0,0,0.00031416,0.0001,-1.9188e-21,2.7899e-21,1,0.0028284,-0.998,0.998,0
-1.1447,0,0,0.00031416,0.0001,-7.1927e-21,1.475e-20,1,0.0056569,-0.996,0.996,0
-1.1447,0,0,0.00031416,0.0001,-1.5982e-20,3.4684e-20,1,0.0084853,-0.994,0.994,0
-1.1447,0,0,0.00031416,0.0001,-2.8288e-20,6.2592e-20,1,0.011314,-0.992,0.992,0
-1.1447,0,0,0.00031416,0.0001,-4.4109e-20,9.8472e-20,1,0.014142,-0.99,0.99,0
-1.1447,0,0,0.00031416,0.0001,-5.2797e-20,1.1189e-19,1,0.016971,-0.988,0.988,0
-1.1447,0,0,0.00031416,0.0001,-6.146e-20,1.231e-19,1,0.019799,-0.986,0.986,0
-1.1447,0,0,0.00031416,0.0001,-7.0097e-20,1.321e-19,1,0.022627,-0.984,0.984,0
-1.1447,0,0,0.00031416,0.0001,-7.871e-20,1.3889e-19,1,0.025456,-0.982,0.982,0
-1.1447,0,0,0.00031416,0.0001,-8.7297e-20,1.4347e-19,1,0.028284,-0.98,0.98,0
-1.1447,0,0,0.00031416,0.0001,-6.9393e-20,1.0392e-19,1,0.031113,-0.978,0.978,0
-1.1447,0,0,0.00031416,0.0001,-5.149e-20,6.4296e-20,1,0.033941,-0.976,0.976,0
-1.1447,0,0,0.00031416,0.0001,-3.3589e-20,2.4599e-20,1,0.03677,-0.974,0.974,0
-1.1447,0,0,0.00031416,0.0001,-1.569e-20,-1.5169e-20,1,0.039598,-0.972,0.972,0
-1.1447,0,0,0.00031416,0.0001,2.2073e-21,-5.5011e-20,1,0.042426,-0.97,0.97,0
-1.1447,0,0,0.00031416,0.0001,2.4303e-21,-4.3681e-20,1,0.045255,-0.968,0.968,0
-1.1447,0,0,0.00031416,0.0001,2.653e-21,-3.2351e-20,1,0.048083,-0.966,0.966,0
-1.1447,0,0,0.00031416,0.0001,2.8757e-21,-2.1021e-20,1,0.050912,-0.964,0.964,0
-1.1447,0,0,0.00031416,0.0001,3.0985e-21,-9.6917e-21,1,0.05374,-0.962,0.962,0
-1.1447,0,0,0.00031416,0.0001,3.3212e-21,1.6381e-21,1,0.056569,-0.96,0.96,0
-1.1447,0,0,0.00031416,0.0001,3.3212e-21,1.6381e-21,1,0.059397,-0.958,0.958,0
-1.1447,0,0,0.00031416,0.0001,3.3212e-21,1.6381e-21,1,0.062225,-0.956,0.956,0
-1.1447,0,0,0.00031416,0.0001,3.3212e-21,1.6381e-21,1,0.065054,-0.954,0.954,0
-1.1447,0,0,0.00031416,0.0001,3.3212e-21,1.6381e-21,1,0.067882,-0.952,0.952,0
-1.1447,0,0,0.00031416,0.0001,3.3212e-21,1.6381e-21,1,0.070711,-0.95,0.95,0
-1.1447,0,0,0.00031416,0.0001,3.3212e-21,1.6381e-21,1,0.073539,-0.948,0.948,0
-1.1447,0,0,0.00031416,0.0001,3.3212e-21,1.6381e-21,1,0.076368,-0.946,0.946,0
-1.1447,0,0,0.00031416,0.0001,3.3212e-21,1.6381e-21,1,0.079196,-0.944,0.944,0
-1.1447,0,0,0.00031416,0.0001,3.3212e-21,1.6381e-21,1,0.082024,-0.942,0.942,0
-1.1447,0,0,0.00031416,0.0001,3.3212e-21,1.6381e-21,1,0.084853,-0.94,0.94,0
-1.1447,0,0,0.00031416,0.0001,2.3869e-21,2.8904e-21,1,0.087681,-0.938,0.938,0
-1.1447,0,0,0.00031416,0.0001,1.437e-21,4.3727e-21,1,0.09051,-0.936,0.936,0
-1.1447,0,0,0.00031416,0.0001,4.7141e-22,6.0847e-21,1,0.093338,-0.934,0.934,0
-1.1447,0,0,0.00031416,0.0001,-5.0984e-22,8.0266e-21,1,0.096167,-0.932,0.932,0
-1.1447,0,0,0.00031416,0.0001,-1.5067e-21,1.0198e-20,1,0.098995,-0.93,0.93,0
-1.1447,0,0,0.00031416,0.0001,-8.8988e-22,8.5397e-21,1,0.10182,-0.928,0.928,0
-1.1447,0,0,0.00031416,0.0001,-1.5221e-22,6.5409e-21,1,0.10465,-0.926,0.926,0
