"alpha_0^0","alpha_1^0","alpha_1^1","radiation flux density","u_0^0","u_1^0","u_1^1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1447,0,0,0.00031416,0.0001,-1.6093e-22,-1.1967e-21,1,0,-1,-1,0
-1.1447,0,0,0.00031416,0.0001,1.364e-21,2.873e-21,1,0.0028284,-0.998,-0.998,0
-1.1447,0,0,0.00031416,0.0001,5.939e-21,1.5083e-20,1,0.0056569,-0.996,-0.996,0
-1.1447,0,0,0.00031416,0.0001,1.3564e-20,3.5432e-20,1,0.0084853,-0.994,-0.994,0
-1.1447,0,0,0.00031416,0.0001,2.4239e-20,6.3921e-20,1,0.011314,-0.992,-0.992,0
-1.1447,0,0,0.00031416,0.0001,3.7964e-20,1.0055e-19,1,0.014142,-0.99,-0.99,0
-1.1447,0,0,0.00031416,0.0001,5.1594e-20,1.1236e-19,1,0.016971,-0.988,-0.988,0
-1.1447,0,0,0.00031416,0.0001,6.3768e-20,1.2137e-19,1,0.019799,-0.986,-0.986,0
-1.1447,0,0,0.00031416,0.0001,7.4488e-20,1.2756e-19,1,0.022627,-0.984,-0.984,0
-1.1447,0,0,0.00031416,0.0001,8.3752e-20,1.3095e-19,1,0.025456,-0.982,-0.982,0
-1.1447,0,0,0.00031416,0.0001,9.1561e-20,1.3153e-19,1,0.028284,-0.98,-0.98,0
-1.1447,0,0,0.00031416,0.0001,7.3152e-20,9.0991e-20,1,0.031113,-0.978,-0.978,0
-1.1447,0,0,0.00031416,0.0001,5.1254e-20,5.0505e-20,1,0.033941,-0.976,-0.976,0
-1.1447,0,0,0.00031416,0.0001,2.5865e-20,1.0073e-20,1,0.03677,-0.974,-0.974,0
-1.1447,0,0,0.00031416,0.0001,-3.0133e-21,-3.0302e-20,1,0.039598,-0.972,-0.972,0
-1.1447,0,0,0.00031416,0.0001,-3.5382e-20,-7.0624e-20,1,0.042426,-0.97,-0.97,0
-1.1447,0,0,0.00031416,0.0001,-2.5364e-20,-5.658e-20,1,0.045255,-0.968,-0.968,0
-1.1447,0,0,0.00031416,0.0001,-1.5805e-20,-4.2616e-20,1,0.048083,-0.966,-0.966,0
-1.1447,0,0,0.00031416,0.0001,-6.7036e-21,-2.8731e-20,1,0.050912,-0.964,-0.964,0
-1.1447,0,0,0.00031416,0.0001,1.9395e-21,-1.4925e-20,1,0.05374,-0.962,-0.962,0
-1.1447,0,0,0.00031416,0.0001,1.0125e-20,-1.1976e-21,1,0.056569,-0.96,-0.96,0
-1.1447,0,0,0.00031416,0.0001,7.0183e-21,-4.2889e-22,1,0.059397,-0.958,-0.958,0
-1.1447,0,0,0.00031416,0.0001,3.6496e-21,1.5446e-23,1,0.062225,-0.956,-0.956,0
-1.1447,0,0,0.00031416,0.0001,1.8746e-23,1.3536e-22,1,0.065054,-0.954,-0.954,0
-1.1447,0,0,0.00031416,0.0001,-3.8743e-21,-6.9136e-23,1,0.067882,-0.952,-0.952,0
-1.1447,0,0,0.00031416,0.0001,-8.0296e-21,-5.9806e-22,1,0.070711,-0.95,-0.95,0
-1.1447,0,0,0.00031416,0.0001,-7.3397e-21,-1.1147e-21,1,0.073539,-0.948,-0.948,0
-1.1447,0,0,0.00031416,0.0001,-5.5518e-21,-1.868e-21,1,0.076368,-0.946,-0.946,0
-1.1447,0,0,0.00031416,0.0001,-2.6659e-21,-2.858e-21,1,0.079196,-0.944,-0.944,0
-1.1447,0,0,0.00031416,0.0001,1.3181e-21,-4.0846e-21,1,0.082024,-0.942,-0.942,0
-1.1447,0,0,0.00031416,0.0001,6.4e-21,-5.5478e-21,1,0.084853,-0.94,-0.94,0
