gamma, h, alpha, u
0,1.4558092213216392e-05,0.005230107732738,1.1786191104571723e-05
0.001,1.0257656716324467e-05,0.002695116486089883,8.87691536869776e-06
0.01,1.3428271283070596e-06,0.00010779921406839508,7.809680369064154e-07
0.1,3.700760733712135e-06,5.182693651780331e-05,1.917179133670288e-06
gamma, h-std, alpha-std, u-std
0,2.4603574444229845e-06,0.0005822856935878558,1.542922473136904e-06
0.001,1.4268928108392146e-06,0.0003517600898261683,1.8890319492873966e-06
0.01,3.087364254267686e-07,2.2391571682152073e-05,1.8164549129576023e-07
0.1,5.030367113107117e-07,9.822874488208718e-06,4.164916511898711e-07
