"alpha_0^0","alpha_1^0","alpha_1^1","radiation flux density","u_0^0","u_1^0","u_1^1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1443,-9.6714e-17,1.354e-16,0.00031416,0.0001,-1.6093e-22,-1.1967e-21,1,0,-1,-1,0
-1.1443,-9.6714e-17,1.354e-16,0.00031416,0.0001,1.2343e-21,1.8036e-21,1,0.0028284,-0.998,-0.998,0
-1.1443,-9.6714e-17,1.354e-16,0.00031416,0.0001,5.4201e-21,1.0805e-20,1,0.0056569,-0.996,-0.996,0
-1.1443,-9.6714e-17,1.354e-16,0.00031416,0.0001,1.2396e-20,2.5807e-20,1,0.0084853,-0.994,-0.994,0
-1.1443,-9.6714e-17,1.354e-16,0.00031416,0.0001,2.2163e-20,4.681e-20,1,0.011314,-0.992,-0.992,0
-1.1443,-9.6714e-17,1.354e-16,0.00031416,0.0001,3.472e-20,7.3813e-20,1,0.014142,-0.99,-0.99,0
-1.1443,-9.6714e-17,1.354e-16,0.00031416,0.0001,4.1514e-20,8.2836e-20,1,0.016971,-0.988,-0.988,0
-1.1443,-9.6714e-17,1.354e-16,0.00031416,0.0001,4.8191e-20,8.9567e-20,1,0.019799,-0.986,-0.986,0
-1.1443,-9.6714e-17,1.354e-16,0.00031416,0.0001,5.475e-20,9.4007e-20,1,0.022627,-0.984,-0.984,0
-1.1443,-9.6714e-17,1.354e-16,0.00031416,0.0001,6.1193e-20,9.6156e-20,1,0.025456,-0.982,-0.982,0
-1.1443,-9.6714e-17,1.354e-16,0.00031416,0.0001,6.7518e-20,9.6014e-20,1,0.028284,-0.98,-0.98,0
-1.1443,-9.6714e-17,1.354e-16,0.00031416,0.0001,5.5534e-20,6.5319e-20,1,0.031113,-0.978,-0.978,0
-1.1443,-9.6714e-17,1.354e-16,0.00031416,0.0001,4.2676e-20,3.4699e-20,1,0.033941,-0.976,-0.976,0
-1.1443,-9.6714e-17,1.354e-16,0.00031416,0.0001,2.8941e-20,4.1512e-21,1,0.03677,-0.974,-0.974,0
-1.1443,-9.6714e-17,1.354e-16,0.00031416,0.0001,1.4331e-20,-2.6322e-20,1,0.039598,-0.972,-0.972,0
-1.1443,-9.6714e-17,1.354e-16,0.00031416,0.0001,-1.1545e-21,-5.6722e-20,1,0.042426,-0.97,-0.97,0
