"alpha_0^0","alpha_1^0","alpha_1^1","radiation flux density","u_0^0","u_1^0","u_1^1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1447,-0.0011424,0.0016342,0.00031416,0.0001,-1.6093e-22,-1.1967e-21,1,0,1,-1,0
-1.1447,-0.0011442,0.0016207,0.00031416,9.9999e-05,-1.6551e-11,-4.7657e-10,1,0.0028284,0.998,-0.998,0
-1.1447,-0.0011497,0.00158,0.00031415,9.9997e-05,-6.6205e-11,-1.9063e-09,1,0.0056569,0.996,-0.996,0
-1.1447,-0.0011588,0.0015123,0.00031414,9.9993e-05,-1.4896e-10,-4.2892e-09,1,0.0084853,0.994,-0.994,0
-1.1447,-0.0011716,0.0014175,0.00031412,9.9988e-05,-2.6482e-10,-7.6253e-09,1,0.011314,0.992,-0.992,0
-1.1447,-0.001188,0.0012956,0.0003141,9.9981e-05,-4.1378e-10,-1.1914e-08,1,0.014142,0.99,-0.99,0
-1.1447,-0.0010527,0.0011856,0.00031406,9.997e-05,-1.5464e-09,-9.9684e-09,1,0.016971,0.988,-0.988,0
-1.1447,-0.00089042,0.0010701,0.00031403,9.9957e-05,-3.8825e-09,-7.826e-09,1,0.019799,0.986,-0.986,0
-1.1447,-0.00070124,0.00094927,0.00031398,9.9943e-05,-7.4221e-09,-5.4872e-09,1,0.022627,0.984,-0.984,0
-1.1447,-0.0004851,0.00082306,0.00031393,9.9928e-05,-1.2165e-08,-2.9521e-09,1,0.025456,0.982,-0.982,0
-1.1447,-0.00024203,0.00069149,0.00031388,9.9911e-05,-1.8112e-08,-2.2073e-10,1,0.028284,0.98,-0.98,0
-1.1447,-9.2594e-05,0.00074024,0.00031388,9.9911e-05,-1.9589e-08,5.7457e-09,1,0.031113,0.978,-0.978,0
-1.1447,2.8792e-05,0.00078299,0.00031388,9.9912e-05,-2.1278e-08,1.0652e-08,1,0.033941,0.976,-0.976,0
-1.1447,0.00012214,0.00081975,0.0003139,9.9916e-05,-2.3179e-08,1.4499e-08,1,0.03677,0.974,-0.974,0
-1.1447,0.00018744,0.00085051,0.00031391,9.9921e-05,-2.5292e-08,1.7286e-08,1,0.039598,0.972,-0.972,0
-1.1447,0.0002247,0.00087528,0.00031393,9.9928e-05,-2.7617e-08,1.9013e-08,1,0.042426,0.97,-0.97,0
-1.1447,0.00019257,0.00095498,0.00031394,9.9931e-05,-2.9608e-08,1.8732e-08,1,0.045255,0.968,-0.968,0
-1.1447,0.000175,0.0010356,0.00031395,9.9933e-05,-3.1203e-08,1.8524e-08,1,0.048083,0.966,-0.966,0
-1.1447,0.00017199,0.0011173,0.00031395,9.9934e-05,-3.2401e-08,1.8388e-08,1,0.050912,0.964,-0.964,0
-1.1447,0.00018354,0.0011999,0.00031395,9.9934e-05,-3.3203e-08,1.8324e-08,1,0.05374,0.962,-0.962,0
-1.1447,0.00020965,0.0012834,0.00031395,9.9932e-05,-3.3609e-08,1.8333e-08,1,0.056569,0.96,-0.96,0
-1.1447,0.00024182,0.0010775,0.00031395,9.9932e-05,-2.8086e-08,1.8092e-08,1,0.059397,0.958,-0.958,0
-1.1447,0.0002653,0.00093041,0.00031395,9.9932e-05,-2.4218e-08,1.7504e-08,1,0.062225,0.956,-0.956,0
-1.1447,0.00028009,0.00084222,0.00031394,9.9932e-05,-2.2006e-08,1.6572e-08,1,0.065054,0.954,-0.954,0
-1.1447,0.00028619,0.00081289,0.00031394,9.9931e-05,-2.1449e-08,1.5294e-08,1,0.067882,0.952,-0.952,0
-1.1447,0.0002836,0.00084243,0.00031394,9.993e-05,-2.2547e-08,1.367e-08,1,0.070711,0.95,-0.95,0
-1.1447,0.00030707,0.0008101,0.00031394,9.9929e-05,-2.0804e-08,1.8782e-08,1,0.073539,0.948,-0.948,0
-1.1447,0.00029902,0.000774,0.00031393,9.9928e-05,-1.8487e-08,2.2313e-08,1,0.076368,0.946,-0.946,0
-1.1447,0.00025945,0.00073413,0.00031393,9.9929e-05,-1.5596e-08,2.4263e-08,1,0.079196,0.944,-0.944,0
-1.1447,0.00018835,0.00069049,0.00031394,9.9929e-05,-1.2132e-08,2.4633e-08,1,0.082024,0.942,-0.942,0
-1.1447,8.5741e-05,0.00064307,0.00031394,9.9931e-05,-8.0954e-09,2.3421e-08,1,0.084853,0.94,-0.94,0
-1.1447,0.00019405,0.00056262,0.00031393,9.9927e-05,-6.1713e-09,2.3635e-08,1,0.087681,0.938,-0.938,0
-1.1447,0.0002807,0.00051504,0.00031392,9.9923e-05,-5.3995e-09,2.3874e-08,1,0.09051,0.936,-0.936,0
-1.1447,0.00034568,0.00050032,0.0003139,9.9917e-05,-5.7801e-09,2.4137e-08,1,0.093338,0.934,-0.934,0
-1.1447,0.00038901,0.00051847,0.00031388,9.9912e-05,-7.3131e-09,2.4424e-08,1,0.096167,0.932,-0.932,0
-1.1447,0.00041067,0.00056949,0.00031386,9.9905e-05,-9.9983e-09,2.4736e-08,1,0.098995,0.93,-0.93,0
-1.1447,0.00057326,0.00081085,0.00031384,9.9897e-05,-1.7775e-08,3.7149e-08,1,0.10182,0.928,-0.928,0
-1.1447,0.0007111,0.0010113,0.00031382,9.9891e-05,-2.3353e-08,4.8984e-08,1,0.10465,0.926,-0.926,0
-1.1447,0.00082418,0.001171,0.0003138,9.9886e-05,-2.6733e-08,6.0242e-08,1,0.10748,0.924,-0.924,0
-1.1447,0.00091253,0.0012897,0.00031379,9.9882e-05,-2.7914e-08,7.0923e-08,1,0.11031,0.922,-0.922,0
-1.1447,0.00097612,0.0013677,0.00031378,9.988e-05,-2.6898e-08,8.1025e-08,1,0.11314,0.92,-0.92,0
-1.1447,0.00094692,0.0014229,0.0003138,9.9885e-05,-2.7848e-08,8.1599e-08,1,0.11597,0.918,-0.918,0
-1.1447,0.00093319,0.0014703,0.00031381,9.9887e-05,-2.8071e-08,8.2375e-08,1,0.11879,0.916,-0.916,0
-1.1447,0.00093493,0.0015097,0.00031381,9.9887e-05,-2.7567e-08,8.3356e-08,1,0.12162,0.914,-0.914,0
-1.1447,0.00095215,0.0015412,0.0003138,9.9885e-05,-2.6335e-08,8.454e-08,1,0.12445,0.912,-0.912,0
-1.1447,0.00098484,0.0015647,0.00031378,9.9881e-05,-2.4376e-08,8.5927e-08,1,0.12728,0.91,-0.91,0
-1.1447,0.00090045,0.0013402,0.00031381,9.9887e-05,-2.0088e-08,7.6277e-08,1,0.13011,0.908,-0.908,0
-1.1447,0.00083989,0.0011175,0.00031382,9.9892e-05,-1.5984e-08,6.8011e-08,1,0.13294,0.906,-0.906,0
-1.1447,0.00080315,0.00089643,0.00031383,9.9895e-05,-1.2065e-08,6.1128e-08,1,0.13576,0.904,-0.904,0
-1.1447,0.00079024,0.00067708,0.00031383,9.9896e-05,-8.3305e-09,5.5628e-08,1,0.13859,0.902,-0.902,0
-1.1447,0.00080116,0.00045941,0.00031383,9.9895e-05,-4.7803e-09,5.1512e-08,1,0.14142,0.9,-0.9,0
-1.1447,0.00058961,0.00039842,0.00031387,9.9908e-05,-2.7893e-09,4.3369e-08,1,0.14425,0.898,-0.898,0
-1.1447,0.00043816,0.00042635,0.0003139,9.9917e-05,-4.0888e-09,3.7048e-08,1,0.14708,0.896,-0.896,0
-1.1447,0.00034681,0.00054321,0.00031391,9.9921e-05,-8.679e-09,3.2549e-08,1,0.14991,0.894,-0.894,0
-1.1447,0.00031557,0.00074901,0.00031391,9.9921e-05,-1.656e-08,2.9873e-08,1,0.15274,0.892,-0.892,0
-1.1447,0.00034444,0.0010437,0.00031389,9.9916e-05,-2.7731e-08,2.9019e-08,1,0.15556,0.89,-0.89,0
-1.1447,0.00038386,0.00082366,0.00031391,9.9922e-05,-2.0703e-08,3.0346e-08,1,0.15839,0.888,-0.888,0
-1.1447,0.0004093,0.00060923,0.00031394,9.9929e-05,-1.396e-08,3.0327e-08,1,0.16122,0.886,-0.886,0
-1.1447,0.00042075,0.00040046,0.00031396,9.9937e-05,-7.5017e-09,2.8962e-08,1,0.16405,0.884,-0.884,0
-1.1447,0.00041823,0.00019736,0.00031399,9.9945e-05,-1.3285e-09,2.625e-08,1,0.16688,0.882,-0.882,0
-1.1447,0.00040172,-9.5711e-08,0.00031402,9.9955e-05,4.56e-09,2.2192e-08,1,0.16971,0.88,-0.88,0
-1.1447,0.00028393,0.00025967,0.00031402,9.9955e-05,-4.1116e-09,1.9682e-08,1,0.17253,0.878,-0.878,0
-1.1447,0.00024663,0.00052628,0.00031401,9.9953e-05,-1.2384e-08,2.1394e-08,1,0.17536,0.876,-0.876,0
-1.1447,0.00028983,0.0007997,0.00031401,9.9951e-05,-2.0255e-08,2.733e-08,1,0.17819,0.874,-0.874,0
-1.1447,0.00041353,0.00108,0.00031399,9.9947e-05,-2.7728e-08,3.7488e-08,1,0.18102,0.872,-0.872,0
-1.1447,0.00061773,0.001367,0.00031398,9.9942e-05,-3.48e-08,5.187e-08,1,0.18385,0.87,-0.87,0
-1.1447,0.00063477,0.0011443,0.000314,9.995e-05,-2.7986e-08,4.8964e-08,1,0.18668,0.868,-0.868,0
-1.1447,0.00064582,0.00089894,0.00031403,9.9958e-05,-2.0801e-08,4.5333e-08,1,0.1895,0.866,-0.866,0
-1.1447,0.00065089,0.0006308,0.00031405,9.9966e-05,-1.3245e-08,4.0976e-08,1,0.19233,0.864,-0.864,0
-1.1447,0.00064996,0.00033993,0.00031407,9.9973e-05,-5.3177e-09,3.5893e-08,1,0.19516,0.862,-0.862,0
-1.1447,0.00064303,2.6348e-05,0.0003141,9.998e-05,2.9798e-09,3.0085e-08,1,0.19799,0.86,-0.86,0
-1.1447,0.00056668,-6.3025e-05,0.0003141,9.998e-05,1.1044e-09,2.3858e-08,1,0.20082,0.858,-0.858,0
-1.1447,0.00050128,-0.00014262,0.0003141,9.998e-05,6.8473e-10,1.8931e-08,1,0.20365,0.856,-0.856,0
-1.1447,0.00044685,-0.00021244,0.00031409,9.9979e-05,1.7207e-09,1.5303e-08,1,0.20648,0.854,-0.854,0
-1.1447,0.00040339,-0.00027249,0.00031409,9.9977e-05,4.2124e-09,1.2976e-08,1,0.2093,0.852,-0.852,0
-1.1447,0.00037089,-0.00032276,0.00031408,9.9975e-05,8.1597e-09,1.1948e-08,1,0.21213,0.85,-0.85,0
-1.1447,0.00030873,-0.00026782,0.00031408,9.9976e-05,8.236e-09,9.2121e-09,1,0.21496,0.848,-0.848,0
-1.1447,0.00023027,-0.00022808,0.00031409,9.9977e-05,8.5665e-09,5.9632e-09,1,0.21779,0.846,-0.846,0
-1.1447,0.00013551,-0.00020353,0.00031409,9.9978e-05,9.1512e-09,2.2012e-09,1,0.22062,0.844,-0.844,0
-1.1447,2.4461e-05,-0.00019418,0.00031409,9.9979e-05,9.99e-09,-2.0739e-09,1,0.22345,0.842,-0.842,0
-1.1447,-0.00010289,-0.00020002,0.00031409,9.9979e-05,1.1083e-08,-6.8621e-09,1,0.22627,0.84,-0.84,0
-1.1447,-4.5862e-05,-0.00012662,0.0003141,9.9981e-05,8.0228e-09,-3.5861e-09,1,0.2291,0.838,-0.838,0
-1.1447,5.8576e-06,-5.8569e-05,0.00031411,9.9984e-05,4.5837e-09,-4.8665e-10,1,0.23193,0.836,-0.836,0
