u_0,u_1,u_0_ref,u_1_ref
0.24340519107236805,0.1558400279147839,0.24265918694843144,0.15497620731314615
0.23767884851862553,0.15337241901830534,0.23707121967629935,0.15261572449177355
0.23192276129815825,0.15084516625611,0.23144872025402452,0.15019195197372184
0.22613217299941202,0.1482538547982553,0.22578548820771865,0.1477002283832982
0.2203013999237097,0.14559320614097052,0.2200735375775975,0.14513291973448003
0.214423688496153,0.1428569998670912,0.2143057628711426,0.1424833470174299
0.2084906706957889,0.14003737101705258,0.20847546299103958,0.1397451300959353
0.20249259101077,0.13712520403046752,0.2025717850647694,0.1369077918066339
0.19641788441944596,0.1341095732391176,0.1965842873915991,0.1339612508621178
0.1902531718913979,0.13097774086015457,0.19050173597358716,0.13089442131544338
0.1839834529418808,0.12771521513514553,0.18431177247924246,0.12769493354730901
0.17759234988438735,0.12430596758506217,0.17800073850055015,0.12434902185594596
0.17106268018632795,0.1207327306272974,0.17155713792033242,0.12084388896341229
0.1643773412058185,0.11697781483017491,0.16496761683296976,0.11716550054844348
0.15752046215545504,0.11302390391720385,0.15822130328764872,0.11330070011417137
0.15047897491388978,0.10885549816563302,0.15130980949958978,0.10923831036390187
0.14324419453370718,0.10446020663271811,0.14422868825071236,0.10496994875208146
0.1358137994056401,0.0998305482086305,0.13697841995130774,0.10049100607179061
0.12819350085393955,0.09496550226065567,0.12956539972122222,0.09580146108498688
0.12039883789671502,0.08987225378248415,0.12200253525661049,0.0909071452712972
0.11245604840843508,0.0845671005413177,0.11431281925794902,0.08582207905299742
0.10440292675367041,0.07907662166802673,0.1065276210691298,0.08056764253560736
0.09628843037226496,0.07343748535732592,0.09868455540590983,0.0751712465105705
0.08817178172248911,0.06769610982851039,0.09083338444432952,0.0696712710521967
0.08012059158672591,0.061907281698898864,0.08302761157974,0.06411011997238958
0.07220818381320007,0.05613209327017969,0.07533055693910863,0.05854039910532235
0.0645104556600779,0.0504354557248005,0.0678047298254747,0.05301470776802162
0.05710220223262221,0.04488295066179738,0.060517288171593575,0.047591648538811246
0.05005353107824929,0.039537804835293594,0.053532159745505487,0.042327713799912646
0.043426381375454244,0.03445775880140725,0.04690658372677646,0.03727615378300096
0.037271688963628716,0.029692449739539124,0.040691285870948654,0.032485480811823175
0.03162714955761542,0.02528124443690564,0.03492899094643034,0.027998680282830493
0.026516038615865205,0.02125194520313059,0.029649086806664716,0.023847834128997856
0.021946954354557166,0.01762025608278613,0.02487019980435496,0.020056689819555315
0.017914601723449698,0.014390179037019795,0.02059732512063307,0.016637829105639376
0.014401474572555324,0.011555215207593197,0.016823210625341346,0.013593197909359313
0.011380296728692826,0.009100290493274498,0.013530817790964104,0.010916438656430154
0.008816934399758895,0.007004184726672428,0.0106937837395346,0.008592601447605304
0.0066735140581319075,0.005242188918276185,0.008280425301083593,0.006602763622876869
0.004911305840496694,0.0037885488797092266,0.006255289207134176,0.004924260664587495
0.003492877305301229,0.0026181288385451968,0.004584642709598115,0.003535303026505941
0.0023830558146839317,0.0017067321516484023,0.003236581644345275,0.0024154997632505185
0.0015489615535700105,0.0010301500470441835,0.0021849010611888677,0.0015481419854943667
0.0009603127669395861,0.00056221345003046,0.0014011551990637649,0.0009117786741954094
0.0005852064511096326,0.0002743003640931084,0.0008586946935839374,0.0004829226398636033
0.0003726384380661003,0.00011975573757645375,0.0005197090330268039,0.0002251026374559772
0.0002658167500035234,4.545853497354509e-05,0.00033502454140080267,9.127320050765336e-05
0.00022127029737848048,1.599778172023915e-05,0.00024990981841474183,3.2733149298376254e-05
0.00020508530889822387,5.221329047794602e-06,0.00021635489324419889,1.0537561436989085e-05
0.00020025108370992515,2.0774666805658475e-06,0.0002040701269881245,2.9285127809418877e-06
0.00019884103352903383,1.1913116661503622e-06,0.00020051268815924787,3.6035112418427373e-07
0.00019842054543082953,9.525941983172784e-07,0.00019999999999999998,-3.1450576588160017e-22
0.00019828196950919758,8.934192806810737e-07,0.00019999999999999998,-3.1450576588160017e-22
0.00019822651667969805,8.810796003166627e-07,0.00019999999999999998,-3.1450576588160017e-22
0.00019819909693373196,8.784688630008106e-07,0.00019999999999999998,-3.1450576588160017e-22
0.0001981837211668059,8.759614512866184e-07,0.00019999999999999998,-3.1450576588160017e-22
0.00019817399473418437,8.722222853364298e-07,0.00019999999999999998,-3.1450576588160017e-22
0.00019816527756353825,8.685622443168447e-07,0.00019999999999999998,-3.1450576588160017e-22
0.0001981527547658144,8.676267139207758e-07,0.00019999999999999998,-3.1450576588160017e-22
0.0001981316113019791,8.71957033115193e-07,0.00019999999999999998,-3.1450576588160017e-22
0.00019809827454185972,8.836595063934939e-07,0.00019999999999999998,-3.1450576588160017e-22
0.0001980526796057091,9.022115951722648e-07,0.00019999999999999998,-3.1450576588160017e-22
0.00019799992375440684,9.244169371563409e-07,0.00019999999999999998,-3.1450576588160017e-22
0.0001979498727738739,9.438676105411586e-07,0.00019999999999999998,-3.1450576588160017e-22
0.0001979135919012031,9.498629352273368e-07,0.00019999999999999998,-3.1450576588160017e-22
0.0001977991300875491,8.549572241523089e-07,0.00019999999999999998,-3.1450576588160017e-22
0.00019342370020593682,-1.5782280450795387e-06,0.00019999999999999998,-3.1450576588160017e-22
9.754067908132105e-05,-3.9852770271453816e-05,0.00019999999999999998,-3.1450576588160017e-22
