"alpha_0^0","alpha_1^0","alpha_1^1","alpha_2^0","alpha_2^1","alpha_2^2","radiation flux density","u_0^0","u_1^0","u_1^1","u_2^0","u_2^1","u_2^2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1393,-0.00046128,-0.00079198,-0.013046,-0.012026,-0.0032558,0.00031431,0.00010005,-2.3521e-08,-3.6741e-08,3.3368e-05,-2.8334e-08,3.3338e-05,1,0,0,-1,0
-1.1394,-0.00068149,-0.0014215,-0.01321,-0.011147,-0.0028664,0.00031438,0.00010007,-3.4057e-08,-6.4729e-08,3.3376e-05,-2.4169e-08,3.3347e-05,1,0.002,0,-0.998,0
-1.1395,-0.00090171,-0.002051,-0.013374,-0.010269,-0.002477,0.00031444,0.00010009,-4.4593e-08,-9.2718e-08,3.3384e-05,-2.0004e-08,3.3356e-05,1,0.004,0,-0.996,0
-1.1395,-0.0011219,-0.0026805,-0.013539,-0.0093913,-0.0020876,0.00031451,0.00010011,-5.5129e-08,-1.2071e-07,3.3392e-05,-1.5838e-08,3.3365e-05,1,0.006,0,-0.994,0
-1.1396,-0.0013491,-0.0032602,-0.013653,-0.0083876,-0.0017696,0.00031456,0.00010013,-6.5678e-08,-1.4623e-07,3.3399e-05,-1.1574e-08,3.3373e-05,1,0.008,0,-0.992,0
-1.1396,-0.0016641,-0.0032152,-0.013136,-0.0058098,-0.0023459,0.00031453,0.00010012,-7.6394e-08,-1.4094e-07,3.3397e-05,-6.068e-09,3.3367e-05,1,0.01,0,-0.99,0
-1.1396,-0.0019792,-0.0031702,-0.01262,-0.0032319,-0.0029223,0.00031449,0.00010011,-8.7111e-08,-1.3565e-07,3.3394e-05,-5.619e-10,3.3361e-05,1,0.012,0,-0.988,0
-1.1395,-0.0023209,-0.003197,-0.012306,-0.00076133,-0.0032963,0.00031446,0.0001001,-1.0028e-07,-1.32e-07,3.3387e-05,6.2915e-09,3.3358e-05,1,0.014,0,-0.986,0
-1.1395,-0.0026656,-0.0032316,-0.012014,0.0016976,-0.0036483,0.00031442,0.00010008,-1.1371e-07,-1.2853e-07,3.338e-05,1.3292e-08,3.3356e-05,1,0.016,0,-0.984,0
-1.1395,-0.0028389,-0.0029638,-0.011592,0.0028037,-0.0042618,0.00031435,0.00010006,-1.1879e-07,-1.1305e-07,3.3366e-05,1.7137e-08,3.3351e-05,1,0.018,0,-0.982,0
-1.1393,-0.0026869,-0.0021217,-0.010924,0.001342,-0.0053718,0.00031421,0.00010002,-1.08e-07,-7.4794e-08,3.3338e-05,1.4991e-08,3.3344e-05,1,0.02,0,-0.98,0
-1.1392,-0.0025349,-0.0012797,-0.010256,-0.0001198,-0.0064818,0.00031407,9.9973e-05,-9.7214e-08,-3.6534e-08,3.331e-05,1.2846e-08,3.3336e-05,1,0.022,0,-0.978,0
-1.1391,-0.0022659,-0.00056957,-0.010164,-0.0011762,-0.0068585,0.00031397,9.9941e-05,-8.2604e-08,-4.1369e-09,3.3286e-05,1.2022e-08,3.3334e-05,1,0.024,0,-0.976,0
-1.139,-0.0019472,8.4391e-05,-0.010317,-0.00206,-0.0069229,0.00031389,9.9914e-05,-6.6364e-08,2.5764e-08,3.3264e-05,1.1762e-08,3.3334e-05,1,0.026,0,-0.974,0
-1.1389,-0.0016362,0.00045638,-0.010731,-0.0030577,-0.0066705,0.00031383,9.9896e-05,-5.2576e-08,4.1465e-08,3.325e-05,1.0431e-08,3.3334e-05,1,0.028,0,-0.972,0
-1.1389,-0.0013413,0.00024244,-0.01169,-0.0042922,-0.0057598,0.00031384,9.9898e-05,-4.3882e-08,2.7661e-08,3.3252e-05,6.8772e-09,3.3334e-05,1,0.03,0,-0.97,0
-1.1389,-0.0010464,2.8494e-05,-0.01265,-0.0055266,-0.0048492,0.00031384,9.9899e-05,-3.5189e-08,1.3856e-08,3.3253e-05,3.323e-09,3.3334e-05,1,0.032,0,-0.968,0
-1.1389,-0.00093379,-0.00015426,-0.013292,-0.0057871,-0.004376,0.00031382,9.9892e-05,-3.236e-08,1.5862e-09,3.3252e-05,-6.5876e-10,3.3329e-05,1,0.034,0,-0.966,0
-1.1388,-0.00090892,-0.00032202,-0.013783,-0.005579,-0.0041133,0.00031379,9.9881e-05,-3.2355e-08,-9.9456e-09,3.325e-05,-4.8464e-09,3.3321e-05,1,0.036,0,-0.964,0
-1.1388,-0.00097076,-0.00066158,-0.014128,-0.0050501,-0.0038314,0.00031379,9.9882e-05,-3.6738e-08,-2.7392e-08,3.3255e-05,-7.0018e-09,3.3317e-05,1,0.038,0,-0.962,0
-1.1389,-0.0012128,-0.0013582,-0.014173,-0.0038548,-0.0035094,0.00031387,9.9908e-05,-5.0244e-08,-5.7131e-08,3.3273e-05,-4.934e-09,3.332e-05,1,0.04,0,-0.96,0
-1.1389,-0.0014549,-0.0020548,-0.014217,-0.0026594,-0.0031874,0.00031395,9.9934e-05,-6.3749e-08,-8.687e-08,3.3291e-05,-2.8662e-09,3.3323e-05,1,0.042,0,-0.958,0
-1.139,-0.0017461,-0.0025379,-0.014126,-0.0026365,-0.003077,0.00031401,9.9952e-05,-7.7758e-08,-1.0884e-07,3.3306e-05,-9.0276e-09,3.3323e-05,1,0.044,0,-0.956,0
-1.1391,-0.0020609,-0.0029182,-0.013969,-0.0031777,-0.0030684,0.00031405,9.9966e-05,-9.2008e-08,-1.2706e-07,3.332e-05,-1.9148e-08,3.3321e-05,1,0.046,0,-0.954,0
-1.1391,-0.0022804,-0.0032668,-0.013915,-0.0038761,-0.0029465,0.0003141,9.9981e-05,-1.012e-07,-1.4287e-07,3.3329e-05,-2.935e-08,3.3324e-05,1,0.048,0,-0.952,0
-1.1392,-0.0023019,-0.0035495,-0.014072,-0.0049014,-0.002589,0.00031415,9.9997e-05,-9.9878e-08,-1.5365e-07,3.3328e-05,-3.972e-08,3.3339e-05,1,0.05,0,-0.95,0
-1.1393,-0.0023234,-0.0038321,-0.014229,-0.0059266,-0.0022316,0.0003142,0.00010001,-9.8558e-08,-1.6443e-07,3.3327e-05,-5.009e-08,3.3354e-05,1,0.052,0,-0.948,0
-1.1392,-0.0023302,-0.003612,-0.013648,-0.0066548,-0.0028747,0.00031416,0.0001,-9.7557e-08,-1.5478e-07,3.3321e-05,-5.7601e-08,3.3351e-05,1,0.054,0,-0.946,0
-1.1392,-0.0023299,-0.0031501,-0.012712,-0.0072399,-0.0039994,0.00031408,9.9976e-05,-9.671e-08,-1.353e-07,3.3313e-05,-6.3737e-08,3.3339e-05,1,0.056,0,-0.944,0
-1.1391,-0.0023949,-0.0024375,-0.011772,-0.0074196,-0.0053079,0.00031395,9.9934e-05,-9.8967e-08,-1.0615e-07,3.3295e-05,-6.5788e-08,3.3323e-05,1,0.058,0,-0.942,0
-1.1388,-0.0025953,-0.0012042,-0.010825,-0.0067567,-0.0069983,0.00031371,9.9858e-05,-1.0767e-07,-5.6937e-08,3.3257e-05,-5.9351e-08,3.33e-05,1,0.06,0,-0.94,0
-1.1386,-0.0027957,2.9154e-05,-0.0098781,-0.0060939,-0.0086887,0.00031348,9.9782e-05,-1.1638e-07,-7.7203e-09,3.3219e-05,-5.2915e-08,3.3276e-05,1,0.062,0,-0.938,0
-1.1384,-0.0025039,0.0006583,-0.0088506,-0.0066619,-0.010055,0.00031335,9.9744e-05,-1.0798e-07,2.0354e-08,3.3205e-05,-4.1841e-08,3.3259e-05,1,0.064,0,-0.936,0
-1.1384,-0.0019751,0.00099669,-0.0077847,-0.0078222,-0.011266,0.00031329,9.9724e-05,-9.1354e-08,3.8253e-08,3.3203e-05,-2.8535e-08,3.3246e-05,1,0.066,0,-0.934,0
-1.1384,-0.0015567,0.0012111,-0.0066713,-0.0081191,-0.012434,0.00031325,9.9712e-05,-7.972e-08,5.136e-08,3.3206e-05,-1.7378e-08,3.3233e-05,1,0.068,0,-0.932,0
-1.1384,-0.0013677,0.0011679,-0.0054598,-0.0066218,-0.01351,0.00031327,9.9718e-05,-7.8469e-08,5.4511e-08,3.322e-05,-1.0685e-08,3.3224e-05,1,0.07,0,-0.93,0
-1.1385,-0.0011787,0.0011247,-0.0042482,-0.0051245,-0.014586,0.00031329,9.9724e-05,-7.7219e-08,5.7661e-08,3.3235e-05,-3.9916e-09,3.3214e-05,1,0.072,0,-0.928,0
-1.1386,-0.0006004,0.00087509,-0.0036463,-0.0040435,-0.014703,0.00031345,9.9773e-05,-5.4394e-08,4.739e-08,3.3251e-05,-1.8514e-08,3.3238e-05,1,0.074,0,-0.926,0
-1.1388,0.00016521,0.00052615,-0.0033378,-0.0031629,-0.014359,0.00031367,9.9843e-05,-2.1188e-08,3.0661e-08,3.3267e-05,-4.3245e-08,3.3278e-05,1,0.076,0,-0.924,0
-1.1391,0.00080511,6.6612e-05,-0.0031793,-0.0025693,-0.013876,0.00031388,9.9912e-05,8.449e-09,1.0774e-08,3.3286e-05,-6.1655e-08,3.3315e-05,1,0.078,0,-0.922,0
-1.1393,0.0011837,-0.00062271,-0.0033329,-0.0025724,-0.013105,0.00031409,9.9978e-05,3.0666e-08,-1.5675e-08,3.3309e-05,-6.6926e-08,3.3345e-05,1,0.08,0,-0.92,0
-1.1395,0.0015623,-0.0013121,-0.0034865,-0.0025756,-0.012333,0.0003143,0.00010004,5.2883e-08,-4.2124e-08,3.3332e-05,-7.2197e-08,3.3375e-05,1,0.082,0,-0.918,0
-1.1396,0.0016766,-0.001615,-0.0041178,-0.0027974,-0.011383,0.00031442,0.00010008,6.2945e-08,-5.3809e-08,3.3344e-05,-6.7836e-08,3.3395e-05,1,0.084,0,-0.916,0
-1.1396,0.0016636,-0.0017321,-0.0049791,-0.0031244,-0.010347,0.00031451,0.00010011,6.7158e-08,-5.8389e-08,3.3352e-05,-5.8841e-08,3.341e-05,1,0.086,0,-0.914,0
-1.1397,0.0015911,-0.0020443,-0.0059341,-0.0034856,-0.0092421,0.00031459,0.00010014,6.704e-08,-7.22e-08,3.3358e-05,-5.0509e-08,3.3423e-05,1,0.088,0,-0.912,0
-1.1397,0.0013946,-0.0027621,-0.0070838,-0.0039178,-0.007995,0.00031465,0.00010015,5.7921e-08,-1.0519e-07,3.3363e-05,-4.3558e-08,3.3432e-05,1,0.09,0,-0.91,0
