"alpha_0^0","alpha_1^0","alpha_1^1","alpha_2^0","alpha_2^1","alpha_2^2","radiation flux density","u_0^0","u_1^0","u_1^1","u_2^0","u_2^1","u_2^2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1668,0.0022495,0.0027303,0.05385,0.01965,0.011874,0.0003138,9.9886e-05,7.6818e-08,9.3719e-08,3.3281e-05,7.7821e-08,3.3298e-05,1,0,0,-1,0
-1.1664,0.0035363,0.0043302,0.052269,0.016069,0.012244,0.00031364,9.9834e-05,1.2021e-07,1.4833e-07,3.3254e-05,8.1315e-08,3.3283e-05,1,0.002,0,-0.998,0
-1.166,0.0048231,0.0059301,0.050688,0.012488,0.012613,0.00031347,9.9782e-05,1.6361e-07,2.0295e-07,3.3227e-05,8.4809e-08,3.3269e-05,1,0.004,0,-0.996,0
-1.1656,0.0061099,0.00753,0.049108,0.0089075,0.012983,0.00031331,9.973e-05,2.07e-07,2.5756e-07,3.32e-05,8.8303e-08,3.3254e-05,1,0.006,0,-0.994,0
-1.1652,0.0073181,0.0090557,0.047722,0.0054163,0.013277,0.00031317,9.9684e-05,2.4796e-07,3.0901e-07,3.3176e-05,9.145e-08,3.3241e-05,1,0.008,0,-0.992,0
-1.1654,0.0075417,0.0096519,0.048772,0.0030477,0.012618,0.00031326,9.9712e-05,2.5832e-07,3.2079e-07,3.3194e-05,9.0252e-08,3.3246e-05,1,0.01,0,-0.99,0
-1.1655,0.0077653,0.010248,0.049822,0.00067901,0.011959,0.00031334,9.9741e-05,2.6868e-07,3.3257e-07,3.3211e-05,8.9054e-08,3.3251e-05,1,0.012,0,-0.988,0
-1.1661,0.0063877,0.0094485,0.049159,0.0054082,0.014315,0.00031361,9.9824e-05,2.2367e-07,3.1001e-07,3.3274e-05,1.1245e-07,3.3254e-05,1,0.014,0,-0.986,0
-1.1667,0.0048355,0.0084967,0.048308,0.010912,0.016999,0.00031389,9.9914e-05,1.7262e-07,2.8372e-07,3.3343e-05,1.3854e-07,3.3256e-05,1,0.016,0,-0.984,0
-1.1672,0.0034917,0.0077736,0.047212,0.015293,0.019703,0.00031413,9.9992e-05,1.3187e-07,2.6217e-07,3.3402e-05,1.5642e-07,3.3259e-05,1,0.018,0,-0.982,0
-1.1676,0.0025435,0.0074845,0.045649,0.017545,0.022444,0.00031431,0.00010005,1.1066e-07,2.4966e-07,3.3445e-05,1.5872e-07,3.3261e-05,1,0.02,0,-0.98,0
-1.168,0.0015952,0.0071954,0.044087,0.019796,0.025184,0.00031449,0.00010011,8.9455e-08,2.3714e-07,3.3487e-05,1.6102e-07,3.3262e-05,1,0.022,0,-0.978,0
-1.168,0.00048736,0.0082798,0.04422,0.022984,0.024915,0.00031445,0.00010009,5.9165e-08,2.7779e-07,3.3492e-05,1.4188e-07,3.3245e-05,1,0.024,0,-0.976,0
-1.1677,-0.00068844,0.0099493,0.045075,0.02657,0.023362,0.00031431,0.00010005,2.5005e-08,3.4109e-07,3.3481e-05,1.1359e-07,3.3219e-05,1,0.026,0,-0.974,0
-1.1675,-0.00071085,0.011343,0.044657,0.028761,0.02296,0.00031418,0.00010001,2.6164e-08,3.8991e-07,3.3455e-05,1.0159e-07,3.321e-05,1,0.028,0,-0.972,0
-1.1671,0.0016636,0.012163,0.041592,0.028054,0.024947,0.00031406,9.9969e-05,1.0072e-07,4.0862e-07,3.3399e-05,1.2341e-07,3.3236e-05,1,0.03,0,-0.97,0
-1.1668,0.0040382,0.012983,0.038527,0.027346,0.026935,0.00031395,9.9933e-05,1.7527e-07,4.2733e-07,3.3342e-05,1.4523e-07,3.3262e-05,1,0.032,0,-0.968,0
-1.1665,0.0076344,0.013693,0.037035,0.021059,0.027681,0.0003139,9.9919e-05,2.918e-07,4.3771e-07,3.3291e-05,1.5958e-07,3.3301e-05,1,0.034,0,-0.966,0
-1.1663,0.011819,0.014349,0.0363,0.012086,0.027831,0.0003139,9.9916e-05,4.2853e-07,4.4408e-07,3.3243e-05,1.7033e-07,3.3347e-05,1,0.036,0,-0.964,0
-1.1664,0.014795,0.013897,0.03535,0.0070132,0.028947,0.00031399,9.9946e-05,5.1695e-07,4.1986e-07,3.3231e-05,1.7962e-07,3.3383e-05,1,0.038,0,-0.962,0
-1.167,0.015262,0.011143,0.033952,0.010045,0.032071,0.0003143,0.00010005,5.0499e-07,3.3207e-07,3.3293e-05,1.8587e-07,3.34e-05,1,0.04,0,-0.96,0
-1.1675,0.015728,0.0083886,0.032553,0.013077,0.035195,0.00031461,0.00010014,4.9304e-07,2.4428e-07,3.3355e-05,1.9212e-07,3.3417e-05,1,0.042,0,-0.958,0
-1.1683,0.015405,0.0053533,0.03104,0.014889,0.03904,0.00031496,0.00010025,4.7655e-07,1.4948e-07,3.3418e-05,1.9468e-07,3.3442e-05,1,0.044,0,-0.956,0
-1.1692,0.014701,0.002183,0.029472,0.016115,0.043231,0.00031532,0.00010037,4.5788e-07,5.1321e-08,3.3482e-05,1.9548e-07,3.347e-05,1,0.046,0,-0.954,0
-1.1697,0.013438,-6.2518e-05,0.029368,0.016808,0.045041,0.00031554,0.00010044,4.2198e-07,-1.4572e-08,3.3522e-05,1.9161e-07,3.3486e-05,1,0.048,0,-0.952,0
-1.1697,0.011017,-0.00038598,0.03231,0.016393,0.0419,0.00031546,0.00010042,3.5024e-07,-1.3401e-08,3.3509e-05,1.7805e-07,3.3479e-05,1,0.05,0,-0.95,0
-1.1696,0.0085948,-0.00070943,0.035251,0.015979,0.038759,0.00031539,0.00010039,2.7851e-07,-1.2231e-08,3.3497e-05,1.645e-07,3.3472e-05,1,0.052,0,-0.948,0
-1.1691,0.006814,-0.00045391,0.037795,0.015174,0.034853,0.0003152,0.00010033,2.1635e-07,-1.2772e-09,3.348e-05,1.554e-07,3.344e-05,1,0.054,0,-0.946,0
-1.1685,0.0053416,8.019e-05,0.040147,0.014182,0.030578,0.00031495,0.00010025,1.588e-07,1.4383e-08,3.3461e-05,1.4844e-07,3.3394e-05,1,0.056,0,-0.944,0
