"alpha_0^0","alpha_1^0","alpha_1^1","alpha_2^0","alpha_2^1","alpha_2^2","radiation flux density","u_0^0","u_1^0","u_1^1","u_2^0","u_2^1","u_2^2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1383,0,0,-0.0036664,0.0091217,-0.015668,0.00031416,0.0001,-1.6093e-22,-1.1967e-21,3.3333e-05,6.2038e-22,3.3333e-05,1,0,-1,-1,0
-1.1383,8.9362e-05,-3.4818e-05,-0.0038826,0.010038,-0.015515,0.00031415,9.9995e-05,5.9237e-09,-6.6171e-09,3.3343e-05,1.7771e-08,3.332e-05,1,0.0028284,-0.998,-0.998,0
-1.1383,0.00017873,-6.9638e-05,-0.0040987,0.010955,-0.015362,0.00031413,9.9991e-05,1.1847e-08,-1.3234e-08,3.3353e-05,3.5543e-08,3.3307e-05,1,0.0056569,-0.996,-0.996,0
-1.1382,0.00026809,-0.00010446,-0.0043149,0.011871,-0.015209,0.00031412,9.9986e-05,1.7771e-08,-1.9851e-08,3.3363e-05,5.3314e-08,3.3294e-05,1,0.0084853,-0.994,-0.994,0
-1.1382,0.00042453,-0.0002033,-0.0052259,0.012704,-0.01435,0.0003141,9.9982e-05,2.227e-08,-2.6201e-08,3.337e-05,6.7741e-08,3.3284e-05,1,0.011314,-0.992,-0.992,0
-1.1382,0.00069293,-0.00040903,-0.007297,0.013397,-0.012312,0.00031409,9.9979e-05,2.4389e-08,-3.2105e-08,3.3371e-05,7.6585e-08,3.3281e-05,1,0.014142,-0.99,-0.99,0
-1.1383,0.00083472,-0.00058005,-0.0084051,0.015392,-0.011085,0.0003141,9.998e-05,2.3117e-08,-3.3541e-08,3.3376e-05,7.9988e-08,3.3277e-05,1,0.016971,-0.988,-0.988,0
-1.1384,0.00078168,-0.00069766,-0.0080314,0.019388,-0.011107,0.00031412,9.9988e-05,1.6629e-08,-2.8103e-08,3.3385e-05,7.502e-08,3.3275e-05,1,0.019799,-0.986,-0.986,0
-1.1385,0.00072863,-0.00081527,-0.0076576,0.023385,-0.011128,0.00031414,9.9995e-05,1.0141e-08,-2.2665e-08,3.3393e-05,7.0051e-08,3.3273e-05,1,0.022627,-0.984,-0.984,0
-1.1386,0.00035172,-0.00049468,-0.0067,0.022788,-0.011835,0.00031415,9.9997e-05,1.1975e-09,-1.32e-08,3.3401e-05,7.3646e-08,3.3267e-05,1,0.025456,-0.982,-0.982,0
-1.1387,-0.0001134,2.6872e-06,-0.005629,0.020941,-0.012638,0.00031416,9.9999e-05,-7.7519e-09,-9.8239e-10,3.3409e-05,7.7825e-08,3.3262e-05,1,0.028284,-0.98,-0.98,0
-1.1388,-0.00057853,0.00050007,-0.004558,0.019093,-0.013441,0.00031417,0.0001,-1.6702e-08,1.1236e-08,3.3416e-05,8.2003e-08,3.3257e-05,1,0.031113,-0.978,-0.978,0
