"alpha_0^0","alpha_1^0","alpha_1^1","alpha_2^0","alpha_2^1","alpha_2^2","radiation flux density","u_0^0","u_1^0","u_1^1","u_2^0","u_2^1","u_2^2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,-9.5815e-20,1.6278e-21,3.3333e-05,-7.39e-21,3.3333e-05,1,0,0,-1,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,-1.2641e-20,-4.1636e-21,3.3333e-05,-6.1726e-21,3.3333e-05,1,0.002,0,-0.998,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,7.0535e-20,-9.9552e-21,3.3333e-05,-4.9551e-21,3.3333e-05,1,0.004,0,-0.996,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,1.5371e-19,-1.5747e-20,3.3333e-05,-3.7377e-21,3.3333e-05,1,0.006,0,-0.994,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,2.3193e-19,-2.0652e-20,3.3333e-05,-2.4879e-21,3.3333e-05,1,0.008,0,-0.992,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,2.481e-19,-1.4444e-20,3.3333e-05,-8.3396e-22,3.3333e-05,1,0.01,0,-0.99,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,2.6427e-19,-8.2359e-21,3.3333e-05,8.2003e-22,3.3333e-05,1,0.012,0,-0.988,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,2.3972e-19,-2.0022e-21,3.3333e-05,2.1125e-21,3.3333e-05,1,0.014,0,-0.986,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,2.1073e-19,4.2344e-21,3.3333e-05,3.3656e-21,3.3333e-05,1,0.016,0,-0.984,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,1.5511e-19,7.1348e-21,3.3333e-05,4.36e-21,3.3333e-05,1,0.018,0,-0.982,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,4.8932e-20,3.7023e-21,3.3333e-05,4.8633e-21,3.3333e-05,1,0.02,0,-0.98,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,-5.7249e-20,2.6968e-22,3.3333e-05,5.3667e-21,3.3333e-05,1,0.022,0,-0.978,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,-1.0929e-19,2.2448e-22,3.3333e-05,5.5401e-21,3.3333e-05,1,0.024,0,-0.976,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,-1.3828e-19,1.6218e-21,3.3333e-05,5.5731e-21,3.3333e-05,1,0.026,0,-0.974,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,-1.4565e-19,2.4358e-21,3.3333e-05,5.2761e-21,3.3333e-05,1,0.028,0,-0.972,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,-1.0809e-19,2.0376e-21,3.3333e-05,4.2932e-21,3.3333e-05,1,0.03,0,-0.97,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,-7.0524e-20,1.6393e-21,3.3333e-05,3.3103e-21,3.3333e-05,1,0.032,0,-0.968,0
