"alpha_0^0","alpha_1^0","alpha_1^1","alpha_2^0","alpha_2^1","alpha_2^2","radiation flux density","u_0^0","u_1^0","u_1^1","u_2^0","u_2^1","u_2^2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1374,0,0,-0.015587,-0.026641,-0.0064389,0.00031416,0.0001,-1.6093e-22,-1.1967e-21,3.3333e-05,6.2038e-22,3.3333e-05,1,0,-1,-1,0
-1.1373,-4.9869e-05,5.8847e-05,-0.01529,-0.024714,-0.0071561,0.00031415,9.9998e-05,-5.302e-09,-2.5598e-09,3.3337e-05,-3.7475e-08,3.3327e-05,1,0.0028284,-0.998,-0.998,0
-1.1371,-9.974e-05,0.00011769,-0.014993,-0.022787,-0.0078734,0.00031415,9.9997e-05,-1.0604e-08,-5.1197e-09,3.3341e-05,-7.4952e-08,3.3321e-05,1,0.0056569,-0.996,-0.996,0
-1.137,-0.00014961,0.00017654,-0.014697,-0.02086,-0.0085906,0.00031414,9.9995e-05,-1.5906e-08,-7.6796e-09,3.3344e-05,-1.1243e-07,3.3315e-05,1,0.0084853,-0.994,-0.994,0
-1.1369,-0.00010192,0.00010849,-0.014336,-0.018594,-0.009204,0.00031416,0.0001,-1.6562e-08,-1.2684e-08,3.3345e-05,-1.4021e-07,3.3316e-05,1,0.011314,-0.992,-0.992,0
-1.1369,0.00010865,-0.00017142,-0.01387,-0.015765,-0.0096439,0.00031422,0.00010002,-9.4589e-09,-2.1768e-08,3.3343e-05,-1.5179e-07,3.3332e-05,1,0.014142,-0.99,-0.99,0
-1.137,0.00021313,-0.00047025,-0.01296,-0.014424,-0.010357,0.00031428,0.00010004,-1.811e-09,-3.1606e-08,3.3338e-05,-1.5579e-07,3.3353e-05,1,0.016971,-0.988,-0.988,0
-1.1371,0.00015436,-0.00079818,-0.011368,-0.015373,-0.011492,0.00031436,0.00010007,6.675e-09,-4.2605e-08,3.3328e-05,-1.4813e-07,3.3382e-05,1,0.019799,-0.986,-0.986,0
-1.1373,9.5583e-05,-0.0011261,-0.0097753,-0.016322,-0.012627,0.00031444,0.00010009,1.5161e-08,-5.3604e-08,3.3319e-05,-1.4046e-07,3.3411e-05,1,0.022627,-0.984,-0.984,0
-1.1377,-0.00014882,-0.0013228,-0.011028,-0.020506,-0.010141,0.00031458,0.00010013,3.6465e-09,-6.7106e-08,3.3324e-05,-1.351e-07,3.3441e-05,1,0.025456,-0.982,-0.982,0
