"alpha_0^0","alpha_1^0","alpha_1^1","alpha_2^0","alpha_2^1","alpha_2^2","radiation flux density","u_0^0","u_1^0","u_1^1","u_2^0","u_2^1","u_2^2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1433,0,0,-0.0019954,-0.0045891,-0.0022708,0.00031416,0.0001,-1.6093e-22,-1.1967e-21,3.3333e-05,6.2038e-22,3.3333e-05,1,0,-1,-1,0
-1.1433,-2.1818e-05,9.7345e-06,-0.0019725,-0.0044683,-0.0022681,0.00031415,9.9997e-05,-8.1768e-10,7.7979e-11,3.3338e-05,-9.6658e-09,3.3327e-05,1,0.0028284,-0.998,-0.998,0
-1.1433,-4.3636e-05,1.9469e-05,-0.0019497,-0.0043475,-0.0022653,0.00031414,9.9995e-05,-1.6354e-09,1.5596e-10,3.3342e-05,-1.9332e-08,3.3322e-05,1,0.0056569,-0.996,-0.996,0
-1.1433,-6.5453e-05,2.9204e-05,-0.0019269,-0.0042267,-0.0022626,0.00031413,9.9992e-05,-2.4531e-09,2.3394e-10,3.3346e-05,-2.8998e-08,3.3316e-05,1,0.0084853,-0.994,-0.994,0
-1.1433,-8.6608e-05,1.1833e-05,-0.0018722,-0.0041691,-0.0022921,0.00031413,9.9992e-05,-3.7751e-09,-1.0789e-09,3.3351e-05,-3.6246e-08,3.3311e-05,1,0.011314,-0.992,-0.992,0
-1.1434,-0.00010665,-5.0789e-05,-0.0017643,-0.0042171,-0.0023756,0.00031415,9.9997e-05,-5.9392e-09,-4.7136e-09,3.3358e-05,-3.9458e-08,3.3309e-05,1,0.014142,-0.99,-0.99,0
-1.1434,-0.00010773,-0.0001849,-0.0016216,-0.0042838,-0.0024381,0.00031419,0.00010001,-6.6852e-09,-1.1063e-08,3.3362e-05,-4.0576e-08,3.3314e-05,1,0.016971,-0.988,-0.988,0
-1.1434,-7.9608e-05,-0.00042902,-0.0014254,-0.0043793,-0.0024681,0.00031425,0.00010003,-5.2495e-09,-2.1589e-08,3.3363e-05,-3.8471e-08,3.333e-05,1,0.019799,-0.986,-0.986,0
-1.1435,-5.1489e-05,-0.00067313,-0.0012293,-0.0044748,-0.0024981,0.00031432,0.00010005,-3.8137e-09,-3.2115e-08,3.3363e-05,-3.6367e-08,3.3347e-05,1,0.022627,-0.984,-0.984,0
-1.1435,-2.1722e-05,-0.00089753,-0.0013516,-0.0048859,-0.0023185,0.00031435,0.00010006,-2.6505e-09,-4.17e-08,3.3359e-05,-3.7501e-08,3.3358e-05,1,0.025456,-0.982,-0.982,0
-1.1435,-2.0864e-05,-0.0011281,-0.0016111,-0.0052636,-0.0020345,0.00031437,0.00010007,-3.4388e-09,-5.1286e-08,3.3351e-05,-3.7879e-08,3.3369e-05,1,0.028284,-0.98,-0.98,0
-1.1435,-2.0007e-05,-0.0013586,-0.0018707,-0.0056412,-0.0017504,0.00031438,0.00010007,-4.2271e-09,-6.0872e-08,3.3344e-05,-3.8257e-08,3.338e-05,1,0.031113,-0.978,-0.978,0
-1.1435,-7.5129e-05,-0.00132,-0.0020375,-0.0051088,-0.0016075,0.00031438,0.00010007,-1.0134e-08,-5.8804e-08,3.3342e-05,-3.8826e-08,3.3381e-05,1,0.033941,-0.976,-0.976,0
-1.1435,-0.00018783,-0.0011893,-0.0021517,-0.0042771,-0.00155,0.00031437,0.00010007,-1.8221e-08,-5.269e-08,3.3343e-05,-3.9708e-08,3.3377e-05,1,0.03677,-0.974,-0.974,0
-1.1434,-0.00049058,-0.00089263,-0.0021245,-0.0029352,-0.0017295,0.00031433,0.00010005,-3.1196e-08,-3.9172e-08,3.3345e-05,-4.1715e-08,3.3363e-05,1,0.039598,-0.972,-0.972,0
-1.1434,-0.00087383,-0.00058038,-0.0020852,-0.0016765,-0.0018414,0.00031431,0.00010005,-4.6806e-08,-2.44e-08,3.3348e-05,-3.6302e-08,3.3354e-05,1,0.042426,-0.97,-0.97,0
-1.1434,-0.001276,-0.00026447,-0.002043,-0.00043721,-0.0019374,0.00031429,0.00010004,-6.3037e-08,-9.3332e-09,3.3352e-05,-2.9145e-08,3.3346e-05,1,0.045255,-0.968,-0.968,0
-1.1434,-0.0016782,5.1439e-05,-0.0020008,0.00080202,-0.0020335,0.00031428,0.00010004,-7.9267e-08,5.7336e-09,3.3356e-05,-2.1989e-08,3.3338e-05,1,0.048083,-0.966,-0.966,0
-1.1434,-0.0017442,0.00020345,-0.0018168,0.0011386,-0.0022455,0.00031427,0.00010004,-8.0223e-08,1.0696e-08,3.3356e-05,-2.5337e-08,3.3338e-05,1,0.050912,-0.964,-0.964,0
-1.1434,-0.0017498,0.00027553,-0.0016212,0.001439,-0.0024522,0.00031428,0.00010004,-7.8449e-08,1.2076e-08,3.3355e-05,-2.8729e-08,3.3339e-05,1,0.05374,-0.962,-0.962,0
-1.1434,-0.0017501,0.00034343,-0.0014218,0.0017292,-0.0026601,0.00031428,0.00010004,-7.6454e-08,1.3268e-08,3.3354e-05,-3.2178e-08,3.334e-05,1,0.056569,-0.96,-0.96,0
-1.1434,-0.0017252,0.00038574,-0.0013896,0.0019787,-0.0027416,0.00031426,0.00010003,-7.3041e-08,1.3705e-08,3.3351e-05,-3.3951e-08,3.3341e-05,1,0.059397,-0.958,-0.958,0
-1.1434,-0.0014804,0.00031942,-0.0016778,0.0017797,-0.0024379,0.00031426,0.00010003,-6.1334e-08,1.0569e-08,3.3349e-05,-3.2256e-08,3.3343e-05,1,0.062225,-0.956,-0.956,0
-1.1434,-0.0011109,0.00020042,-0.00206,0.0013196,-0.0019712,0.00031428,0.00010004,-4.5246e-08,5.6439e-09,3.3349e-05,-2.9457e-08,3.3347e-05,1,0.065054,-0.954,-0.954,0
-1.1434,-0.00075198,0.00013025,-0.0023576,0.00083291,-0.0015879,0.0003143,0.00010005,-3.0191e-08,2.601e-09,3.3351e-05,-2.6694e-08,3.3351e-05,1,0.067882,-0.952,-0.952,0
-1.1434,-0.00041518,0.00016343,-0.0024762,0.00029002,-0.0013809,0.00031433,0.00010005,-1.732e-08,3.5424e-09,3.3355e-05,-2.4011e-08,3.3353e-05,1,0.070711,-0.95,-0.95,0
-1.1435,-8.4312e-05,0.00019803,-0.0024904,-9.3558e-05,-0.0012869,0.00031435,0.00010006,-4.5959e-09,5.1818e-09,3.336e-05,-2.1194e-08,3.3354e-05,1,0.073539,-0.948,-0.948,0
