"alpha_0^0","alpha_1^0","alpha_1^1","alpha_2^0","alpha_2^1","alpha_2^2","radiation flux density","u_0^0","u_1^0","u_1^1","u_2^0","u_2^1","u_2^2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1374,0.00035407,-0.0069152,-0.01012,0.028111,-0.011905,0.00031416,0.0001,-4.2064e-12,3.2795e-12,3.3333e-05,1.2398e-12,3.3333e-05,1,0,0,-1,0
-1.1374,0.00035406,-0.0069152,-0.01012,0.028111,-0.011905,0.00031416,0.0001,-3.8666e-12,4.2313e-12,3.3333e-05,1.9282e-12,3.3333e-05,1,0.002,0,-0.998,0
-1.1374,0.00035406,-0.0069152,-0.01012,0.028111,-0.011905,0.00031416,0.0001,-3.5268e-12,5.1831e-12,3.3333e-05,2.6165e-12,3.3333e-05,1,0.004,0,-0.996,0
-1.1374,0.00035406,-0.0069152,-0.01012,0.028112,-0.011905,0.00031416,0.0001,-3.187e-12,6.1348e-12,3.3333e-05,3.3049e-12,3.3333e-05,1,0.006,0,-0.994,0
-1.1374,0.00035405,-0.0069153,-0.01012,0.028112,-0.011906,0.00031416,0.0001,-2.7748e-12,6.9639e-12,3.3333e-05,3.9667e-12,3.3333e-05,1,0.008,0,-0.992,0
-1.1374,0.00035407,-0.0069153,-0.01012,0.028112,-0.011906,0.00031416,0.0001,-1.4558e-12,6.2549e-12,3.3333e-05,4.2956e-12,3.3333e-05,1,0.01,0,-0.99,0
-1.1374,0.00035408,-0.0069154,-0.01012,0.028112,-0.011906,0.00031416,0.0001,-1.3666e-13,5.5459e-12,3.3333e-05,4.6244e-12,3.3333e-05,1,0.012,0,-0.988,0
-1.1374,0.00035407,-0.0069154,-0.01012,0.028112,-0.011906,0.00031416,0.0001,-6.008e-13,4.9953e-12,3.3333e-05,4.9008e-12,3.3333e-05,1,0.014,0,-0.986,0
-1.1374,0.00035405,-0.0069154,-0.01012,0.028112,-0.011906,0.00031416,0.0001,-1.2595e-12,4.462e-12,3.3333e-05,5.1714e-12,3.3333e-05,1,0.016,0,-0.984,0
-1.1374,0.00035404,-0.0069154,-0.01012,0.028112,-0.011906,0.00031416,0.0001,-2.096e-12,3.8564e-12,3.3333e-05,5.2731e-12,3.3333e-05,1,0.018,0,-0.982,0
-1.1374,0.00035405,-0.0069155,-0.01012,0.028112,-0.011906,0.00031416,0.0001,-3.2703e-12,3.1136e-12,3.3333e-05,5.054e-12,3.3333e-05,1,0.02,0,-0.98,0
-1.1374,0.00035406,-0.0069155,-0.010121,0.028112,-0.011906,0.00031416,0.0001,-4.4446e-12,2.3707e-12,3.3333e-05,4.835e-12,3.3333e-05,1,0.022,0,-0.978,0
-1.1374,0.00035408,-0.0069155,-0.010121,0.028112,-0.011906,0.00031416,0.0001,-5.0261e-12,2.2373e-12,3.3333e-05,4.3665e-12,3.3333e-05,1,0.024,0,-0.976,0
-1.1374,0.00035411,-0.0069155,-0.01012,0.028112,-0.011906,0.00031416,0.0001,-5.3552e-12,2.3634e-12,3.3333e-05,3.7918e-12,3.3333e-05,1,0.026,0,-0.974,0
-1.1374,0.00035413,-0.0069155,-0.01012,0.028111,-0.011906,0.00031416,0.0001,-5.6118e-12,2.5e-12,3.3333e-05,3.2806e-12,3.3333e-05,1,0.028,0,-0.972,0
-1.1374,0.00035415,-0.0069155,-0.01012,0.028111,-0.011906,0.00031416,0.0001,-5.7179e-12,2.6584e-12,3.3333e-05,2.9014e-12,3.3333e-05,1,0.03,0,-0.97,0
-1.1374,0.00035416,-0.0069155,-0.01012,0.028111,-0.011906,0.00031416,0.0001,-5.824e-12,2.8168e-12,3.3333e-05,2.5221e-12,3.3333e-05,1,0.032,0,-0.968,0
