"alpha_0^0","alpha_1^0","alpha_1^1","alpha_2^0","alpha_2^1","alpha_2^2","radiation flux density","u_0^0","u_1^0","u_1^1","u_2^0","u_2^1","u_2^2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1571,0,0,0.034015,-0.049804,0.0027066,0.00031416,0.0001,-1.6093e-22,-1.1967e-21,3.3333e-05,6.2038e-22,3.3333e-05,1,0,-1,-1,0
-1.1577,-0.00074329,-0.0015234,0.033692,-0.051083,0.0047839,0.00031442,0.00010008,-2.7523e-08,-5.9726e-08,3.3395e-05,-2.569e-08,3.3338e-05,1,0.0028284,-0.998,-0.998,0
-1.1583,-0.0014866,-0.0030469,0.033368,-0.052362,0.0068612,0.00031469,0.00010017,-5.5047e-08,-1.1945e-07,3.3456e-05,-5.138e-08,3.3343e-05,1,0.0056569,-0.996,-0.996,0
-1.1589,-0.0022299,-0.0045703,0.033045,-0.05364,0.0089385,0.00031495,0.00010025,-8.257e-08,-1.7918e-07,3.3517e-05,-7.7069e-08,3.3348e-05,1,0.0084853,-0.994,-0.994,0
-1.1596,-0.0034193,-0.0064369,0.032929,-0.052753,0.011345,0.00031525,0.00010035,-1.2053e-07,-2.433e-07,3.3584e-05,-8.2389e-08,3.3356e-05,1,0.011314,-0.992,-0.992,0
-1.1607,-0.0053534,-0.0088764,0.03316,-0.048249,0.014302,0.00031561,0.00010046,-1.7589e-07,-3.1476e-07,3.3658e-05,-5.3699e-08,3.3369e-05,1,0.014142,-0.99,-0.99,0
-1.1612,-0.0073967,-0.011011,0.031497,-0.04376,0.017538,0.00031579,0.00010052,-2.3243e-07,-3.6555e-07,3.3706e-05,-2.732e-08,3.3364e-05,1,0.016971,-0.988,-0.988,0
-1.1609,-0.0096079,-0.012678,0.026919,-0.039293,0.021206,0.00031571,0.00010049,-2.9077e-07,-3.8455e-07,3.3714e-05,-4.4997e-09,3.3332e-05,1,0.019799,-0.986,-0.986,0
-1.1607,-0.011819,-0.014344,0.022341,-0.034826,0.024874,0.00031562,0.00010047,-3.4911e-07,-4.0354e-07,3.3721e-05,1.8321e-08,3.3299e-05,1,0.022627,-0.984,-0.984,0
-1.1593,-0.011771,-0.012511,0.021318,-0.027817,0.021848,0.00031523,0.00010034,-3.4771e-07,-3.4732e-07,3.3676e-05,-6.8391e-09,3.3244e-05,1,0.025456,-0.982,-0.982,0
-1.1577,-0.01074,-0.0095701,0.02213,-0.020283,0.016295,0.00031479,0.0001002,-3.154e-07,-2.6836e-07,3.3615e-05,-5.0303e-08,3.3191e-05,1,0.028284,-0.98,-0.98,0
-1.1562,-0.0097083,-0.0066295,0.022942,-0.01275,0.010741,0.00031434,0.00010006,-2.831e-07,-1.894e-07,3.3554e-05,-9.3769e-08,3.3138e-05,1,0.031113,-0.978,-0.978,0
-1.1552,-0.0078894,-0.0040373,0.024078,-0.013432,0.0066691,0.0003141,9.9982e-05,-2.254e-07,-1.0814e-07,3.3535e-05,-1.1048e-07,3.3095e-05,1,0.033941,-0.976,-0.976,0
