"alpha_0^0","alpha_1^0","alpha_1^1","alpha_2^0","alpha_2^1","alpha_2^2","radiation flux density","u_0^0","u_1^0","u_1^1","u_2^0","u_2^1","u_2^2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,-1.6093e-22,-1.1967e-21,3.3333e-05,6.2038e-22,3.3333e-05,1,0,-1,-1,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,1.6955e-20,1.4376e-20,3.3333e-05,-1.9486e-21,3.3333e-05,1,0.0028284,-0.998,-0.998,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,3.4072e-20,2.995e-20,3.3333e-05,-4.5177e-21,3.3333e-05,1,0.0056569,-0.996,-0.996,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,5.1189e-20,4.5523e-20,3.3333e-05,-7.0868e-21,3.3333e-05,1,0.0084853,-0.994,-0.994,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,5.974e-20,5.4997e-20,3.3333e-05,-7.3862e-21,3.3333e-05,1,0.011314,-0.992,-0.992,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,5.3992e-20,5.4287e-20,3.3333e-05,-3.8964e-21,3.3333e-05,1,0.014142,-0.99,-0.99,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,4.0127e-20,4.6161e-20,3.3333e-05,-1.1483e-21,3.3333e-05,1,0.016971,-0.988,-0.988,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,1.3773e-20,2.6626e-20,3.3333e-05,4.5844e-22,3.3333e-05,1,0.019799,-0.986,-0.986,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,-1.2582e-20,7.0913e-21,3.3333e-05,2.0652e-21,3.3333e-05,1,0.022627,-0.984,-0.984,0
-1.1447,-1.0609e-17,1.0812e-16,6.4758e-15,1.463e-16,4.3328e-15,0.00031416,0.0001,-9.6317e-21,2.4132e-22,3.3333e-05,-6.6697e-22,3.3333e-05,1,0.025456,-0.982,-0.982,0
