"alpha_0^0","alpha_1^0","alpha_1^1","alpha_2^0","alpha_2^1","alpha_2^2","radiation flux density","u_0^0","u_1^0","u_1^1","u_2^0","u_2^1","u_2^2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1675,0,0,0.055635,0.027467,0.012254,0.00031416,0.0001,-1.6093e-22,-1.1967e-21,3.3333e-05,6.2038e-22,3.3333e-05,1,0,-1,-1,0
-1.1673,0.0001265,0.00067006,0.055543,0.02899,0.011769,0.00031407,9.9973e-05,2.0527e-08,5.0116e-08,3.3378e-05,6.6859e-09,3.3267e-05,1,0.0028284,-0.998,-0.998,0
-1.1672,0.00025301,0.0013401,0.055451,0.030513,0.011284,0.00031399,9.9945e-05,4.1054e-08,1.0023e-07,3.3424e-05,1.3372e-08,3.32e-05,1,0.0056569,-0.996,-0.996,0
-1.167,0.00037951,0.0020102,0.055358,0.032036,0.010798,0.0003139,9.9918e-05,6.1581e-08,1.5035e-07,3.3469e-05,2.0058e-08,3.3133e-05,1,0.0084853,-0.994,-0.994,0
-1.1669,0.0012808,0.0026098,0.055193,0.03021,0.010445,0.00031381,9.9889e-05,1.0184e-07,1.7635e-07,3.35e-05,4.1429e-08,3.308e-05,1,0.011314,-0.992,-0.992,0
-1.1667,0.0034757,0.0030917,0.054903,0.022793,0.010312,0.00031371,9.9858e-05,1.7504e-07,1.621e-07,3.3508e-05,8.7318e-08,3.3049e-05,1,0.014142,-0.99,-0.99,0
-1.1666,0.0055166,0.0029853,0.052344,0.016692,0.012614,0.00031362,9.9828e-05,2.4279e-07,1.3527e-07,3.3511e-05,1.3402e-07,3.3023e-05,1,0.016971,-0.988,-0.988,0
-1.1666,0.0073203,0.0019735,0.046291,0.012615,0.018664,0.00031353,9.9799e-05,3.0215e-07,8.9062e-08,3.3508e-05,1.8197e-07,3.3006e-05,1,0.019799,-0.986,-0.986,0
-1.1666,0.0091241,0.00096177,0.040239,0.0085378,0.024713,0.00031344,9.977e-05,3.6151e-07,4.2858e-08,3.3504e-05,2.2991e-07,3.2988e-05,1,0.022627,-0.984,-0.984,0
-1.1666,0.0089159,0.00038536,0.038995,0.011645,0.02604,0.00031349,9.9785e-05,3.373e-07,1.5895e-08,3.351e-05,2.3703e-07,3.2996e-05,1,0.025456,-0.982,-0.982,0
-1.1667,0.0082267,1.6976e-05,0.038746,0.016339,0.026603,0.00031358,9.9817e-05,2.9639e-07,-5.3352e-10,3.3518e-05,2.4424e-07,3.3015e-05,1,0.028284,-0.98,-0.98,0
-1.1668,0.0075375,-0.00035142,0.038497,0.021033,0.027166,0.00031368,9.9849e-05,2.5548e-07,-1.6963e-08,3.3525e-05,2.5146e-07,3.3034e-05,1,0.031113,-0.978,-0.978,0
-1.1674,0.0047979,-0.00058318,0.040557,0.024993,0.02687,0.00031397,9.9941e-05,1.5496e-07,-1.8247e-08,3.3522e-05,2.7573e-07,3.3113e-05,1,0.033941,-0.976,-0.976,0
-1.168,0.0019906,-0.0010928,0.042499,0.028798,0.026728,0.00031426,0.00010003,5.7331e-08,-2.9156e-08,3.3513e-05,2.9259e-07,3.3196e-05,1,0.03677,-0.974,-0.974,0
