"alpha_0^0","alpha_1^0","alpha_1^1","alpha_2^0","alpha_2^1","alpha_2^2","radiation flux density","u_0^0","u_1^0","u_1^1","u_2^0","u_2^1","u_2^2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1571,-0.0022857,-0.00022389,-0.0033161,0.039764,0.040037,0.00031416,0.0001,1.6881e-12,4.3669e-12,3.3333e-05,7.2663e-13,3.3333e-05,1,0,0,-1,0
-1.1571,-0.0022858,-0.00022388,-0.0033161,0.039764,0.040037,0.00031416,0.0001,-2.0301e-12,4.7974e-12,3.3333e-05,1.442e-12,3.3333e-05,1,0.002,0,-0.998,0
-1.1571,-0.0022859,-0.00022386,-0.0033161,0.039764,0.040037,0.00031416,0.0001,-5.7485e-12,5.2278e-12,3.3333e-05,2.1575e-12,3.3333e-05,1,0.004,0,-0.996,0
-1.1571,-0.002286,-0.00022384,-0.003316,0.039764,0.040037,0.00031416,0.0001,-9.4667e-12,5.6582e-12,3.3333e-05,2.8729e-12,3.3333e-05,1,0.006,0,-0.994,0
-1.1571,-0.0022861,-0.00022383,-0.003316,0.039764,0.040037,0.00031416,0.0001,-1.3393e-11,5.969e-12,3.3333e-05,3.6324e-12,3.3333e-05,1,0.008,0,-0.992,0
-1.1571,-0.0022863,-0.00022388,-0.0033159,0.039764,0.040037,0.00031416,0.0001,-1.9921e-11,4.78e-12,3.3333e-05,4.9443e-12,3.3333e-05,1,0.01,0,-0.99,0
-1.1571,-0.0022865,-0.00022393,-0.0033158,0.039764,0.040037,0.00031416,0.0001,-2.6449e-11,3.5909e-12,3.3333e-05,6.2563e-12,3.3333e-05,1,0.012,0,-0.988,0
-1.1571,-0.0022867,-0.00022404,-0.0033157,0.039764,0.040037,0.00031416,0.0001,-3.0798e-11,5.3354e-13,3.3333e-05,7.6752e-12,3.3333e-05,1,0.014,0,-0.986,0
-1.1571,-0.0022868,-0.00022415,-0.0033157,0.039765,0.040037,0.00031416,0.0001,-3.491e-11,-2.7276e-12,3.3333e-05,9.1057e-12,3.3333e-05,1,0.016,0,-0.984,0
-1.1571,-0.0022869,-0.00022421,-0.0033157,0.039765,0.040037,0.00031416,0.0001,-3.4993e-11,-3.8823e-12,3.3333e-05,9.7569e-12,3.3333e-05,1,0.018,0,-0.982,0
