"alpha_0^0","alpha_1^0","alpha_1^1","alpha_2^0","alpha_2^1","alpha_2^2","radiation flux density","u_0^0","u_1^0","u_1^1","u_2^0","u_2^1","u_2^2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1384,0.00058647,0.00024389,-0.0033724,0.0079099,-0.015702,0.00031412,9.9989e-05,1.0406e-08,9.5234e-09,3.3354e-05,4.5559e-08,3.3307e-05,1,0,0,-1,0
-1.1384,0.00073003,0.00033851,-0.0034955,0.0067618,-0.015636,0.00031411,9.9985e-05,1.6727e-08,1.3122e-08,3.3354e-05,5.2134e-08,3.3304e-05,1,0.002,0,-0.998,0
-1.1383,0.0008736,0.00043313,-0.0036187,0.0056137,-0.015569,0.0003141,9.9981e-05,2.3049e-08,1.6721e-08,3.3354e-05,5.8709e-08,3.3301e-05,1,0.004,0,-0.996,0
-1.1383,0.0010172,0.00052775,-0.0037418,0.0044657,-0.015502,0.00031409,9.9978e-05,2.937e-08,2.0319e-08,3.3354e-05,6.5284e-08,3.3297e-05,1,0.006,0,-0.994,0
-1.1383,0.0011526,0.00060831,-0.0039553,0.0033193,-0.015354,0.00031408,9.9974e-05,3.5432e-08,2.3221e-08,3.3354e-05,7.1324e-08,3.3295e-05,1,0.008,0,-0.992,0
-1.1382,0.0011855,0.00051263,-0.0053002,0.0021943,-0.014184,0.00031408,9.9975e-05,3.8233e-08,1.7385e-08,3.3352e-05,7.0665e-08,3.3298e-05,1,0.01,0,-0.99,0
-1.1382,0.0012185,0.00041694,-0.0066452,0.0010692,-0.013014,0.00031408,9.9976e-05,4.1035e-08,1.1549e-08,3.3349e-05,7.0005e-08,3.3301e-05,1,0.012,0,-0.988,0
-1.1383,0.0011664,-3.0265e-05,-0.0067811,0.00228,-0.012495,0.00031414,9.9992e-05,3.7566e-08,-3.5447e-09,3.3359e-05,6.2848e-08,3.3304e-05,1,0.014,0,-0.986,0
-1.1385,0.0011051,-0.00051582,-0.0067851,0.0037455,-0.012047,0.00031419,0.00010001,3.3413e-08,-1.9649e-08,3.337e-05,5.4981e-08,3.3307e-05,1,0.016,0,-0.984,0
-1.1386,0.0010141,-0.00093871,-0.006739,0.0050163,-0.011651,0.00031425,0.00010003,2.7723e-08,-3.3507e-08,3.3379e-05,4.7965e-08,3.3311e-05,1,0.018,0,-0.982,0
