"alpha_0^0","alpha_1^0","alpha_1^1","alpha_2^0","alpha_2^1","alpha_2^2","radiation flux density","u_0^0","u_1^0","u_1^1","u_2^0","u_2^1","u_2^2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.155,-0.0080435,0.0012002,-0.0026658,0.021491,0.033205,0.00031416,0.0001,-7.626e-12,1.881e-12,3.3333e-05,-1.0995e-12,3.3333e-05,1,0,0,-1,0
-1.155,-0.0080434,0.0012002,-0.0026658,0.021491,0.033205,0.00031416,0.0001,-3.9677e-12,4.9944e-12,3.3333e-05,-1.2643e-12,3.3333e-05,1,0.002,0,-0.998,0
-1.155,-0.0080433,0.0012003,-0.0026659,0.021491,0.033205,0.00031416,0.0001,-3.0934e-13,8.1079e-12,3.3333e-05,-1.4292e-12,3.3333e-05,1,0.004,0,-0.996,0
-1.155,-0.0080432,0.0012004,-0.0026659,0.021491,0.033205,0.00031416,0.0001,3.3489e-12,1.1221e-11,3.3333e-05,-1.594e-12,3.3333e-05,1,0.006,0,-0.994,0
-1.155,-0.0080431,0.0012005,-0.002666,0.02149,0.033205,0.00031416,0.0001,7.4212e-12,1.4353e-11,3.3333e-05,-1.7356e-12,3.3333e-05,1,0.008,0,-0.992,0
-1.155,-0.0080428,0.0012006,-0.0026664,0.02149,0.033205,0.00031416,0.0001,1.668e-11,1.771e-11,3.3333e-05,-1.5867e-12,3.3333e-05,1,0.01,0,-0.99,0
-1.155,-0.0080425,0.0012007,-0.0026668,0.02149,0.033205,0.00031416,0.0001,2.594e-11,2.1067e-11,3.3333e-05,-1.4378e-12,3.3333e-05,1,0.012,0,-0.988,0
-1.155,-0.0080423,0.0012008,-0.002667,0.02149,0.033205,0.00031416,0.0001,3.0895e-11,2.3577e-11,3.3333e-05,-1.8373e-12,3.3333e-05,1,0.014,0,-0.986,0
-1.155,-0.0080421,0.0012009,-0.0026672,0.02149,0.033205,0.00031416,0.0001,3.538e-11,2.5994e-11,3.3333e-05,-2.2966e-12,3.3333e-05,1,0.016,0,-0.984,0
-1.155,-0.008042,0.0012009,-0.0026672,0.02149,0.033205,0.00031416,0.0001,3.5622e-11,2.757e-11,3.3333e-05,-2.5245e-12,3.3333e-05,1,0.018,0,-0.982,0
-1.155,-0.0080422,0.001201,-0.002667,0.02149,0.033205,0.00031416,0.0001,2.781e-11,2.7549e-11,3.3333e-05,-2.3131e-12,3.3333e-05,1,0.02,0,-0.98,0
-1.155,-0.0080423,0.001201,-0.0026668,0.02149,0.033205,0.00031416,0.0001,1.9997e-11,2.7528e-11,3.3333e-05,-2.1017e-12,3.3333e-05,1,0.022,0,-0.978,0
-1.155,-0.0080426,0.001201,-0.0026665,0.02149,0.033205,0.00031416,0.0001,9.7323e-12,2.5594e-11,3.3333e-05,-2.1537e-12,3.3333e-05,1,0.024,0,-0.976,0
-1.155,-0.0080429,0.001201,-0.0026662,0.02149,0.033205,0.00031416,0.0001,-1.5775e-12,2.2846e-11,3.3333e-05,-2.318e-12,3.3333e-05,1,0.026,0,-0.974,0
-1.155,-0.0080432,0.001201,-0.0026659,0.02149,0.033204,0.00031416,0.0001,-1.1484e-11,2.1237e-11,3.3333e-05,-2.3938e-12,3.3333e-05,1,0.028,0,-0.972,0
-1.155,-0.0080435,0.001201,-0.0026656,0.02149,0.033205,0.00031416,0.0001,-1.8474e-11,2.1997e-11,3.3333e-05,-2.2861e-12,3.3333e-05,1,0.03,0,-0.97,0
-1.155,-0.0080438,0.001201,-0.0026652,0.02149,0.033205,0.00031416,0.0001,-2.5464e-11,2.2757e-11,3.3333e-05,-2.1784e-12,3.3333e-05,1,0.032,0,-0.968,0
-1.155,-0.0080438,0.001201,-0.0026651,0.02149,0.033205,0.00031416,0.0001,-2.4081e-11,2.0076e-11,3.3333e-05,-1.5741e-12,3.3333e-05,1,0.034,0,-0.966,0
-1.155,-0.0080437,0.0012008,-0.0026652,0.02149,0.033205,0.00031416,0.0001,-1.867e-11,1.5739e-11,3.3333e-05,-7.3077e-13,3.3333e-05,1,0.036,0,-0.964,0
-1.155,-0.0080436,0.0012008,-0.0026653,0.02149,0.033205,0.00031416,0.0001,-1.0667e-11,1.2771e-11,3.3333e-05,-2.1328e-13,3.3333e-05,1,0.038,0,-0.962,0
-1.155,-0.0080432,0.0012008,-0.0026656,0.02149,0.033205,0.00031416,0.0001,2.7203e-12,1.265e-11,3.3333e-05,-3.729e-13,3.3333e-05,1,0.04,0,-0.96,0
-1.155,-0.0080429,0.0012008,-0.002666,0.02149,0.033205,0.00031416,0.0001,1.6107e-11,1.2529e-11,3.3333e-05,-5.3252e-13,3.3333e-05,1,0.042,0,-0.958,0
-1.155,-0.0080425,0.0012007,-0.0026663,0.02149,0.033205,0.00031416,0.0001,2.7006e-11,1.1439e-11,3.3333e-05,-4.9787e-13,3.3333e-05,1,0.044,0,-0.956,0
-1.155,-0.0080421,0.0012006,-0.0026667,0.02149,0.033205,0.00031416,0.0001,3.6707e-11,9.8842e-12,3.3333e-05,-3.6974e-13,3.3333e-05,1,0.046,0,-0.954,0
