"alpha_0^0","alpha_1^0","alpha_1^1","alpha_2^0","alpha_2^1","alpha_2^2","radiation flux density","u_0^0","u_1^0","u_1^1","u_2^0","u_2^1","u_2^2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1448,0.0012234,-0.0036217,0.00088215,-0.0089542,-0.00061749,0.00031416,0.0001,-1.6093e-22,-1.1967e-21,3.3333e-05,6.2038e-22,3.3333e-05,1,0,-1,-1,0
-1.1448,0.0012234,-0.0036217,0.00088213,-0.0089542,-0.00061756,0.00031416,0.0001,3.1677e-13,-9.0685e-13,3.3333e-05,-9.5242e-14,3.3333e-05,1,0.0028284,-0.998,-0.998,0
-1.1448,0.0012234,-0.0036217,0.00088211,-0.0089542,-0.00061763,0.00031416,0.0001,6.3355e-13,-1.8137e-12,3.3333e-05,-1.9049e-13,3.3333e-05,1,0.0056569,-0.996,-0.996,0
-1.1448,0.0012234,-0.0036217,0.00088208,-0.0089542,-0.00061769,0.00031416,0.0001,9.5032e-13,-2.7206e-12,3.3333e-05,-2.8573e-13,3.3333e-05,1,0.0084853,-0.994,-0.994,0
-1.1448,0.0012233,-0.0036217,0.0008821,-0.0089542,-0.00061771,0.00031416,0.0001,1.3347e-12,-3.2217e-12,3.3333e-05,-4.0374e-13,3.3333e-05,1,0.011314,-0.992,-0.992,0
-1.1448,0.0012233,-0.0036217,0.00088218,-0.0089542,-0.00061765,0.00031416,0.0001,1.8321e-12,-3.0454e-12,3.3333e-05,-5.5974e-13,3.3333e-05,1,0.014142,-0.99,-0.99,0
-1.1448,0.0012233,-0.0036217,0.00088224,-0.0089543,-0.00061759,0.00031416,0.0001,2.1095e-12,-3.1583e-12,3.3333e-05,-5.607e-13,3.3333e-05,1,0.016971,-0.988,-0.988,0
-1.1448,0.0012233,-0.0036216,0.00088228,-0.0089543,-0.00061756,0.00031416,0.0001,2.0484e-12,-3.7162e-12,3.3333e-05,-3.2311e-13,3.3333e-05,1,0.019799,-0.986,-0.986,0
-1.1448,0.0012233,-0.0036216,0.00088232,-0.0089543,-0.00061753,0.00031416,0.0001,1.9873e-12,-4.2741e-12,3.3333e-05,-8.5509e-14,3.3333e-05,1,0.022627,-0.984,-0.984,0
-1.1448,0.0012233,-0.0036216,0.00088229,-0.0089543,-0.00061756,0.00031416,0.0001,1.8588e-12,-4.3941e-12,3.3333e-05,5.0476e-14,3.3333e-05,1,0.025456,-0.982,-0.982,0
-1.1448,0.0012233,-0.0036217,0.00088224,-0.0089543,-0.00061759,0.00031416,0.0001,1.8824e-12,-4.4731e-12,3.3333e-05,1.8162e-13,3.3333e-05,1,0.028284,-0.98,-0.98,0
-1.1448,0.0012233,-0.0036217,0.00088218,-0.0089543,-0.00061762,0.00031416,0.0001,1.9061e-12,-4.5522e-12,3.3333e-05,3.1277e-13,3.3333e-05,1,0.031113,-0.978,-0.978,0
-1.1448,0.0012233,-0.0036217,0.00088211,-0.0089543,-0.0006177,0.00031416,0.0001,3.0965e-12,-4.134e-12,3.3333e-05,-6.889e-14,3.3333e-05,1,0.033941,-0.976,-0.976,0
-1.1448,0.0012234,-0.0036216,0.00088204,-0.0089544,-0.00061778,0.00031416,0.0001,4.3607e-12,-3.5945e-12,3.3333e-05,-5.1913e-13,3.3333e-05,1,0.03677,-0.974,-0.974,0
-1.1448,0.0012234,-0.0036216,0.00088198,-0.0089544,-0.00061783,0.00031416,0.0001,5.024e-12,-2.9465e-12,3.3333e-05,-8.5188e-13,3.3333e-05,1,0.039598,-0.972,-0.972,0
-1.1448,0.0012234,-0.0036216,0.00088196,-0.0089544,-0.00061781,0.00031416,0.0001,5.1856e-12,-3.2641e-12,3.3333e-05,-8.0295e-13,3.3333e-05,1,0.042426,-0.97,-0.97,0
-1.1448,0.0012234,-0.0036216,0.00088194,-0.0089544,-0.00061776,0.00031416,0.0001,5.2294e-12,-3.8085e-12,3.3333e-05,-6.6437e-13,3.3333e-05,1,0.045255,-0.968,-0.968,0
