"alpha_0^0","alpha_1^0","alpha_1^1","alpha_2^0","alpha_2^1","alpha_2^2","radiation flux density","u_0^0","u_1^0","u_1^1","u_2^0","u_2^1","u_2^2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1379,-0.00030226,-0.0021326,-0.0169,-0.022005,-0.0035988,0.00031436,0.00010007,-1.5721e-08,-7.8011e-08,3.3339e-05,3.2888e-08,3.338e-05,1,0,0,-1,0
-1.1383,-0.00075594,-0.003408,-0.017642,-0.019416,-0.0018153,0.00031448,0.0001001,-3.1623e-08,-1.1902e-07,3.3342e-05,3.8292e-08,3.3405e-05,1,0.002,0,-0.998,0
-1.1386,-0.0012096,-0.0046834,-0.018383,-0.016826,-3.1756e-05,0.00031459,0.00010014,-4.7525e-08,-1.6003e-07,3.3346e-05,4.3696e-08,3.3431e-05,1,0.004,0,-0.996,0
-1.139,-0.0016633,-0.0059588,-0.019125,-0.014237,0.0017517,0.0003147,0.00010017,-6.3427e-08,-2.0104e-07,3.3349e-05,4.9099e-08,3.3456e-05,1,0.006,0,-0.994,0
-1.1393,-0.0021672,-0.0071705,-0.019832,-0.011494,0.0034364,0.00031481,0.00010021,-8.0861e-08,-2.3913e-07,3.3353e-05,5.3691e-08,3.3479e-05,1,0.008,0,-0.992,0
-1.1394,-0.0032993,-0.0075832,-0.020089,-0.0068279,0.0038827,0.0003148,0.0001002,-1.175e-07,-2.4067e-07,3.3361e-05,4.8106e-08,3.3469e-05,1,0.01,0,-0.99,0
-1.1395,-0.0044315,-0.0079958,-0.020346,-0.0021622,0.0043291,0.0003148,0.0001002,-1.5414e-07,-2.4221e-07,3.3369e-05,4.2521e-08,3.3459e-05,1,0.012,0,-0.988,0
-1.1398,-0.0048862,-0.0090654,-0.021148,-0.0022587,0.0060753,0.00031486,0.00010022,-1.7659e-07,-2.7331e-07,3.3367e-05,4.6159e-08,3.3477e-05,1,0.014,0,-0.986,0
-1.1401,-0.005267,-0.010207,-0.022009,-0.0028747,0.0079634,0.00031494,0.00010025,-1.9749e-07,-3.0765e-07,3.3364e-05,5.0803e-08,3.3499e-05,1,0.016,0,-0.984,0
-1.1402,-0.0057273,-0.010776,-0.02234,-0.0033535,0.0085371,0.00031493,0.00010025,-2.1849e-07,-3.2172e-07,3.3355e-05,5.0034e-08,3.3507e-05,1,0.018,0,-0.982,0
-1.1398,-0.0063382,-0.010261,-0.021664,-0.003572,0.0066161,0.00031478,0.0001002,-2.3967e-07,-2.9733e-07,3.3335e-05,3.8991e-08,3.3488e-05,1,0.02,0,-0.98,0
-1.1394,-0.0069492,-0.009746,-0.020988,-0.0037905,0.0046949,0.00031463,0.00010015,-2.6085e-07,-2.7294e-07,3.3315e-05,2.7947e-08,3.3469e-05,1,0.022,0,-0.978,0
-1.1392,-0.0068132,-0.0097427,-0.019619,-0.0047367,0.0027102,0.00031457,0.00010013,-2.5521e-07,-2.6901e-07,3.3313e-05,2.0624e-08,3.3455e-05,1,0.024,0,-0.976,0
-1.1391,-0.0063591,-0.0099574,-0.017955,-0.0059927,0.00069839,0.00031455,0.00010012,-2.3815e-07,-2.7379e-07,3.3318e-05,1.4885e-08,3.3444e-05,1,0.026,0,-0.974,0
-1.1389,-0.0060737,-0.010028,-0.016956,-0.007078,-0.00068594,0.00031451,0.00010011,-2.27e-07,-2.7653e-07,3.3319e-05,8.9886e-09,3.3434e-05,1,0.028,0,-0.972,0
-1.1388,-0.006139,-0.009801,-0.01734,-0.0078088,-0.00076632,0.00031446,0.00010009,-2.2815e-07,-2.7505e-07,3.3311e-05,2.7666e-09,3.3429e-05,1,0.03,0,-0.97,0
-1.1386,-0.0062042,-0.0095735,-0.017724,-0.0085397,-0.0008467,0.0003144,0.00010008,-2.2931e-07,-2.7357e-07,3.3303e-05,-3.4556e-09,3.3423e-05,1,0.032,0,-0.968,0
-1.1383,-0.0061557,-0.0089605,-0.017478,-0.010064,-0.0019224,0.00031431,0.00010005,-2.27e-07,-2.6109e-07,3.3297e-05,-1.8013e-08,3.3405e-05,1,0.034,0,-0.966,0
-1.138,-0.0060524,-0.0081619,-0.016928,-0.011969,-0.003477,0.00031419,0.00010001,-2.2304e-07,-2.4331e-07,3.3292e-05,-3.6581e-08,3.3381e-05,1,0.036,0,-0.964,0
-1.1378,-0.0058743,-0.0078015,-0.016798,-0.013881,-0.0041737,0.00031412,9.9989e-05,-2.1826e-07,-2.3837e-07,3.329e-05,-5.194e-08,3.3366e-05,1,0.038,0,-0.962,0
-1.1379,-0.0055408,-0.0083516,-0.017541,-0.015806,-0.0030877,0.00031416,9.9999e-05,-2.1182e-07,-2.6011e-07,3.3296e-05,-6.0629e-08,3.3369e-05,1,0.04,0,-0.96,0
-1.1381,-0.0052073,-0.0089017,-0.018284,-0.017731,-0.0020017,0.00031419,0.00010001,-2.0537e-07,-2.8184e-07,3.3301e-05,-6.9318e-08,3.3372e-05,1,0.042,0,-0.958,0
-1.1382,-0.0044338,-0.0084968,-0.016794,-0.017732,-0.0029399,0.00031425,0.00010003,-1.7966e-07,-2.7522e-07,3.3322e-05,-8.2611e-08,3.3367e-05,1,0.044,0,-0.956,0
-1.1385,-0.0034486,-0.0076322,-0.014229,-0.016808,-0.004852,0.00031432,0.00010005,-1.4469e-07,-2.5496e-07,3.3349e-05,-9.8118e-08,3.3358e-05,1,0.046,0,-0.954,0
-1.1388,-0.0020863,-0.0072324,-0.011435,-0.016945,-0.0066124,0.00031443,0.00010009,-1.0065e-07,-2.4971e-07,3.3376e-05,-1.0861e-07,3.336e-05,1,0.048,0,-0.952,0
-1.1394,5.9863e-05,-0.0077983,-0.0081644,-0.019284,-0.0080575,0.00031462,0.00010015,-3.7765e-08,-2.7566e-07,3.34e-05,-1.0866e-07,3.3385e-05,1,0.05,0,-0.95,0
-1.14,0.002206,-0.0083641,-0.0048936,-0.021623,-0.0095026,0.00031482,0.00010021,2.5115e-08,-3.0162e-07,3.3425e-05,-1.0871e-07,3.341e-05,1,0.052,0,-0.948,0
-1.1401,0.0032618,-0.0080638,-0.0042475,-0.020486,-0.0098158,0.00031487,0.00010023,6.4098e-08,-2.9149e-07,3.3428e-05,-1.0492e-07,3.342e-05,1,0.054,0,-0.946,0
-1.14,0.0037929,-0.0073468,-0.0048643,-0.017678,-0.0095844,0.00031485,0.00010022,9.1582e-08,-2.6401e-07,3.3422e-05,-9.9287e-08,3.3424e-05,1,0.056,0,-0.944,0
-1.14,0.0045397,-0.006361,-0.0048394,-0.01456,-0.0096862,0.00031487,0.00010023,1.2837e-07,-2.295e-07,3.3427e-05,-9.6721e-08,3.3424e-05,1,0.058,0,-0.942,0
-1.1401,0.0057347,-0.0048168,-0.0034811,-0.0108,-0.01048,0.00031496,0.00010025,1.8449e-07,-1.8038e-07,3.3454e-05,-1.0053e-07,3.3418e-05,1,0.06,0,-0.94,0
-1.1403,0.0069297,-0.0032726,-0.0021227,-0.0070404,-0.011274,0.00031504,0.00010028,2.4062e-07,-1.3125e-07,3.3482e-05,-1.0435e-07,3.3412e-05,1,0.062,0,-0.938,0
-1.1403,0.0065955,-0.0026513,-0.0029481,-0.0037245,-0.010593,0.00031502,0.00010028,2.3158e-07,-1.0598e-07,3.3491e-05,-9.4381e-08,3.3399e-05,1,0.064,0,-0.936,0
-1.1401,0.0055253,-0.0024742,-0.0048242,-0.00062254,-0.0092015,0.00031496,0.00010026,1.912e-07,-9.2184e-08,3.3491e-05,-7.7787e-08,3.3383e-05,1,0.066,0,-0.934,0
-1.1397,0.0041971,-0.0020398,-0.0068335,0.0011108,-0.0083785,0.00031484,0.00010022,1.4768e-07,-7.0236e-08,3.3481e-05,-6.7094e-08,3.3361e-05,1,0.068,0,-0.932,0
-1.1388,0.0023329,-0.0010706,-0.0091192,-3.0723e-07,-0.0087368,0.00031458,0.00010013,9.7641e-08,-3.1348e-08,3.3452e-05,-6.8666e-08,3.3326e-05,1,0.07,0,-0.93,0
-1.1379,0.00046861,-0.00010148,-0.011405,-0.0011114,-0.0090952,0.00031433,0.00010005,4.7605e-08,7.5408e-09,3.3422e-05,-7.0238e-08,3.3291e-05,1,0.072,0,-0.928,0
-1.1374,-0.00040737,-0.00019729,-0.012305,-0.0042457,-0.009737,0.00031415,9.9998e-05,2.3576e-08,1.2212e-08,3.3387e-05,-7.6311e-08,3.3283e-05,1,0.074,0,-0.926,0
-1.1371,-0.00080784,-0.0008055,-0.012539,-0.0083535,-0.010515,0.00031402,9.9956e-05,1.2059e-08,4.1882e-10,3.3348e-05,-8.4548e-08,3.3287e-05,1,0.076,0,-0.924,0
-1.1367,-0.0011622,-0.0014216,-0.012901,-0.012024,-0.011251,0.00031388,9.9912e-05,-1.9016e-09,-1.5974e-08,3.331e-05,-9.0861e-08,3.3291e-05,1,0.078,0,-0.922,0
-1.1363,-0.0014208,-0.0020539,-0.013531,-0.014787,-0.011899,0.00031374,9.9866e-05,-2.094e-08,-4.1925e-08,3.3271e-05,-9.3173e-08,3.3294e-05,1,0.08,0,-0.92,0
-1.1359,-0.0016794,-0.0026863,-0.014161,-0.01755,-0.012547,0.0003136,9.9821e-05,-3.9979e-08,-6.7877e-08,3.3232e-05,-9.5486e-08,3.3297e-05,1,0.082,0,-0.918,0
-1.1357,-0.0014376,-0.0035702,-0.014489,-0.020089,-0.012661,0.00031353,9.9801e-05,-3.872e-08,-1.0203e-07,3.3222e-05,-9.4054e-08,3.329e-05,1,0.084,0,-0.916,0
-1.1357,-0.00095502,-0.0045752,-0.014673,-0.02252,-0.012518,0.00031351,9.9793e-05,-2.7693e-08,-1.4012e-07,3.3227e-05,-9.0821e-08,3.328e-05,1,0.086,0,-0.914,0
-1.1358,-0.00061219,-0.0058124,-0.015099,-0.025202,-0.011752,0.00031353,9.98e-05,-1.9742e-08,-1.8667e-07,3.3236e-05,-8.5378e-08,3.3277e-05,1,0.088,0,-0.912,0
