x,u0,u1,u2
0.0,0.4681533816705197,0.22609417495263243,0.1666357111957578
0.025,0.39779120893755454,0.21317911645135632,0.15805923114336456
0.05,0.3309173328251286,0.1934867877866314,0.14771701410930665
0.07500000000000001,0.2658470308868426,0.16974295380814924,0.13454117392383855
0.1,0.20639311377377162,0.14345980855880708,0.11820773073506732
0.125,0.15446135705893518,0.11564166156579586,0.09865598657570611
0.15000000000000002,0.1099567276798041,0.08730153529761589,0.07659827093992254
0.17500000000000002,0.07272008725216265,0.06026976857907703,0.05402197582035959
0.2,0.043451682382241896,0.0370918254219825,0.033785307794183775
0.225,0.022833425974641587,0.01984750520717817,0.01830419032798739
0.25,0.01030975336206651,0.00900052051258141,0.008389259542057674
0.275,0.003935257859612642,0.0033495873295454875,0.003160027274999776
0.30000000000000004,0.0012875618758503439,0.0009671022676319135,0.0009462280097275032
0.325,0.00042674323330070177,0.0001949981633058767,0.00023731430275680392
0.35000000000000003,0.00022958520939927166,2.326738716661958e-05,8.687775975542726e-05
0.375,0.0002016068288525124,1.1915528894612074e-06,6.763012757350853e-05
0.4,0.00019999999999999998,-5.4716846988833325e-21,6.666666666666613e-05
0.42500000000000004,0.00019999999999999998,-5.4716846988833325e-21,6.666666666666613e-05
0.45,0.00019999999999999998,-5.4716846988833325e-21,6.666666666666613e-05
0.47500000000000003,0.00019999999999999998,-5.4716846988833325e-21,6.666666666666613e-05
