x,u0,u1
0.0,2.390306759426876,0.6183644366541895
0.025,2.4170862865518155,0.6511197726870183
0.05,2.4212716969849164,0.6778407661030349
0.07500000000000001,2.402759315645448,0.6978740313833313
0.1,2.362004444248935,0.7107314446166452
0.125,2.3000109455976236,0.7161027696529602
0.15000000000000002,2.2183033270295764,0.7138630030439467
0.17500000000000002,2.1188927075767823,0.7040728021164434
0.2,2.00422719978606,0.6869837923019819
0.225,1.8771283529614056,0.6630271114693558
0.25,1.74072534682209,0.6328044046542779
0.275,1.5983784463085482,0.597073747406919
0.30000000000000004,1.453596678619346,0.5567279630995335
0.325,1.3099565839075997,0.5127727365032996
0.35000000000000003,1.171017175378138,0.46629259784416566
0.375,1.0402401513559025,0.4184157325655408
0.4,0.9209069249059528,0.3702703650179999
0.42500000000000004,0.8160262062783776,0.32294019314387445
0.45,0.728218447512816,0.27743533144926
0.47500000000000003,0.6595835707622968,0.23470424860898864
0.5,0.6116127922672376,0.19570873914617962
0.525,0.5852272823459455,0.16151127053305347
0.55,0.5809256491006707,0.13325651156529061
0.5750000000000001,0.5988805827742504,0.11198110190599513
0.6000000000000001,0.638876219929997,0.09839726771243722
0.625,0.7001541658862513,0.09282971104803756
0.65,0.7813217019668515,0.09527897972079269
0.675,0.8803848629989088,0.1055252634617097
0.7000000000000001,0.9948524527173429,0.12318997528578127
0.7250000000000001,1.121846088854708,0.14776396901785252
0.75,1.2581928918991565,0.1786070674117124
0.775,1.4005073858315469,0.21495353213612187
0.8,1.5452693142209057,0.2559145991830664
0.8250000000000001,1.6889073655687306,0.3004928592870791
0.8500000000000001,1.8278818700018593,0.3476053032229093
0.875,1.9587690344250568,0.3961042035395688
0.9,2.0783455854448296,0.4448060092239184
0.925,2.183667750742597,0.49252038696919936
0.9500000000000001,2.272143325346875,0.5380821512505097
0.9750000000000001,2.3415931100157787,0.5803756307387177
