t,err_u,err_alpha,int_h,int_h_ref
0.0,7.942766484751181e-05,0.026816614322542724,-4.671614554528026,-4.636619433823284
0.003,0.0001586439354228986,0.02680359481770598,-4.6725921517107665,-4.637630371591597
0.006,0.0002375070868870525,0.02675230053336981,-4.673514095639503,-4.638639223687482
0.009000000000000001,0.00031588260503095364,0.02666302803308274,-4.674380851226149,-4.6396461001046605
0.012,0.0003936520527559274,0.026535880379133472,-4.675192329885654,-4.64065111427879
0.015,0.00047072573831515084,0.026371054821837478,-4.6759486472041605,-4.6416543766276375
0.018000000000000002,0.0005470465985451872,0.026168877103551424,-4.67665001530965,-4.6426559966448435
0.021,0.0006225988420637289,0.02593001484811889,-4.6772965954280155,-4.643656083635285
0.024,0.0006974312974166062,0.025654761311879607,-4.6778883844391865,-4.644654746479417
0.027,0.0007716741348206094,0.025343559299842097,-4.678425470627732,-4.645652090655024
0.03,0.0008455649950304843,0.024997063168116215,-4.678907898074354,-4.6466482226470855
0.033,0.0009196039539117899,0.02463432295104579,-4.679356373147768,-4.647643246101268
0.036000000000000004,0.0009953768644586525,0.024410925821274496,-4.679953704020072,-4.648637264770464
0.039,0.0010735676577636585,0.024251886050274125,-4.680625969303361,-4.649630379134746
0.042,0.0011534563364733737,0.024124814410621483,-4.68134021141306,-4.650622689963019
0.045,0.0012339730628109422,0.024014727624523387,-4.682082825838612,-4.651614296897358
0.048,0.0013140936316908835,0.02391307553051279,-4.682841338808212,-4.652605297068277
0.051000000000000004,0.0013937016161571546,0.023809261088245534,-4.683607137557753,-4.653595786442457
0.054,0.0014721815846156533,0.023706899512891944,-4.684381182019608,-4.654585859034416
0.057,0.0015496472411325268,0.023592553205031633,-4.685148738538901,-4.655575608576455
0.06,0.0016261418373708164,0.023465437337852287,-4.685907571645746,-4.656565126519103
0.063,0.0017012169969922444,0.023335037114654913,-4.686667375292491,-4.6575545036762565
0.066,0.0017749436593789858,0.023187435379616598,-4.687410402531016,-4.658543829208204
0.069,0.0018474090756901234,0.023020478261181313,-4.6881316303681215,-4.659533189114982
0.07200000000000001,0.0019187084989231837,0.022839485040331974,-4.688840743173458,-4.660522668911977
0.075,0.0019887305709535338,0.022642533080614702,-4.6895279982047695,-4.661512353378065
0.078,0.0020573322155913415,0.022433565460074717,-4.69019925880574,-4.662502324592383
0.081,0.002124619578248133,0.02220526197237547,-4.690843433392466,-4.663492662121947
0.084,0.002190740744046381,0.021961856435877287,-4.691467351870316,-4.664483445885666
0.08700000000000001,0.0022558753720039056,0.021697178823331262,-4.692055772249261,-4.665474752527259
0.09,0.0023202566974729454,0.021421655921647367,-4.692627514927846,-4.6664666568134345
0.093,0.0023841730850341692,0.0211305479533587,-4.693165706118105,-4.66745923302898
