2022-05-05 19:11:52.015779 ,Iter,Mass,RMS_flux,VTK_out,CSV_out
2022-05-05 19:11:52.875998 ,0.000000,0.130546,79.155132,0.000000,1.000000
2022-05-05 19:11:53.574213 ,1.000000,0.130892,0.986768,0.000000,1.000000
2022-05-05 19:11:54.325262 ,2.000000,0.131228,0.838850,0.000000,1.000000
2022-05-05 19:11:55.042349 ,3.000000,0.131555,0.756077,0.000000,1.000000
2022-05-05 19:11:55.777645 ,4.000000,0.131872,0.694738,0.000000,1.000000
2022-05-05 19:11:56.526484 ,5.000000,0.132181,0.630351,0.000000,1.000000
2022-05-05 19:11:57.317167 ,6.000000,0.132482,0.578788,0.000000,1.000000
2022-05-05 19:11:58.115518 ,7.000000,0.132775,0.538737,0.000000,1.000000
2022-05-05 19:11:58.878068 ,8.000000,0.133061,0.503477,0.000000,1.000000
2022-05-05 19:11:59.669208 ,9.000000,0.133340,0.474133,0.000000,1.000000
2022-05-05 19:12:00.466147 ,10.000000,0.133614,0.448901,0.000000,1.000000
2022-05-05 19:12:01.265546 ,11.000000,0.133881,0.426778,0.000000,1.000000
2022-05-05 19:12:02.032405 ,12.000000,0.134144,0.407093,0.000000,1.000000
2022-05-05 19:12:02.821912 ,13.000000,0.134401,0.389505,0.000000,1.000000
2022-05-05 19:12:03.602737 ,14.000000,0.134654,0.374202,0.000000,1.000000
2022-05-05 19:12:04.404665 ,15.000000,0.134902,0.360558,0.000000,1.000000
2022-05-05 19:12:05.138712 ,16.000000,0.135146,0.347672,0.000000,1.000000
2022-05-05 19:12:05.882968 ,17.000000,0.135387,0.335647,0.000000,1.000000
2022-05-05 19:12:06.667355 ,18.000000,0.135623,0.324651,0.000000,1.000000
2022-05-05 19:12:07.464009 ,19.000000,0.135856,0.314491,0.000000,1.000000
2022-05-05 19:12:08.259456 ,20.000000,0.136086,0.305136,0.000000,1.000000
2022-05-05 19:12:09.040874 ,21.000000,0.136313,0.296581,0.000000,1.000000
2022-05-05 19:12:09.760401 ,22.000000,0.136537,0.288695,0.000000,1.000000
2022-05-05 19:12:10.507191 ,23.000000,0.136758,0.281352,0.000000,1.000000
2022-05-05 19:12:11.242688 ,24.000000,0.136976,0.274444,0.000000,1.000000
2022-05-05 19:12:11.993366 ,25.000000,0.137192,0.268040,0.000000,1.000000
2022-05-05 19:12:12.785124 ,26.000000,0.137405,0.262159,0.000000,1.000000
2022-05-05 19:12:13.568690 ,27.000000,0.137615,0.256532,0.000000,1.000000
2022-05-05 19:12:14.324866 ,28.000000,0.137824,0.251046,0.000000,1.000000
2022-05-05 19:12:15.160653 ,29.000000,0.138030,0.245914,0.000000,1.000000
2022-05-05 19:12:15.997758 ,30.000000,0.138234,0.241102,0.000000,1.000000
2022-05-05 19:12:16.817174 ,31.000000,0.138436,0.236488,0.000000,1.000000
2022-05-05 19:12:17.659768 ,32.000000,0.138636,0.232030,0.000000,1.000000
2022-05-05 19:12:18.468151 ,33.000000,0.138835,0.227702,0.000000,1.000000
2022-05-05 19:12:19.200169 ,34.000000,0.139031,0.223570,0.000000,1.000000
