"alpha_0^0","alpha_1^0","alpha_1^1","radiation flux density","u_0^0","u_1^0","u_1^1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1447,0,0,0.00031416,0.0001,-1.6093e-22,-1.1967e-21,1,0,1,-1,0
-1.1447,0,0,0.00031416,0.0001,3.4395e-21,-2.7155e-21,1,0.0028284,0.998,-0.998,0
-1.1447,0,0,0.00031416,0.0001,1.4241e-20,-7.2719e-21,1,0.0056569,0.996,-0.996,0
-1.1447,0,0,0.00031416,0.0001,3.2243e-20,-1.4866e-20,1,0.0084853,0.994,-0.994,0
-1.1447,0,0,0.00031416,0.0001,5.7447e-20,-2.5497e-20,1,0.011314,0.992,-0.992,0
-1.1447,0,0,0.00031416,0.0001,8.9852e-20,-3.9166e-20,1,0.014142,0.99,-0.99,0
-1.1447,0,0,0.00031416,0.0001,9.2596e-20,-4.6197e-20,1,0.016971,0.988,-0.988,0
-1.1447,0,0,0.00031416,0.0001,9.5336e-20,-5.3244e-20,1,0.019799,0.986,-0.986,0
-1.1447,0,0,0.00031416,0.0001,9.8074e-20,-6.0306e-20,1,0.022627,0.984,-0.984,0
-1.1447,0,0,0.00031416,0.0001,1.0081e-19,-6.7384e-20,1,0.025456,0.982,-0.982,0
-1.1447,0,0,0.00031416,0.0001,1.0354e-19,-7.4478e-20,1,0.028284,0.98,-0.98,0
-1.1447,0,0,0.00031416,0.0001,7.8847e-20,-5.9935e-20,1,0.031113,0.978,-0.978,0
-1.1447,0,0,0.00031416,0.0001,5.3747e-20,-4.5589e-20,1,0.033941,0.976,-0.976,0
-1.1447,0,0,0.00031416,0.0001,2.8238e-20,-3.144e-20,1,0.03677,0.974,-0.974,0
-1.1447,0,0,0.00031416,0.0001,2.322e-21,-1.7487e-20,1,0.039598,0.972,-0.972,0
-1.1447,0,0,0.00031416,0.0001,-2.4003e-20,-3.7317e-21,1,0.042426,0.97,-0.97,0
-1.1447,0,0,0.00031416,0.0001,-1.9601e-20,-5.5787e-21,1,0.045255,0.968,-0.968,0
