epoch,loss,output_1_loss,output_1_mean_absolute_error,output_2_loss,output_2_mean_absolute_error,output_3_loss,output_3_mean_absolute_error,val_loss,val_output_1_loss,val_output_1_mean_absolute_error,val_output_2_loss,val_output_2_mean_absolute_error,val_output_3_loss,val_output_3_mean_absolute_error
10,0.06302907317876816,0.0002158270071959123,0.007495652884244919,0.01934666372835636,0.07402536273002625,0.01934666372835636,0.07402536273002625,0.1099642738699913,0.00027345746639184654,0.013869127258658409,0.06629296392202377,0.18235521018505096,0.06629296392202377,0.18235521018505096
11,0.060371365398168564,0.00016961683286353946,0.0070319632068276405,0.0168934166431427,0.0707675889134407,0.0168934166431427,0.0707675889134407,0.0494241937994957,6.838378612883389e-05,0.005963239353150129,0.00613437918946147,0.053804393857717514,0.00613437918946147,0.053804393857717514
12,0.06163330376148224,0.0002042947890004143,0.007472704164683819,0.018279872834682465,0.07400894910097122,0.018279872834682465,0.07400894910097122,0.0536317341029644,7.493664452340454e-05,0.006756339222192764,0.01048150472342968,0.07375703006982803,0.01048150472342968,0.07375703006982803
13,0.061106618493795395,0.00016045465599745512,0.007347610779106617,0.01795993745326996,0.07491383701562881,0.01795993745326996,0.07491383701562881,0.049647796899080276,4.4468270061770454e-05,0.003919173497706652,0.006695845164358616,0.05909443274140358,0.006695845164358616,0.05909443274140358
14,0.0581805594265461,0.00013485681847669184,0.006838897708803415,0.015223026275634766,0.0696352869272232,0.015223026275634766,0.0696352869272232,0.06249682232737541,0.00016064426745288074,0.01050919946283102,0.019600898027420044,0.10286492854356766,0.019600898027420044,0.10286492854356766
15,0.05932784825563431,0.0001452994329156354,0.007042825687676668,0.01652083732187748,0.07205536216497421,0.01652083732187748,0.07205536216497421,0.04734167829155922,6.322294939309359e-05,0.005338552873581648,0.004695205483585596,0.0483677014708519,0.004695205483585596,0.0483677014708519
16,0.05858476459980011,0.00013939396012574434,0.006922127213329077,0.01594284549355507,0.07026242464780807,0.01594284549355507,0.07026242464780807,0.23404280841350555,0.001118019805289805,0.03030979260802269,0.19052255153656006,0.3284297585487366,0.19052255153656006,0.3284297585487366
17,0.06152290478348732,0.00021447576000355184,0.0073360963724553585,0.018957965075969696,0.07189980149269104,0.018957965075969696,0.07189980149269104,0.04710808023810387,4.491255458560772e-05,0.00457818154245615,0.004793418105691671,0.050234902650117874,0.004793418105691671,0.050234902650117874
18,0.05934779345989227,0.00017894273332785815,0.0069440072402358055,0.01697605289518833,0.06788504123687744,0.01697605289518833,0.06788504123687744,0.04605172947049141,3.865564940497279e-05,0.0037817838601768017,0.0038941146340221167,0.0453958585858345,0.0038941146340221167,0.0453958585858345
19,0.05634119734168053,0.00013157003559172153,0.006813256070017815,0.01417734194546938,0.06860813498497009,0.01417734194546938,0.06860813498497009,0.04501932114362717,3.3724179957062006e-05,0.0034338945988565683,0.0030384145211428404,0.03922309726476669,0.0030384145211428404,0.03922309726476669
20,0.05618320032954216,0.0001128230505855754,0.006883358117192984,0.014204968698322773,0.07116436958312988,0.014204968698322773,0.07116436958312988,0.14588704705238342,0.000563435722142458,0.02018069475889206,0.10354681313037872,0.24217240512371063,0.10354681313037872,0.24217240512371063
21,0.05646878108382225,0.00013204061542637646,0.006780780851840973,0.01463918387889862,0.06806006282567978,0.01463918387889862,0.06806006282567978,0.05350350961089134,7.324731996050104e-05,0.006114616058766842,0.0118204141035676,0.0748959630727768,0.0118204141035676,0.0748959630727768
22,0.05552094057202339,0.00011359095515217632,0.006817913614213467,0.0138766560703516,0.06965886056423187,0.0138766560703516,0.06965886056423187,0.04601852223277092,4.1398008761461824e-05,0.00428256019949913,0.0045344410464167595,0.047297604382038116,0.0045344410464167595,0.047297604382038116
23,0.05502212420105934,0.00010894543811446056,0.0066777607426047325,0.013553556986153126,0.0687384083867073,0.013553556986153126,0.0687384083867073,0.04392177239060402,3.046608435397502e-05,0.003079518210142851,0.0026197757106274366,0.03815174102783203,0.0026197757106274366,0.03815174102783203
24,0.05566513538360596,0.00011645620543276891,0.006682515610009432,0.014358916319906712,0.06854370981454849,0.014358916319906712,0.06854370981454849,0.3458951413631439,0.0015449057100340724,0.036806829273700714,0.3032565116882324,0.4206112027168274,0.3032565116882324,0.4206112027168274
25,0.05553185194730759,0.00011849150905618444,0.006592190358787775,0.014386891387403011,0.06743945926427841,0.014386891387403011,0.06743945926427841,0.04916323721408844,9.97070237644948e-05,0.007576880976557732,0.008114458993077278,0.0639166384935379,0.008114458993077278,0.0639166384935379
26,0.05521656572818756,0.00012816560047212988,0.006424144376069307,0.014218954369425774,0.06462264060974121,0.014218954369425774,0.06462264060974121,0.04407835379242897,4.163892299402505e-05,0.0043899016454815865,0.0032439862843602896,0.04015575721859932,0.0032439862843602896,0.04015575721859932
27,0.05621866136789322,0.00014991778880357742,0.006676074117422104,0.015348393470048904,0.06632378697395325,0.015348393470048904,0.06632378697395325,0.08844628930091858,0.00019049548427574337,0.011263656429946423,0.047611840069293976,0.14826366305351257,0.047611840069293976,0.14826366305351257
28,0.05720599740743637,0.00021126547653693706,0.0066266427747905254,0.01642940193414688,0.06388198584318161,0.01642940193414688,0.06388198584318161,0.04558292031288147,4.9325615691486746e-05,0.005082661751657724,0.005045125726610422,0.05100404471158981,0.005045125726610422,0.05100404471158981
29,0.058179326355457306,0.00022678141249343753,0.006885871756821871,0.017532287165522575,0.06482823938131332,0.017532287165522575,0.06482823938131332,0.04503283649682999,3.336418012622744e-05,0.003245148342102766,0.004651698749512434,0.05042334645986557,0.004651698749512434,0.05042334645986557
30,0.05570441856980324,0.00015869048365857452,0.006399018224328756,0.015276065096259117,0.06332605332136154,0.015276065096259117,0.06332605332136154,0.04193520173430443,3.640181603259407e-05,0.004070863593369722,0.0016995929181575775,0.0285554900765419,0.0016995929181575775,0.0285554900765419
31,0.05371622368693352,0.0001173235650639981,0.006422780454158783,0.01347392424941063,0.06477904319763184,0.01347392424941063,0.06477904319763184,0.04540688544511795,6.903483154019341e-05,0.006531366612762213,0.005284016020596027,0.051907047629356384,0.005284016020596027,0.051907047629356384
32,0.056855037808418274,0.0001712092780508101,0.006602189037948847,0.01670011691749096,0.06372801959514618,0.01670011691749096,0.06372801959514618,0.04221238195896149,2.3829281417420134e-05,0.002468203892931342,0.002267824951559305,0.03457468003034592,0.002267824951559305,0.03457468003034592
33,0.0535849966108799,0.00013241759734228253,0.006272592581808567,0.013604622334241867,0.06237831711769104,0.013604622334241867,0.06237831711769104,0.04646337032318115,7.219660619739443e-05,0.0063174390234053135,0.0066174473613500595,0.05783703923225403,0.0066174473613500595,0.05783703923225403
34,0.05473950505256653,0.00013521833170671016,0.006316184997558594,0.014890692196786404,0.06354248523712158,0.014890692196786404,0.06354248523712158,0.10670538991689682,0.00037654335028491914,0.01728406734764576,0.06667109578847885,0.1714891940355301,0.06667109578847885,0.1714891940355301
35,0.05185268074274063,9.731676982482895e-05,0.006296256091445684,0.012178161181509495,0.0643768459558487,0.012178161181509495,0.0643768459558487,0.04358229041099548,3.7729576433775946e-05,0.0044439565390348434,0.004042529501020908,0.04650186002254486,0.004042529501020908,0.04650186002254486
36,0.052734654396772385,0.00011240925232414156,0.006424715276807547,0.013186343014240265,0.06430782377719879,0.013186343014240265,0.06430782377719879,0.05722859501838684,0.0001303042663494125,0.009502137079834938,0.017734454944729805,0.10091302543878555,0.017734454944729805,0.10091302543878555
37,0.05205786973237991,0.00010429805115563795,0.006420987192541361,0.012655200436711311,0.06491756439208984,0.012655200436711311,0.06491756439208984,0.04509427770972252,4.860398257733323e-05,0.005365913733839989,0.005819197278469801,0.05806170776486397,0.005819197278469801,0.05806170776486397
38,0.05139272287487984,0.00010115299664903432,0.006289874669164419,0.012133010663092136,0.06381285935640335,0.012133010663092136,0.06381285935640335,0.044101543724536896,4.3891905079362914e-05,0.005061073694378138,0.0049681286327540874,0.048945970833301544,0.0049681286327540874,0.048945970833301544
39,0.05105436220765114,9.599159238860011e-05,0.006357667967677116,0.011941764503717422,0.06463304907083511,0.011941764503717422,0.06463304907083511,0.0439210906624794,4.891746357316151e-05,0.00545068783685565,0.004926933441311121,0.050675444304943085,0.004926933441311121,0.050675444304943085
40,0.05127610266208649,0.0001066983095370233,0.006089069880545139,0.012290554121136665,0.06154867634177208,0.012290554121136665,0.06154867634177208,0.04057123884558678,2.0187530026305467e-05,0.0022384708281606436,0.0017430721782147884,0.03026707097887993,0.0017430721782147884,0.03026707097887993
41,0.05072898045182228,0.00010355302947573364,0.006100913509726524,0.011884993873536587,0.061139870434999466,0.011884993873536587,0.061139870434999466,0.21850410103797913,0.0005660668830387294,0.019660862162709236,0.17927609384059906,0.3229641616344452,0.17927609384059906,0.3229641616344452
42,0.050685007125139236,9.950824460247532e-05,0.0061212265864014626,0.011975990608334541,0.06188877671957016,0.011975990608334541,0.06188877671957016,0.045476533472537994,8.863503171596676e-05,0.006912309676408768,0.006848448887467384,0.058634717017412186,0.006848448887467384,0.058634717017412186
43,0.05006321892142296,9.709249570732936e-05,0.006089144852012396,0.011494104750454426,0.06155315041542053,0.011494104750454426,0.06155315041542053,0.05476813018321991,0.00010574210318736732,0.00787445716559887,0.0162653885781765,0.08615729212760925,0.0162653885781765,0.08615729212760925
44,0.049633901566267014,9.507314825896174e-05,0.006154773291200399,0.011212220415472984,0.061787813901901245,0.011212220415472984,0.061787813901901245,0.04724908247590065,8.057083323365077e-05,0.007815572433173656,0.008908786810934544,0.07217947393655777,0.008908786810934544,0.07217947393655777
45,0.0495319664478302,8.891967445379123e-05,0.006192524451762438,0.011254222132265568,0.06330909579992294,0.011254222132265568,0.06330909579992294,0.041935332119464874,3.069758167839609e-05,0.003573523834347725,0.003785663051530719,0.043266937136650085,0.003785663051530719,0.043266937136650085
46,0.050437528640031815,0.00011166010517627001,0.006095239892601967,0.012274356558918953,0.061052244156599045,0.012274356558918953,0.061052244156599045,0.053526658564805984,0.00011059595271945,0.009487923234701157,0.015437768772244453,0.09811747819185257,0.015437768772244453,0.09811747819185257
47,0.04951562359929085,9.271484304917976e-05,0.005932300817221403,0.011508162133395672,0.06038036197423935,0.011508162133395672,0.06038036197423935,0.04398227855563164,6.783814751543105e-05,0.006888007745146751,0.00607012864202261,0.05540657788515091,0.00607012864202261,0.05540657788515091
48,0.04995867609977722,0.00010458056931383908,0.006227359641343355,0.012066308408975601,0.06195884943008423,0.012066308408975601,0.06195884943008423,0.039669305086135864,2.5663941414677538e-05,0.0035137112718075514,0.00192361231893301,0.030898593366146088,0.00192361231893301,0.030898593366146088
49,0.04884764179587364,9.002348815556616e-05,0.00589233310893178,0.011101837269961834,0.060039717704057693,0.011101837269961834,0.060039717704057693,0.04232574254274368,3.011392618645914e-05,0.0034962003119289875,0.004709596745669842,0.047675225883722305,0.004709596745669842,0.047675225883722305
50,0.04886801913380623,9.033161768456921e-05,0.005884403828531504,0.01125631108880043,0.060014743357896805,0.01125631108880043,0.060014743357896805,0.04201444983482361,2.9579217880382203e-05,0.003808247158303857,0.004528561141341925,0.047685135155916214,0.004528561141341925,0.047685135155916214
51,0.04970202222466469,0.00010265483433613554,0.005926827900111675,0.012203751131892204,0.05908053740859032,0.012203751131892204,0.05908053740859032,0.038912683725357056,7.030563574517146e-05,0.006805512122809887,0.0015088582877069712,0.028371889144182205,0.0015088582877069712,0.028371889144182205
52,0.04818243533372879,8.991077629616484e-05,0.005641916301101446,0.010817738249897957,0.05722014233469963,0.010817738249897957,0.05722014233469963,0.03877748176455498,1.7537699022796005e-05,0.0022827759385108948,0.0015442161820828915,0.027060257270932198,0.0015442161820828915,0.027060257270932198
53,0.04807225614786148,9.06584900803864e-05,0.005898210685700178,0.010824971832334995,0.05950457975268364,0.010824971832334995,0.05950457975268364,0.041233934462070465,3.249583096476272e-05,0.004026916343718767,0.00410956796258688,0.04427338019013405,0.00410956796258688,0.04427338019013405
54,0.047273360192775726,8.305687515530735e-05,0.0058013685047626495,0.010161726735532284,0.05869835615158081,0.010161726735532284,0.05869835615158081,0.04018037021160126,2.960343408631161e-05,0.003973569255322218,0.0031904999632388353,0.04162542521953583,0.0031904999632388353,0.04162542521953583
55,0.047381866723299026,8.72065793373622e-05,0.005905196536332369,0.010400776751339436,0.059323281049728394,0.010400776751339436,0.059323281049728394,0.04197324812412262,3.44787331414409e-05,0.004066127818077803,0.005115170031785965,0.05275944247841835,0.005115170031785965,0.05275944247841835
56,0.04706498607993126,8.294430881505832e-05,0.00586768938228488,0.010227692313492298,0.05933413282036781,0.010227692313492298,0.05933413282036781,0.043475061655044556,6.254004256334156e-05,0.00671182619407773,0.006732003763318062,0.061023131012916565,0.006732003763318062,0.061023131012916565
57,0.0465780571103096,8.055312355281785e-05,0.005859402474015951,0.009898735210299492,0.05915233492851257,0.009898735210299492,0.05915233492851257,0.03982531651854515,3.111860132776201e-05,0.004087983164936304,0.0032630765344947577,0.04196200147271156,0.0032630765344947577,0.04196200147271156
58,0.047943342477083206,9.399832924827933e-05,0.005846287123858929,0.011370154097676277,0.058879487216472626,0.011370154097676277,0.058879487216472626,0.047774091362953186,9.070012310985476e-05,0.008182473480701447,0.011252142488956451,0.07795270532369614,0.011252142488956451,0.07795270532369614
59,0.046953510493040085,8.431416790699586e-05,0.0058339484967291355,0.010489980690181255,0.058987852185964584,0.010489980690181255,0.058987852185964584,0.05278594791889191,0.00011670850653899834,0.008340365253388882,0.01634848862886429,0.0871097594499588,0.01634848862886429,0.0871097594499588
60,0.046812620013952255,8.379558857996017e-05,0.005797069985419512,0.010458853095769882,0.05849118158221245,0.010458853095769882,0.05849118158221245,0.05032026022672653,8.864914707373828e-05,0.007252961862832308,0.014011701568961143,0.07958979904651642,0.014011701568961143,0.07958979904651642
61,0.04656044393777847,8.196609269361943e-05,0.005703407805413008,0.010312261991202831,0.057828277349472046,0.010312261991202831,0.057828277349472046,0.042704615741968155,4.804063792107627e-05,0.005720894318073988,0.006547023542225361,0.05988259240984917,0.006547023542225361,0.05988259240984917
62,0.04731384292244911,8.775166497798637e-05,0.005853941664099693,0.011165045201778412,0.05956519395112991,0.011165045201778412,0.05956519395112991,0.03978828713297844,3.527021544869058e-05,0.004316192120313644,0.0037440320011228323,0.0432724691927433,0.0037440320011228323,0.0432724691927433
63,0.04506002739071846,7.114217441994697e-05,0.005611562170088291,0.00903463177382946,0.056918270885944366,0.00903463177382946,0.056918270885944366,0.04196150228381157,4.437438474269584e-05,0.005281012039631605,0.006019486580044031,0.05816251412034035,0.006019486580044031,0.05816251412034035
64,0.045576490461826324,7.878970063757151e-05,0.005716218613088131,0.009652011096477509,0.05775420740246773,0.009652011096477509,0.05775420740246773,0.08322266489267349,0.00037157756742089987,0.016906725242733955,0.04706446826457977,0.14578981697559357,0.04706446826457977,0.14578981697559357
65,0.04698453098535538,0.00010401522013125941,0.005686011631041765,0.011138315312564373,0.05584321916103363,0.011138315312564373,0.05584321916103363,0.04314279183745384,3.863647725665942e-05,0.005010835360735655,0.007411102764308453,0.06567641347646713,0.007411102764308453,0.06567641347646713
66,0.046808674931526184,9.17412035050802e-05,0.0057715317234396935,0.0110766077414155,0.058009952306747437,0.0110766077414155,0.058009952306747437,0.03924354538321495,3.565620500012301e-05,0.004751111380755901,0.00361582450568676,0.042689912021160126,0.00361582450568676,0.042689912021160126
67,0.045444805175065994,7.682726572966203e-05,0.005604805424809456,0.009832422249019146,0.05688655748963356,0.009832422249019146,0.05688655748963356,0.06517641246318817,0.0002757002366706729,0.01518616359680891,0.029417216777801514,0.11922330409288406,0.029417216777801514,0.11922330409288406
68,0.044451139867305756,7.026919047348201e-05,0.0053785210475325584,0.008951366879045963,0.054724499583244324,0.008951366879045963,0.054724499583244324,0.040778886526823044,4.964181061950512e-05,0.005689634941518307,0.005355848930776119,0.05319086089730263,0.005355848930776119,0.05319086089730263
69,0.044846199452877045,7.327392813749611e-05,0.005731923505663872,0.00945307221263647,0.058181896805763245,0.00945307221263647,0.058181896805763245,0.03821132332086563,2.3765400328557007e-05,0.0034916403237730265,0.00292695639654994,0.03914640471339226,0.00292695639654994,0.03914640471339226
70,0.045666661113500595,8.444685227004811e-05,0.005766016896814108,0.010375206358730793,0.058155082166194916,0.010375206358730793,0.058155082166194916,0.03701407089829445,2.3413873350364156e-05,0.003258157754316926,0.001834507449530065,0.030458571389317513,0.001834507449530065,0.030458571389317513
71,0.045135993510484695,7.794827979523689e-05,0.005316855385899544,0.009952482767403126,0.054110072553157806,0.009952482767403126,0.054110072553157806,0.0472845658659935,8.116212848108262e-05,0.008128992281854153,0.012153555639088154,0.08622130006551743,0.012153555639088154,0.08622130006551743
72,0.044842008501291275,7.923202792881057e-05,0.005478917621076107,0.009761481545865536,0.055250395089387894,0.009761481545865536,0.055250395089387894,0.03831703960895538,3.266135900048539e-05,0.004219046328216791,0.00333702121861279,0.0431596003472805,0.00333702121861279,0.0431596003472805
73,0.043792061507701874,7.120218651834875e-05,0.005387490149587393,0.008830982260406017,0.05450829491019249,0.008830982260406017,0.05450829491019249,0.044135600328445435,4.75874803669285e-05,0.005982690490782261,0.00925619900226593,0.0745021253824234,0.00925619900226593,0.0745021253824234
74,0.043740369379520416,6.78749565850012e-05,0.005549699068069458,0.008893730118870735,0.05633186921477318,0.008893730118870735,0.05633186921477318,0.05775744467973709,0.0001528304856037721,0.01123177818953991,0.022887689992785454,0.11843792349100113,0.022887689992785454,0.11843792349100113
75,0.04475037381052971,8.09176272014156e-05,0.005420931149274111,0.010002695955336094,0.05467051640152931,0.010002695955336094,0.05467051640152931,0.036808986216783524,2.914361539296806e-05,0.004520545247942209,0.002166450722143054,0.03350169584155083,0.002166450722143054,0.03350169584155083
76,0.043595146387815475,6.999701145105064e-05,0.005568178836256266,0.008967764675617218,0.056421227753162384,0.008967764675617218,0.056421227753162384,0.04536499083042145,5.6012406275840476e-05,0.005790333263576031,0.010809116996824741,0.07183052599430084,0.010809116996824741,0.07183052599430084
77,0.0437009297311306,7.498822378693148e-05,0.005532539915293455,0.00918443314731121,0.055676884949207306,0.00918443314731121,0.055676884949207306,0.07046910375356674,0.00021900424326304346,0.013693497516214848,0.035860463976860046,0.14981210231781006,0.035860463976860046,0.14981210231781006
78,0.04308260232210159,6.642151856794953e-05,0.005403721705079079,0.008692310191690922,0.054821841418743134,0.008692310191690922,0.054821841418743134,0.04157574102282524,5.8571349654812366e-05,0.006361660547554493,0.00725560961291194,0.057910721749067307,0.00725560961291194,0.057910721749067307
79,0.042969927191734314,6.733945338055491e-05,0.005481241270899773,0.008704164065420628,0.05532206594944,0.008704164065420628,0.05532206594944,0.045585863292217255,0.00010035399463959038,0.008465797640383244,0.011347035877406597,0.06782583892345428,0.011347035877406597,0.06782583892345428
80,0.04299160838127136,6.778018723707646e-05,0.005408463068306446,0.008849043399095535,0.05485927686095238,0.008849043399095535,0.05485927686095238,0.03851902857422829,4.214753062115051e-05,0.0048412117175757885,0.004461692646145821,0.0463150292634964,0.004461692646145821,0.0463150292634964
81,0.04241377115249634,6.576530722668394e-05,0.005146618001163006,0.008396214805543423,0.05234332010149956,0.008396214805543423,0.05234332010149956,0.03635838255286217,2.243574090243783e-05,0.003442703280597925,0.002445152960717678,0.03559701517224312,0.002445152960717678,0.03559701517224312
82,0.04289214685559273,7.136720523703843e-05,0.005217466037720442,0.008984125219285488,0.052674055099487305,0.008984125219285488,0.052674055099487305,0.03751270845532417,4.254341183695942e-05,0.005684708245098591,0.003687061369419098,0.04657157137989998,0.003687061369419098,0.04657157137989998
83,0.04293856397271156,7.264579471666366e-05,0.00531819136813283,0.00914102140814066,0.05369255691766739,0.00914102140814066,0.05369255691766739,0.0378827303647995,2.243371091026347e-05,0.0034364324528723955,0.004191790707409382,0.04659827798604965,0.004191790707409382,0.04659827798604965
84,0.04258093610405922,6.868677883176133e-05,0.005313789937645197,0.008901952765882015,0.0539933405816555,0.008901952765882015,0.0539933405816555,0.06937666237354279,0.00020104418217670172,0.0123696094378829,0.03561988100409508,0.13614095747470856,0.03561988100409508,0.13614095747470856
85,0.0417737253010273,6.20178907411173e-05,0.005215576849877834,0.008217104710638523,0.053167924284935,0.008217104710638523,0.053167924284935,0.03565337136387825,1.4276413821789902e-05,0.0026221268344670534,0.002205022843554616,0.033806465566158295,0.002205022843554616,0.033806465566158295
86,0.04192778468132019,6.362285057548434e-05,0.0052949474193155766,0.008488334715366364,0.053956542164087296,0.008488334715366364,0.053956542164087296,0.03776233270764351,2.2803113097324967e-05,0.0035557872615754604,0.004425941966474056,0.0465586818754673,0.004425941966474056,0.0465586818754673
87,0.041701797395944595,6.317359657259658e-05,0.0052784462459385395,0.008378027006983757,0.05362754315137863,0.008378027006983757,0.05362754315137863,0.03539985045790672,2.1607225789921358e-05,0.0032742468174546957,0.002174898749217391,0.03241009637713432,0.002174898749217391,0.03241009637713432
88,0.042461372911930084,7.234107761178166e-05,0.00506772194057703,0.009234495460987091,0.05151655897498131,0.009234495460987091,0.05151655897498131,0.03776171803474426,3.175400343025103e-05,0.004548178520053625,0.004625990521162748,0.04970554634928703,0.004625990521162748,0.04970554634928703
89,0.04113955423235893,6.0266520449658856e-05,0.00517991790547967,0.00803274568170309,0.052813246846199036,0.00803274568170309,0.052813246846199036,0.03773440048098564,4.157322473474778e-05,0.005555323325097561,0.00469750352203846,0.049369972199201584,0.00469750352203846,0.049369972199201584
90,0.04158486798405647,6.498385482700542e-05,0.005100608803331852,0.008574734441936016,0.051960866898298264,0.008574734441936016,0.051960866898298264,0.0402199923992157,5.1320290367584676e-05,0.0058483644388616085,0.007274360861629248,0.05982741713523865,0.007274360861629248,0.05982741713523865
91,0.04205520451068878,7.968271529534832e-05,0.005170883145183325,0.009122875519096851,0.0518156960606575,0.009122875519096851,0.0518156960606575,0.049089640378952026,0.00013452717394102365,0.010024200193583965,0.016146032139658928,0.0936863049864769,0.016146032139658928,0.0936863049864769
92,0.04070102423429489,5.827077620779164e-05,0.005227195098996162,0.007886499166488647,0.05340695008635521,0.007886499166488647,0.05340695008635521,0.034091223031282425,1.2839695955335628e-05,0.0023698837030678988,0.0013723414158448577,0.027200745418667793,0.0013723414158448577,0.027200745418667793
93,0.04234294965863228,7.508660200983286e-05,0.005243279505521059,0.009602106176316738,0.05318673700094223,0.009602106176316738,0.05318673700094223,0.03870781138539314,6.712689355481416e-05,0.006736221257597208,0.006014376878738403,0.05223342776298523,0.006014376878738403,0.05223342776298523
94,0.0409478135406971,6.239440699573606e-05,0.0050567081198096275,0.008303781040012836,0.05152205750346184,0.008303781040012836,0.05152205750346184,0.04114919900894165,5.7500768889440224e-05,0.005930818617343903,0.00855316873639822,0.06250186264514923,0.00855316873639822,0.06250186264514923
95,0.042456720024347305,7.69567777751945e-05,0.005195912439376116,0.009885808452963829,0.052750054746866226,0.009885808452963829,0.052750054746866226,0.03800211474299431,4.435116352397017e-05,0.005063959863036871,0.005495611112564802,0.05224302411079407,0.005495611112564802,0.05224302411079407
96,0.03938893973827362,5.1955936214653775e-05,0.004725892562419176,0.0069284276105463505,0.048403386026620865,0.0069284276105463505,0.048403386026620865,0.03348574787378311,1.1442297363828402e-05,0.002274503232911229,0.0011136251268908381,0.02380557917058468,0.0011136251268908381,0.02380557917058468
97,0.04065926745533943,6.574187136720866e-05,0.005077421199530363,0.00827411562204361,0.05135394260287285,0.00827411562204361,0.05135394260287285,0.04498666524887085,8.571319631300867e-05,0.006631228607147932,0.012622283771634102,0.06776758283376694,0.012622283771634102,0.06776758283376694
98,0.040468696504831314,6.488336657639593e-05,0.005105869844555855,0.008173095993697643,0.05181450396776199,0.008173095993697643,0.05181450396776199,0.03967565670609474,6.0783218941651285e-05,0.006448752246797085,0.007422625087201595,0.05681249499320984,0.007422625087201595,0.05681249499320984
99,0.04036538675427437,6.163967918837443e-05,0.005073144566267729,0.008154913783073425,0.05179593712091446,0.008154913783073425,0.05179593712091446,0.03852730616927147,5.521777711692266e-05,0.006814043037593365,0.006367923691868782,0.061343003064394,0.006367923691868782,0.061343003064394
100,0.04043273255228996,6.554424908244982e-05,0.0051359012722969055,0.008299981243908405,0.05193572863936424,0.008299981243908405,0.05193572863936424,0.03885198384523392,3.618346090661362e-05,0.004987222608178854,0.00679390924051404,0.05868932232260704,0.00679390924051404,0.05868932232260704
101,0.04061095044016838,6.656716868747026e-05,0.004968376364558935,0.008560560643672943,0.050233393907547,0.008560560643672943,0.050233393907547,0.034400831907987595,1.607486410648562e-05,0.0028659040108323097,0.002443379955366254,0.03604124113917351,0.002443379955366254,0.03604124113917351
102,0.03950885310769081,5.774154487880878e-05,0.005014148540794849,0.007554609794169664,0.051076557487249374,0.007554609794169664,0.051076557487249374,0.03638702258467674,3.395311796339229e-05,0.004513165447860956,0.004502290394157171,0.046369459480047226,0.004502290394157171,0.046369459480047226
