0.9511898000,0.2182179000,0.2182177000,0.1209877000
0.7867958000,0.2182179000,0.5773503000,0.0907407400
0.7867958000,0.5773503000,0.2182179000,0.0907407400
0.5773503000,0.2182179000,0.7867958000,0.0907407400
0.5773503000,0.5773503000,0.5773503000,0.0925925900
0.5773503000,0.7867958000,0.2182179000,0.0907407400
0.2182179000,0.2182179000,0.9511898000,0.1209877000
0.2182179000,0.5773503000,0.7867958000,0.0907407400
0.2182179000,0.7867958000,0.5773503000,0.0907407400
0.2182179000,0.9511898000,0.2182177000,0.1209877000
-0.9511898000,0.2182179000,0.2182177000,0.1209877000
-0.7867958000,0.2182179000,0.5773503000,0.0907407400
-0.7867958000,0.5773503000,0.2182179000,0.0907407400
-0.5773503000,0.2182179000,0.7867958000,0.0907407400
-0.5773503000,0.5773503000,0.5773503000,0.0925925900
-0.5773503000,0.7867958000,0.2182179000,0.0907407400
-0.2182179000,0.2182179000,0.9511898000,0.1209877000
-0.2182179000,0.5773503000,0.7867958000,0.0907407400
-0.2182179000,0.7867958000,0.5773503000,0.0907407400
-0.2182179000,0.9511898000,0.2182177000,0.1209877000
-0.9511898000,-0.2182179000,0.2182177000,0.1209877000
-0.7867958000,-0.2182179000,0.5773503000,0.0907407400
-0.7867958000,-0.5773503000,0.2182179000,0.0907407400
-0.5773503000,-0.2182179000,0.7867958000,0.0907407400
-0.5773503000,-0.5773503000,0.5773503000,0.0925925900
-0.5773503000,-0.7867958000,0.2182179000,0.0907407400
-0.2182179000,-0.2182179000,0.9511898000,0.1209877000
-0.2182179000,-0.5773503000,0.7867958000,0.0907407400
-0.2182179000,-0.7867958000,0.5773503000,0.0907407400
-0.2182179000,-0.9511898000,0.2182177000,0.1209877000
0.9511898000,-0.2182179000,0.2182177000,0.1209877000
0.7867958000,-0.2182179000,0.5773503000,0.0907407400
0.7867958000,-0.5773503000,0.2182179000,0.0907407400
0.5773503000,-0.2182179000,0.7867958000,0.0907407400
0.5773503000,-0.5773503000,0.5773503000,0.0925925900
0.5773503000,-0.7867958000,0.2182179000,0.0907407400
0.2182179000,-0.2182179000,0.9511898000,0.1209877000
0.2182179000,-0.5773503000,0.7867958000,0.0907407400
0.2182179000,-0.7867958000,0.5773503000,0.0907407400
0.2182179000,-0.9511898000,0.2182177000,0.1209877000
0.9511898000,0.2182179000,-0.2182177000,0.1209877000
0.7867958000,0.2182179000,-0.5773503000,0.0907407400
0.7867958000,0.5773503000,-0.2182179000,0.0907407400
0.5773503000,0.2182179000,-0.7867958000,0.0907407400
0.5773503000,0.5773503000,-0.5773503000,0.0925925900
0.5773503000,0.7867958000,-0.2182179000,0.0907407400
0.2182179000,0.2182179000,-0.9511898000,0.1209877000
0.2182179000,0.5773503000,-0.7867958000,0.0907407400
0.2182179000,0.7867958000,-0.5773503000,0.0907407400
0.2182179000,0.9511898000,-0.2182177000,0.1209877000
-0.9511898000,0.2182179000,-0.2182177000,0.1209877000
-0.7867958000,0.2182179000,-0.5773503000,0.0907407400
-0.7867958000,0.5773503000,-0.2182179000,0.0907407400
-0.5773503000,0.2182179000,-0.7867958000,0.0907407400
-0.5773503000,0.5773503000,-0.5773503000,0.0925925900
-0.5773503000,0.7867958000,-0.2182179000,0.0907407400
-0.2182179000,0.2182179000,-0.9511898000,0.1209877000
-0.2182179000,0.5773503000,-0.7867958000,0.0907407400
-0.2182179000,0.7867958000,-0.5773503000,0.0907407400
-0.2182179000,0.9511898000,-0.2182177000,0.1209877000
-0.9511898000,-0.2182179000,-0.2182177000,0.1209877000
-0.7867958000,-0.2182179000,-0.5773503000,0.0907407400
-0.7867958000,-0.5773503000,-0.2182179000,0.0907407400
-0.5773503000,-0.2182179000,-0.7867958000,0.0907407400
-0.5773503000,-0.5773503000,-0.5773503000,0.0925925900
-0.5773503000,-0.7867958000,-0.2182179000,0.0907407400
-0.2182179000,-0.2182179000,-0.9511898000,0.1209877000
-0.2182179000,-0.5773503000,-0.7867958000,0.0907407400
-0.2182179000,-0.7867958000,-0.5773503000,0.0907407400
-0.2182179000,-0.9511898000,-0.2182177000,0.1209877000
0.9511898000,-0.2182179000,-0.2182177000,0.1209877000
0.7867958000,-0.2182179000,-0.5773503000,0.0907407400
0.7867958000,-0.5773503000,-0.2182179000,0.0907407400
0.5773503000,-0.2182179000,-0.7867958000,0.0907407400
0.5773503000,-0.5773503000,-0.5773503000,0.0925925900
0.5773503000,-0.7867958000,-0.2182179000,0.0907407400
0.2182179000,-0.2182179000,-0.9511898000,0.1209877000
0.2182179000,-0.5773503000,-0.7867958000,0.0907407400
0.2182179000,-0.7867958000,-0.5773503000,0.0907407400
0.2182179000,-0.9511898000,-0.2182177000,0.1209877000
