u_0,u_1,u_2,u_0_ref,u_1_ref,u_2_ref
0.5873214558174459,0.22170780210492969,0.18243606898024953,0.5796483243915932,0.21331433656721677,0.18189199980939036
0.572125260570324,0.22050368984088117,0.17995470041992584,0.5648541988783932,0.212808026935056,0.17968645082558177
0.5591040356895002,0.2186211452995525,0.1778996261948453,0.5523972417668269,0.21146561464002622,0.17792807386455856
0.546258099390488,0.21668005379297547,0.17584544980814165,0.5400751346829433,0.210052839062172,0.1761708362860599
0.5335427807676029,0.2146849599392976,0.17378632750993242,0.527839064109852,0.20857651131425006,0.17440763990243294
0.5209360174214089,0.21263226711800515,0.1717211791990628,0.515670453718639,0.20703283122688226,0.1726371880163945
0.5084134380305092,0.21051742929775924,0.16964889760881421,0.5035507289001351,0.20541731996532475,0.17085802744310502
0.49594558227888547,0.2083341506126096,0.16756777841119216,0.49146124327898255,0.2037252669957022,0.16906865363429494
0.4834956986794949,0.20607388642080746,0.16547556957358145,0.47938011516956947,0.20195082849461635,0.16726714926094793
0.4710173115122187,0.2037249248190155,0.16336904541542493,0.46728270990725423,0.2000867756059637,0.16545107518883023
0.4584527271284557,0.20127198292893936,0.16124418068948682,0.45514270482840025,0.19812495105315353,0.1636177337960505
0.4457323583158895,0.19869575555588942,0.15909580385493632,0.44293240092803454,0.19605612610465928,0.16176387192685707
0.4327765339152095,0.19597349929447286,0.15691814934018378,0.43062484288250075,0.19387048231266096,0.1598858669234449
0.41950010782961683,0.1930801895846424,0.15470538538382275,0.41819606824874833,0.19155851424991602,0.15798016514396354
0.40582090729015613,0.18999131090480934,0.15245273203891957,0.40562579104094093,0.18911055194817794,0.15604280484224337
0.39167276155353653,0.18668713713950408,0.15015842056333506,0.3929032674047699,0.1865188823353926,0.15407021821617972
0.3770224221634281,0.1831585069269452,0.14782599640593191,0.3800290644637946,0.18377847860078744,0.15205938270600053
0.36188840784026477,0.17941313164352676,0.14546648702960302,0.36701860065103736,0.18088814667832817,0.15000860034177627
0.3463588686779794,0.17548174433921168,0.143100512641822,0.3539031063424318,0.177852268082856,0.14791504556208487
0.3306013428392453,0.17142086468976173,0.14075793099186112,0.3407303126778447,0.17467733444435812,0.14578171161302095
0.31485885855779616,0.1673102993201242,0.13847503313073892,0.32756642940319397,0.17137942563486147,0.14361014376590558
0.2994273758097552,0.16324356956336733,0.13628795578318095,0.3144894878483736,0.16797781663027322,0.14140341170717255
0.2846160271953425,0.15931280059346545,0.13422420653587452,0.30158748116886197,0.16449687164282425,0.13916726625175238
0.2706991996357988,0.15559196909621073,0.13229507256774395,0.2889543170315518,0.1609647400225274,0.13690909754749148
0.25787440584079674,0.1521250418924893,0.13049245545842672,0.27667916873296583,0.15741042224886223,0.1346362390541253
0.24623821259272993,0.1489220226572046,0.12879129973137404,0.2648433430029404,0.15386273634081082,0.13235654936930952
0.23578587415420157,0.14596395968476122,0.1271567794896759,0.25351439866320186,0.1503483109414431,0.13007765588629794
0.22643059327643286,0.14321261433264748,0.12555243572006064,0.24274200212149974,0.14689025509774717,0.12780612535044372
0.21803316153665006,0.14062099770230588,0.12394627545692358,0.23255818997181116,0.14350740361529718,0.12554836186879814
0.21043088423771894,0.13814035566284735,0.12231261505088953,0.22297529209242198,0.14021320546164381,0.12330885604471901
0.20346003980277258,0.13572414343785608,0.12063134689039896,0.21398779019708924,0.13701575921775042,0.1210900323451525
0.1969692555552529,0.1333287463771823,0.11888520021646766,0.20557792291202545,0.13391936168661656,0.11889442799767452
0.19082541390784094,0.13091309044497762,0.11705722867025012,0.1977158284271186,0.1309239401909997,0.11672246139219294
0.18491490917456543,0.12843804125759342,0.1151292347509745,0.1903633673062078,0.1280256090743985,0.11457306529185461
0.1791430900200054,0.12586686002235922,0.11308174007705492,0.18347861446365968,0.12521860814909613,0.1124447903212281
0.17343493110981395,0.12316779197965749,0.11089647306661875,0.1770174553219332,0.12249508980802021,0.1103355112226628
0.16774136546683255,0.12032224719392995,0.10856404127474281,0.17093384349414223,0.1198452709258162,0.10824126941540592
