u_0,u_1,u_2,u_0_ref,u_1_ref,u_2_ref
0.16205787861525442,0.11734395200275596,0.10610198018259503,0.16518405375497258,0.11725899311344033,0.10615824478193547
0.15646553183078404,0.11432186068632343,0.10359188429226027,0.15972639281467774,0.11472527894331544,0.10408204506418914
0.15121756052105062,0.11150824366159715,0.1012673116385959,0.1545206309242657,0.11223238693744605,0.10200711991428876
0.1466065625319067,0.10921494128307624,0.0993635964173166,0.14952880403190522,0.10976805291918257,0.09992705486359507
0.14234548917878637,0.10704879096292275,0.09751148681133637,0.14471611581858132,0.10732004705538586,0.0978350225601841
0.13826068709449213,0.10491100660345302,0.09564673527058798,0.14005032463744266,0.10487543683568257,0.0957236140200086
0.13427921282436592,0.10277016475227148,0.09375587305303465,0.13550015597023288,0.10242061479038586,0.09358383325009623
0.13036971094690053,0.10061710231645682,0.09183863651674563,0.13103671375921105,0.0999415240111952,0.09140612273509396
0.12652496559711665,0.09845806593831628,0.08990583568505639,0.12663266236575166,0.09742389632618499,0.08917999409203765
0.12275454817857691,0.09631165642649692,0.0879782372699305,0.12226252712633547,0.09485283449750595,0.08689436855306712
0.11907811156369708,0.0942068600855403,0.0860860012892432,0.11790157062057716,0.09221323238355972,0.08453714990991171
0.11546460386947842,0.09210761663609972,0.08419380771700312,0.11352784112214256,0.08949064576929326,0.08209678849772431
0.11173468725984102,0.08982531255172252,0.08211650644535003,0.10912052510084491,0.08667042063815492,0.0795612015246838
0.10781195714984387,0.08731397046695695,0.07982523450996429,0.10466186198415475,0.08373990314813862,0.07691958650078246
0.1036700037443444,0.08455609527461161,0.07730874052409341,0.10013728463428768,0.0806880712869363,0.07416265854912998
0.09929962878221515,0.08154348899758014,0.074560964532302,0.09553565260457286,0.07750655441287554,0.07128308403808849
0.09470167225492403,0.07827518698974956,0.07158137274648803,0.09085071854419285,0.07419067347374173,0.06827673920797875
0.0898859135635043,0.0747577746363394,0.06837589627822799,0.08608117479340091,0.07073987442497673,0.06514304710804081
0.08487121140158478,0.07100603207755606,0.06495774766444626,0.08123188109831096,0.06715873231940969,0.061886128692554554
0.0796854476451972,0.06704315770893939,0.06134765937378907,0.07631348759066688,0.0634570357311734,0.05851473673554999
0.07436509492698734,0.06290059084348901,0.05757382142711878,0.07134288936050533,0.05965027416605088,0.05504275150312855
0.06895418125307284,0.0586171868451769,0.05367116821237941,0.06634370342724792,0.05576013393803235,0.05148987304748468
0.06350280560927547,0.05423802515928259,0.04968031365062104,0.06134366075044309,0.05181232780104893,0.047879423194124256
0.058065215978951465,0.04981270983998846,0.04564606164533173,0.05637582698855937,0.047837874942269265,0.04423978086282507
0.05269764912308808,0.04539344535817042,0.041615675596821056,0.05147773691539636,0.04387176309965215,0.040602968598804155
0.04745600200217324,0.041032904311784545,0.037636941557794526,0.046685615812767305,0.039949126799088824,0.03700131997943932
0.042393547776736,0.03678209653118029,0.03375625483155632,0.04203703458222875,0.036105853862576025,0.03346796558788761
0.03755885152481279,0.032688387663827916,0.030016804905115484,0.037570764810137415,0.03237998450400363,0.030038222954049527
0.032993971470849884,0.02879374033747515,0.026456968551774214,0.03332022779269885,0.028805251973080995,0.026743295764807537
0.028733098843850186,0.02513335080243598,0.023109046990148523,0.029315121747231606,0.025412241893187176,0.023612384625785337
0.024801668022162146,0.0217346951847221,0.019998382064125735,0.025580287335785854,0.022225885274994823,0.020668442655214992
0.021215971796345805,0.018617033276136924,0.01714287956187498,0.022132595571272975,0.01926607677609252,0.01793016235586972
0.017983273056705343,0.01579138838822502,0.014552966050597116,0.018984227557667106,0.01654732299221378,0.015412435531458294
0.015102348099854931,0.013260926880377461,0.012231911807223595,0.016140108772545805,0.014078110438500532,0.013123313217604873
0.012564393085170662,0.011021683929674921,0.010176477798377933,0.01359801949187667,0.0118601423940665,0.011064855904436715
0.010354202388480737,0.009063575790662396,0.008377821201839306,0.011350419645724282,0.00989006610549394,0.009234624954332504
0.008451509535722284,0.007371571704730492,0.006822554365332477,0.009385870153028138,0.008160990201668246,0.007626916099525585
0.0068323956374404474,0.005926951926928287,0.005493884199748889,0.007687743324164459,0.0066606058373469505,0.00623103162649481
0.005470662877506651,0.004708546188994005,0.004372736551826525,0.006236080543950073,0.005373193388944053,0.005032295952469804
0.004339089377279034,0.0036938693312477556,0.0034387846087243355,0.005007607397361732,0.004279758383673282,0.004013234405344054
0.003410485637671742,0.0028600697801966,0.002671305181397835,0.00397935712197325,0.0033621086175189057,0.0031582279969897278
0.002658493348659006,0.0021846355161969496,0.0020498107189172127,0.0031292997305206243,0.0026020403473355435,0.0024504808722516764
0.0020580978164415373,0.001645835846106182,0.0015544464010327993,0.0024356588401231935,0.0019808791398673747,0.0018730041215654113
0.0015858331645967041,0.0012229557437359268,0.0011662208949216554,0.001877257354001099,0.001480561263880726,0.0014090338686187736
0.0012190540469392607,0.0008951772670899212,0.0008661086209565464,0.0014347061782887098,0.0010842170459705713,0.001042840250685331
0.000933507288495683,0.0006408537980810999,0.0006331634533539084,0.0010893824725175922,0.0007759699439742909,0.0007591356623638818
0.0007124953867357936,0.00044380321066729306,0.00045446540585838713,0.0008252271290468913,0.0005408586222004826,0.0005444246168852895
0.0005451620833240939,0.000295025512308505,0.0003211617350427682,0.0006276837964006582,0.000365995900590879,0.0003862718128023836
0.0004268212574544203,0.000191020689692696,0.0002295840436874942,0.00048363852904552787,0.0002397454905476018,0.0002732137120419742
0.0003465180192435287,0.0001213949573273547,0.00016909183710853582,0.000381792282047218,0.00015112579150689282,0.00019529358727489286
0.0002927359162972947,7.541047387022482e-05,0.00012970156042818443,0.00031241940831083174,9.181181368366e-05,0.00014380173649607955
0.00025713642275263074,4.544221685124521e-05,0.00010444198455803106,0.00026656032696105735,5.348751071085247e-05,0.00011097608178607293
0.0002341383583109721,2.6408643431970087e-05,8.866839010335102e-05,0.00023767466249249923,2.9807273271718393e-05,9.114702305668846e-05
0.0002198326367994649,1.4766062565083077e-05,7.917089840603617e-05,0.0002199343733725921,1.5496848280512272e-05,7.931066190354876e-05
0.0002113162706101903,7.934868265444257e-06,7.367057832022196e-05,0.00020963922239023393,7.328101558897878e-06,7.269703493149621e-05
0.00020644936719756,4.074158626824497e-06,7.059258540528596e-05,0.00020375303751956402,2.9707235453154266e-06,6.894275077979648e-05
0.00020375565031178865,1.9552262144887447e-06,6.891590534059302e-05,0.00020078774668668217,5.712300294013838e-07,6.711837673136724e-05
0.00020229548170492217,8.166736551818157e-07,6.802117599016521e-05,0.00019999999999999998,-3.154128645846557e-22,6.666666666666667e-05
0.00020150978308461012,2.1388355212401272e-07,6.755167280280992e-05,0.00019999999999999998,-3.154128645846557e-22,6.666666666666667e-05
0.00020108179671527148,-1.0228777291156564e-07,6.730917634407444e-05,0.00019999999999999998,-3.154128645846557e-22,6.666666666666667e-05
0.000200838536184405,-2.6766581825323007e-07,6.718619678667764e-05,0.00019999999999999998,-3.154128645846557e-22,6.666666666666667e-05
0.0002006980720529568,-3.488301465215084e-07,6.712987098808824e-05,0.00019999999999999998,-3.154128645846557e-22,6.666666666666667e-05
0.0002096141800963651,5.3091226722619e-06,7.129669334291843e-05,0.00019999999999999998,-3.154128645846557e-22,6.666666666666667e-05
