u_0,u_1,u_2,u_0_ref,u_1_ref,u_2_ref
0.10529586427277704,0.08458497282916391,0.0777645245365824,0.10013728463516411,0.08068807128773861,0.07416265854981625
0.10074906378020321,0.08145397681781645,0.07490222952213835,0.09553565260502746,0.07750655441371401,0.07128308403853717
0.09600403723234092,0.0780994205370765,0.07183473530740134,0.09085071854576986,0.07419067347483331,0.06827673920923522
0.09106743576763054,0.0745250665243731,0.06856537234132931,0.0860811747943343,0.0707398744259069,0.06514304710885818
0.08595505552080204,0.07074279178145684,0.06510482067045535,0.08123188109864171,0.0671587323200197,0.06188612869295739
0.08069184487539548,0.06677282743999323,0.06147134328971064,0.0763134875896802,0.06345703573058281,0.05851473673478967
0.07531139505997442,0.06264345952314095,0.05769055809285402,0.07134288936042041,0.059650274166148196,0.05504275150308325
0.06985491280518143,0.05839028282918566,0.05379478022733549,0.06634370342696923,0.05576013393831756,0.051489873047248
0.06436970526117347,0.05405496958088509,0.049821913854241985,0.06134366075004509,0.051812327801138224,0.047879423193883906
0.05890728007686742,0.04968366846877241,0.04581401627227064,0.05637582698620475,0.04783787494041224,0.044239780861132304
0.05352117988502441,0.04532509572417568,0.04181556760013251,0.05147773691417199,0.04387176309747589,0.04060296859765157
0.04826472872420791,0.04102852619305913,0.03787165270591877,0.046685615815703886,0.03994912680152035,0.03700131998197577
0.04318880576268622,0.03684176077901935,0.03402609479844846,0.04203703458158308,0.03610585386146672,0.03346796558770066
0.038339806923215786,0.032809213587178136,0.030319712819372766,0.037570764807493856,0.03237998450148666,0.030038222951388884
0.03375794811923915,0.028970296189134603,0.02678882921583264,0.03332022779406734,0.028805251974174568,0.026743295767305365
0.029475952251193215,0.025358104494326704,0.02346405837289496,0.029315121746500146,0.0254122418925533,0.023612384623010678
0.025518224942330095,0.021998551422640508,0.020369493343820284,0.025580287334824536,0.0222258852750444,0.020668442655721965
0.0219005028833311,0.018909911200525688,0.01752227183377638,0.022132595570151927,0.01926607677530792,0.01793016235525348
0.01862996686073124,0.016102801347279927,0.014932535726268998,0.018984227556404044,0.016547322991069223,0.015412435530381614
0.01570575728706751,0.013580530150260341,0.012603731449781283,0.01614010877213091,0.014078110438161533,0.013123313217302743
0.013119821870161285,0.01133977340125984,0.010533212442807909,0.013598019491861523,0.011860142394032977,0.011064855904396794
0.010857986650301221,0.009371472669205417,0.008713039078513991,0.011350419645235943,0.00989006610499444,0.009234624953862371
0.008901169498516683,0.007661884914700271,0.007130929281884778,0.009385870152304172,0.008160990200979656,0.00762691609884352
0.007226635625370841,0.006193691709278806,0.005771259913988061,0.007687743323683864,0.006660605836673914,0.006231031626014181
0.0058092305046864865,0.0049470927650507425,0.00461606565387367,0.0062360805441863095,0.005373193389315749,0.0050322959527093055
0.00462254263190702,0.0039008373608276073,0.0036459894303324985,0.0050076073975712735,0.004279758383736184,0.004013234405445326
0.0036399662508478747,0.003033150744103247,0.002841145634500042,0.003979357122214865,0.003362108617741263,0.0031582279971169047
0.002835632076509051,0.002322521739201288,0.002181863601049289,0.003129299730273301,0.002602040347159009,0.002450480872136512
0.002185173041014972,0.0017483173708957773,0.0016492790067831457,0.0024356588401406878,0.001980879139889799,0.001873004121604707
0.0016663046281949596,0.0012912049597286488,0.0012257724010739696,0.001877257354095291,0.0014805612639561298,0.0014090338687149729
0.0012592277082858567,0.0009334091337394245,0.0008952885036736396,0.0014347061783762246,0.001084217046032549,0.001042840250784976
0.0009468422084553005,0.0006588732433726489,0.0006435566721996758,0.0010893824725761068,0.0007759699440194201,0.0007591356624338305
0.0007144360154224781,0.00045337890299663476,0.00045794974854713387,0.0008252271290198035,0.0005408586222176736,0.0005444246168955568
0.0005479293058094327,0.0003043457031771169,0.00032626754028542554,0.0006276837962933578,0.00036599590059971767,0.0003862718127595451
0.00043183544295134524,0.00019950822140199842,0.00023545313754010227,0.0004836385289390957,0.00023974549046894717,0.0002732137119486219
0.0003511759802552097,0.00012705044518258543,0.00017342365797461674,0.00038179228180921886,0.00015112579131396238,0.0001952935871193319
0.0002953550839098708,7.805548654058116e-05,0.00013177602986288452,0.0003124194081147927,9.181181354322112e-05,0.0001438017363762955
0.0002578204639752889,4.615136291826315e-05,0.00010490349002276628,0.0002665603268797148,5.348751064717466e-05,0.0001109760817328233
0.00023365527372754596,2.6204303725543416e-05,8.831459421829915e-05,0.00023767466239286327,2.980727319441655e-05,9.114702299246955e-05
0.00021885897635505694,1.4269068493620945e-05,7.852024423405068e-05,0.00021993437331384476,1.5496848234362434e-05,7.931066186657757e-05
0.00021028569898432254,7.467890740655475e-06,7.300249488495316e-05,0.00020963922233884006,7.328101520016241e-06,7.269703489869038e-05
0.00020557091265564295,3.761012940330536e-06,7.002024898180507e-05,0.00020375303748996156,2.9707235217054635e-06,6.894275076159037e-05
0.00020309218725499055,1.8078686533077243e-06,6.845732251213255e-05,0.0002007877466793971,5.712300240984169e-07,6.711837672716418e-05
0.00020184637350505367,8.029604680273804e-07,6.765550713921551e-05,0.00019999999999999998,-3.154128645846557e-22,6.666666666666667e-05
0.00020126183519253842,2.9480124497379495e-07,6.725022534815716e-05,0.00019999999999999998,-3.154128645846557e-22,6.666666666666667e-05
0.00020102929780512307,4.1669594802779954e-08,6.704750881200655e-05,0.00019999999999999998,-3.154128645846557e-22,6.666666666666667e-05
0.00020098489282749,-8.214005486319705e-08,6.694682861929118e-05,0.00019999999999999998,-3.154128645846557e-22,6.666666666666667e-05
0.00020101155912672462,-1.5761989780802052e-07,6.688441520495904e-05,0.00019999999999999998,-3.154128645846557e-22,6.666666666666667e-05
0.00018008945196388228,-1.3070163030376598e-05,5.728920874001331e-05,0.00019999999999999998,-3.154128645846557e-22,6.666666666666667e-05
