t,err_u,err_alpha,int_h,int_h_ref
0.0,2.293293975714099e-05,0.007771280551565732,-4.646829068063619,-4.636619433823284
0.003,4.57328135452437e-05,0.007753496895251337,-4.647817588169543,-4.637630371591597
0.006,6.82277689453929e-05,0.007695802054117765,-4.648762353391777,-4.638639223687482
0.009000000000000001,9.025018011895644e-05,0.00759776437646805,-4.649662699337816,-4.63964610010466
0.012,0.0001116404384711074,0.007459644619089485,-4.650518740761691,-4.64065111427879
0.015,0.0001322621555202564,0.007282033729156985,-4.65133106722619,-4.6416543766276375
0.018000000000000002,0.00015247272159178176,0.007137826063295818,-4.652174435307319,-4.6426559966448435
0.021,0.0001730610071067853,0.007103497878912828,-4.653140342161449,-4.643656083635285
0.024,0.00019435542757974093,0.007101117912776939,-4.654157119761001,-4.644654746479417
0.027,0.00021667436658923472,0.007106163771519819,-4.655201103158747,-4.645652090655024
0.03,0.00024043282891387456,0.0071041114999824935,-4.656255814668315,-4.6466482226470855
0.033,0.00026605274293366074,0.007090626573426851,-4.657314779330007,-4.647643246101269
0.036000000000000004,0.0002938287013134317,0.007058176971863107,-4.658368537035979,-4.648637264770464
0.039,0.00032391320795610974,0.007014444229514106,-4.659412516815526,-4.649630379134746
0.042,0.00035634733974331814,0.0070520436509448935,-4.660444805127634,-4.650622689963019
0.045,0.00039113962175300887,0.0071560093080878075,-4.661458496914244,-4.651614296897357
0.048,0.0004282753901939399,0.007296578029384671,-4.662454317698469,-4.652605297068278
0.051000000000000004,0.0004677275107845131,0.007460949524924403,-4.663426140595587,-4.653595786442457
0.054,0.0005094463635894986,0.007645298698409724,-4.664375752974607,-4.654585859034416
0.057,0.0005534335555797733,0.007843278898346082,-4.665303004325924,-4.655575608576455
0.06,0.0005998288383886978,0.008048048797062201,-4.6662015186639945,-4.656565126519102
0.063,0.0006491740712429777,0.008258359751968336,-4.667072971867163,-4.657554503676256
0.066,0.0007020354091363092,0.008470711263817841,-4.667916788835545,-4.658543829208204
0.069,0.0007577042004121544,0.008681184366622751,-4.668728044076351,-4.659533189114983
0.07200000000000001,0.000815725917735407,0.008890664317219436,-4.669510744446849,-4.660522668911977
0.075,0.0008757550352888597,0.009096742341393935,-4.67026316116834,-4.661512353378066
0.078,0.0009376294837409822,0.009298688196718911,-4.670983953947711,-4.662502324592383
0.081,0.001001224221124755,0.009494197368687276,-4.671671317333877,-4.663492662121947
0.084,0.0010663147251524108,0.009682364374249889,-4.672327060209377,-4.664483445885666
0.08700000000000001,0.0011327128297424728,0.009862834184289222,-4.672951364332804,-4.665474752527259
0.09,0.0012004004000482963,0.010050754763961264,-4.673568293589482,-4.6664666568134345
0.093,0.0012698937315710473,0.010339045733393235,-4.67433022937331,-4.667459233028981
0.096,0.0013414097099707885,0.010680041982450044,-4.675166929769695,-4.668452552796366
0.099,0.001415006279234344,0.011053238777114649,-4.676050072070201,-4.669446685466319
0.10200000000000001,0.0014907390900261125,0.01143574926805096,-4.67695120917326,-4.670441699571216
0.105,0.0015654326574760452,0.011653598213048302,-4.677959964292228,-4.671437661125022
0.108,0.0016377200366973937,0.011759260717189489,-4.679009216860362,-4.672434633514465
0.111,0.001707567343824612,0.011803861457382185,-4.680086631726901,-4.673432678872333
0.114,0.0017751648881052249,0.011807910472356914,-4.6811799166408985,-4.674431857731922
0.117,0.0018407385983299654,0.011777935759390346,-4.682282659330226,-4.675432228102554
0.12,0.0019046243069638675,0.011730861705858962,-4.683364211726994,-4.676433845921124
0.123,0.0019669265990137404,0.011682028861280492,-4.684477329378738,-4.67743676570623
0.126,0.002027857326322484,0.01161933845513999,-4.685554484532893,-4.678441038655715
0.129,0.0020873296022830435,0.011539353056781337,-4.686640702331272,-4.679446715825567
0.132,0.002145691885690984,0.011464819570316732,-4.68768643307835,-4.680453844593814
0.135,0.0022029726790357192,0.01138762338775104,-4.688719687440816,-4.681462470390601
0.138,0.0022589713720513,0.011300051023754264,-4.689757311538666,-4.682472637062619
0.14100000000000001,0.002313764906930654,0.011216254754955945,-4.690754101136812,-4.683484386642582
0.14400000000000002,0.0023673229096809363,0.011130427604350703,-4.691757595320936,-4.684497756824747
0.147,0.002419769130050234,0.011053286322489596,-4.692718279262549,-4.685512786106521
0.15,0.0024711603262022926,0.010962530668330545,-4.69364459472574,-4.686529509082167
0.153,0.0025214981382970735,0.010886635430120483,-4.694568060359304,-4.687547959086214
0.156,0.002571006795517887,0.010814994378230126,-4.695452830263485,-4.688568167109531
0.159,0.0026194276793193717,0.010728144437232466,-4.6963153041056485,-4.68959016054272
0.162,0.002667142110539607,0.010678162655896589,-4.69715691051648,-4.690613966595981
0.165,0.002713877588051163,0.01060225444639738,-4.697991281529151,-4.691639609028283
0.168,0.0027597595807989476,0.010537603480295319,-4.698784941035551,-4.692667110248831
0.171,0.0028051397948604243,0.01048394992780455,-4.699539946839784,-4.693696488870763
0.17400000000000002,0.002849667534472472,0.01039459825585212,-4.700291287802204,-4.694727762512364
0.177,0.0028938031167704526,0.010382382110910892,-4.70113189108622,-4.695760946871999
0.18,0.0029380037789567886,0.010419622234788296,-4.702022496541452,-4.696796055356977
0.183,0.0029819738414416526,0.010436795455694356,-4.702943636672765,-4.697833098743551
0.186,0.003026190665222042,0.010501193414615027,-4.703895189390541,-4.698872085804311
0.189,0.003071205901988614,0.010593938125395375,-4.704842818283568,-4.699913023042771
0.192,0.00311651059405639,0.01067905676531805,-4.70584892192011,-4.700955915119485
0.195,0.003162047773732492,0.010788716433950279,-4.706866010974811,-4.702000763594536
0.198,0.003208413941388233,0.010924543307614014,-4.707886765673722,-4.70304756945919
0.201,0.003256062293036387,0.01106804209154436,-4.708904650712012,-4.7040963303481105
0.20400000000000001,0.003304626445771826,0.011180141442160946,-4.709918752801047,-4.7051470423349055
0.20700000000000002,0.0033542354692940955,0.0113316466307879,-4.710978076235109,-4.70619969870779
0.21,0.003405156198879209,0.011504345312354945,-4.712040863761486,-4.707254290859629
0.213,0.0034572529282264853,0.011640337490316675,-4.713092632585587,-4.708310809727518
0.216,0.0035096489722641717,0.011732640668848103,-4.714174299301413,-4.709369242400805
0.219,0.0035623045924529726,0.011828371000916636,-4.71524768744154,-4.710429574829867
0.222,0.003615569659768057,0.011917345219819044,-4.7163059769341915,-4.7114917898156525
0.225,0.0036698406834546056,0.012017800765199533,-4.717351199954339,-4.712555869677364
0.228,0.0037239008370712028,0.012085199865207003,-4.718450968522352,-4.713621793089586
0.231,0.0037775452920209246,0.012161669312164204,-4.719547396939104,-4.714689539190797
0.234,0.003831098761475943,0.012233510353469357,-4.720645014945428,-4.715759082543993
0.23700000000000002,0.003885194621640622,0.012317162218337493,-4.721730265721366,-4.716830397497285
0.24,0.0039391116635942025,0.012407347472422513,-4.722823486630292,-4.717903455973655
0.243,0.003992145604186659,0.012453440062771303,-4.723937773951948,-4.7189782285026
0.246,0.004045038381437199,0.012505991482454,-4.725044184482493,-4.720054683665424
0.249,0.00409812957647808,0.012557151374945901,-4.726149876853389,-4.721132787590491
0.252,0.004150853767430141,0.012616435566687883,-4.7272458478445465,-4.722212505620102
0.255,0.0042033944391692,0.012685834224612431,-4.728338114464392,-4.723293801125576
