t,err_u,err_alpha,int_h,int_h_ref
9.201,0.0028475274627791118,0.008325453124931177,-5.166140850233351,-5.168924588540198
9.204,0.0028611603101127777,0.008308746170804394,-5.166142324888397,-5.168925932103556
9.207,0.002874690403795694,0.008292093993021533,-5.166143549944557,-5.168927278519398
9.21,0.0028881121632093106,0.008274979259425563,-5.16614482737424,-5.168928627828326
9.213000000000001,0.002901421824813538,0.008257832890372492,-5.166146519415308,-5.168929980027125
9.216000000000001,0.002914614545000554,0.008240122644540234,-5.166147616269905,-5.168931335141672
9.219,0.0029276859549359534,0.00822238526617784,-5.166149084308267,-5.168932693177597
9.222,0.0029406325840681635,0.008204297967342894,-5.166150568414549,-5.168934054158177
9.225,0.002953449997731765,0.00818578071961803,-5.166151511045287,-5.168935418086445
9.228,0.00296613445031424,0.008167305851202629,-5.166152837777143,-5.168936784984334
9.231,0.002978681798974062,0.008148093617380482,-5.1661548328940645,-5.168938154842886
9.234,0.0029910884411343906,0.00812883875500533,-5.166156061510988,-5.1689395276640475
9.237,0.0030033520865091045,0.008109629908780218,-5.166157241923645,-5.168940903444686
9.24,0.0030154688327463787,0.008090034623495402,-5.166158857632154,-5.168942282178197
9.243,0.0030274356695677274,0.008070111929436154,-5.166160048825572,-5.168943663849698
9.246,0.003039248704871547,0.008049954746340232,-5.166161482568911,-5.168945048459908
9.249,0.003050905257106804,0.008029618036574794,-5.166162971246938,-5.168946435998006
9.252,0.0030624034792799664,0.008009052164671458,-5.16616429659221,-5.168947826443833
9.255,0.0030737394954410725,0.007988216026647357,-5.166165743322863,-5.168949219786561
9.258000000000001,0.0030849113536215245,0.007967070669834143,-5.166167664185649,-5.168950616000981
9.261000000000001,0.0030959160758727584,0.007945925857355159,-5.166168917173742,-5.168952015072994
9.264,0.003106751030338577,0.007924323848010317,-5.166170416744719,-5.168953416966774
9.267,0.0031174135179802298,0.007902410042234118,-5.166171778294172,-5.168954821651352
9.27,0.003127902254351583,0.007880638494963857,-5.166172826302702,-5.168956229122405
9.273,0.003138215490828395,0.007858686680851419,-5.166174760708958,-5.1689576393432
9.276,0.0031483505620755587,0.007836431276836354,-5.166176079531613,-5.168959052283339
9.279,0.0031583066150566263,0.007814197226185203,-5.166177793390531,-5.168960467899898
9.282,0.0031680805313163344,0.0077914519936152175,-5.1661786954108075,-5.168961886152887
9.285,0.0031776710965152975,0.007768717610975037,-5.1661803201622645,-5.168963306997188
9.288,0.003187076323375556,0.007745900320614852,-5.1661816237714895,-5.168964730395502
9.291,0.0031962953376184046,0.0077226423006360465,-5.1661835143952635,-5.168966156310525
9.294,0.0032053278341198856,0.007699888354550263,-5.166184463263702,-5.168967584688256
