"alpha_0^0","alpha_1^0","alpha_1^1","alpha_2^0","alpha_2^1","alpha_2^2","radiation flux density","u_0^0","u_1^0","u_1^1","u_2^0","u_2^1","u_2^2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1374,0,0,-0.015587,-0.026641,-0.0064389,0.00031416,0.0001,-1.6093e-22,-1.1967e-21,3.3333e-05,6.2038e-22,3.3333e-05,1,0,-1,1,0
-1.1374,-6.7318e-06,1.3925e-05,-0.015434,-0.026622,-0.0066106,0.00031416,9.9999e-05,-3.7519e-10,6.8406e-10,3.3332e-05,-3.9032e-10,3.3333e-05,1,0.0028284,-0.998,0.998,0
-1.1374,-2.6928e-05,5.5702e-05,-0.014974,-0.026567,-0.0071259,0.00031415,9.9996e-05,-1.5008e-09,2.7363e-09,3.3329e-05,-1.5613e-09,3.3334e-05,1,0.0056569,-0.996,0.996,0
-1.1374,-6.0587e-05,0.00012533,-0.014207,-0.026474,-0.0079846,0.00031413,9.999e-05,-3.3768e-09,6.1567e-09,3.3325e-05,-3.513e-09,3.3334e-05,1,0.0084853,-0.994,0.994,0
-1.1373,-0.00010771,0.00022281,-0.013134,-0.026345,-0.0091868,0.0003141,9.9982e-05,-6.0033e-09,1.0945e-08,3.3318e-05,-6.2453e-09,3.3335e-05,1,0.011314,-0.992,0.992,0
-1.1373,-0.0001683,0.00034813,-0.011754,-0.026179,-0.010733,0.00031407,9.9972e-05,-9.3801e-09,1.7102e-08,3.3309e-05,-9.7583e-09,3.3336e-05,1,0.014142,-0.99,0.99,0
-1.1373,-9.3917e-05,0.00067662,-0.01207,-0.026385,-0.010404,0.00031406,9.9969e-05,-8.7767e-09,2.3025e-08,3.331e-05,-1.4412e-08,3.3333e-05,1,0.016971,-0.988,0.988,0
-1.1373,-4.5614e-05,0.0010937,-0.012228,-0.026665,-0.010219,0.00031406,9.9968e-05,-8.8952e-09,3.2328e-08,3.331e-05,-1.9513e-08,3.3331e-05,1,0.019799,-0.986,0.986,0
-1.1373,-2.3388e-05,0.0015994,-0.01223,-0.027018,-0.010179,0.00031406,9.9968e-05,-9.7353e-09,4.501e-08,3.3309e-05,-2.5062e-08,3.3333e-05,1,0.022627,-0.984,0.984,0
-1.1373,-2.724e-05,0.0021937,-0.012074,-0.027446,-0.010282,0.00031406,9.997e-05,-1.1297e-08,6.1074e-08,3.3307e-05,-3.1058e-08,3.3336e-05,1,0.025456,-0.982,0.982,0
-1.1374,-5.7171e-05,0.0028767,-0.011762,-0.027947,-0.01053,0.00031408,9.9973e-05,-1.3581e-08,8.0517e-08,3.3304e-05,-3.7502e-08,3.3342e-05,1,0.028284,-0.98,0.98,0
-1.1374,-6.2899e-05,0.0032343,-0.012551,-0.027406,-0.0095773,0.00031411,9.9985e-05,-1.8921e-08,9.5076e-08,3.3306e-05,-4.5533e-08,3.3349e-05,1,0.031113,-0.978,0.978,0
-1.1374,-5.2699e-05,0.0033922,-0.013355,-0.025601,-0.0087512,0.00031414,9.9994e-05,-2.4379e-08,1.0463e-07,3.3305e-05,-5.2813e-08,3.3358e-05,1,0.033941,-0.976,0.976,0
-1.1374,-2.6568e-05,0.0033502,-0.014176,-0.022531,-0.0080517,0.00031416,0.0001,-2.9957e-08,1.0918e-07,3.33e-05,-5.9341e-08,3.3368e-05,1,0.03677,-0.974,0.974,0
-1.1373,1.5492e-05,0.0031085,-0.015012,-0.018198,-0.0074787,0.00031418,0.00010001,-3.5653e-08,1.0873e-07,3.3292e-05,-6.5117e-08,3.338e-05,1,0.039598,-0.972,0.972,0
-1.1371,7.3479e-05,0.002667,-0.015865,-0.0126,-0.0070322,0.00031419,0.00010001,-4.1468e-08,1.0327e-07,3.3281e-05,-7.0141e-08,3.3394e-05,1,0.042426,-0.97,0.97,0
-1.1371,0.00064455,0.0019801,-0.016967,-0.0077646,-0.0061353,0.00031415,9.9996e-05,-1.3708e-08,8.0423e-08,3.3281e-05,-5.8745e-08,3.3383e-05,1,0.045255,-0.968,0.968,0
-1.137,0.0010654,0.0012379,-0.017622,-0.0032744,-0.0056331,0.00031411,9.9985e-05,1.3808e-08,5.8373e-08,3.3278e-05,-4.1608e-08,3.3377e-05,1,0.048083,-0.966,0.966,0
-1.137,0.0013362,0.00044047,-0.017832,0.0008706,-0.0055254,0.00031409,9.9977e-05,4.108e-08,3.7116e-08,3.3274e-05,-1.873e-08,3.3374e-05,1,0.050912,-0.964,0.964,0
-1.137,0.0014568,-0.00041215,-0.017596,0.0046703,-0.0058123,0.00031407,9.9971e-05,6.8108e-08,1.6656e-08,3.3269e-05,9.8899e-09,3.3376e-05,1,0.05374,-0.962,0.962,0
