"alpha_0^0","alpha_1^0","alpha_1^1","alpha_2^0","alpha_2^1","alpha_2^2","radiation flux density","u_0^0","u_1^0","u_1^1","u_2^0","u_2^1","u_2^2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.1374,0,0,-0.015587,-0.026641,-0.0064389,0.00031416,0.0001,-1.6093e-22,-1.1967e-21,3.3333e-05,6.2038e-22,3.3333e-05,1,0,-1,-1,0
-1.1374,-2.1355e-05,-6.2415e-05,-0.015641,-0.02654,-0.0063226,0.00031417,0.0001,-1.0617e-09,-2.2231e-09,3.3334e-05,4.0348e-10,3.3335e-05,1,0.0028284,-0.998,-0.998,0
-1.1375,-8.5424e-05,-0.00024967,-0.015804,-0.026237,-0.0059737,0.0003142,0.00010001,-4.2471e-09,-8.8925e-09,3.3337e-05,1.614e-09,3.3339e-05,1,0.0056569,-0.996,-0.996,0
-1.1376,-0.0001922,-0.00056175,-0.016076,-0.025731,-0.0053923,0.00031425,0.00010003,-9.5559e-09,-2.0008e-08,3.3342e-05,3.6314e-09,3.3346e-05,1,0.0084853,-0.994,-0.994,0
-1.1378,-0.0003417,-0.00099868,-0.016457,-0.025024,-0.0045782,0.00031431,0.00010005,-1.6988e-08,-3.557e-08,3.3349e-05,6.4559e-09,3.3356e-05,1,0.011314,-0.992,-0.992,0
-1.1379,-0.0005339,-0.0015604,-0.016946,-0.024114,-0.0035316,0.0003144,0.00010008,-2.6544e-08,-5.5578e-08,3.3357e-05,1.0087e-08,3.3368e-05,1,0.014142,-0.99,-0.99,0
-1.1382,-0.0012514,-0.0022253,-0.017155,-0.022545,-0.002592,0.00031451,0.00010011,-4.8392e-08,-7.6272e-08,3.3375e-05,-2.4332e-09,3.3376e-05,1,0.016971,-0.988,-0.988,0
-1.1385,-0.0020937,-0.0029687,-0.017396,-0.020679,-0.0015225,0.00031462,0.00010015,-7.4717e-08,-9.8559e-08,3.3396e-05,-1.8229e-08,3.3383e-05,1,0.019799,-0.986,-0.986,0
-1.1388,-0.0030609,-0.0037905,-0.017669,-0.018514,-0.00032302,0.00031476,0.00010019,-1.0552e-07,-1.2244e-07,3.342e-05,-3.7301e-08,3.3391e-05,1,0.022627,-0.984,-0.984,0
-1.1391,-0.0041531,-0.0046908,-0.017974,-0.016051,0.0010065,0.0003149,0.00010024,-1.408e-07,-1.4791e-07,3.3446e-05,-5.965e-08,3.3399e-05,1,0.025456,-0.982,-0.982,0
-1.1395,-0.0053701,-0.0056696,-0.018311,-0.01329,0.0024659,0.00031506,0.00010029,-1.8056e-07,-1.7498e-07,3.3476e-05,-8.5274e-08,3.3407e-05,1,0.028284,-0.98,-0.98,0
-1.1391,-0.0051261,-0.0047498,-0.01693,-0.012511,5.2731e-05,0.00031495,0.00010025,-1.6377e-07,-1.3627e-07,3.3469e-05,-1.2172e-07,3.3387e-05,1,0.031113,-0.978,-0.978,0
-1.1388,-0.0047766,-0.0038988,-0.015257,-0.012748,-0.0024987,0.00031487,0.00010023,-1.4514e-07,-1.0237e-07,3.3459e-05,-1.54e-07,3.3375e-05,1,0.033941,-0.976,-0.976,0
-1.1386,-0.0043216,-0.0031167,-0.013292,-0.014,-0.0051885,0.0003148,0.0001002,-1.2468e-07,-7.3282e-08,3.3446e-05,-1.8212e-07,3.3372e-05,1,0.03677,-0.974,-0.974,0
-1.1384,-0.0037612,-0.0024034,-0.011035,-0.016268,-0.0080165,0.00031475,0.00010019,-1.0237e-07,-4.8999e-08,3.343e-05,-2.0607e-07,3.3376e-05,1,0.039598,-0.972,-0.972,0
-1.1383,-0.0030953,-0.0017589,-0.0084862,-0.019551,-0.010983,0.00031473,0.00010018,-7.8225e-08,-2.9523e-08,3.3411e-05,-2.2586e-07,3.3389e-05,1,0.042426,-0.97,-0.97,0
-1.1385,-0.0022925,-0.002192,-0.0086855,-0.024121,-0.010016,0.0003148,0.00010021,-6.3777e-08,-5.8785e-08,3.3406e-05,-2.0372e-07,3.3414e-05,1,0.045255,-0.968,-0.968,0
-1.1388,-0.0015774,-0.0025427,-0.0087052,-0.026732,-0.0093866,0.00031485,0.00010022,-5.3685e-08,-8.2907e-08,3.3403e-05,-1.8382e-07,3.343e-05,1,0.048083,-0.966,-0.966,0
-1.1389,-0.00095005,-0.0028109,-0.0085455,-0.027383,-0.0090958,0.00031488,0.00010023,-4.7949e-08,-1.0189e-07,3.3401e-05,-1.6618e-07,3.3438e-05,1,0.050912,-0.964,-0.964,0
-1.139,-0.00041039,-0.0029968,-0.0082062,-0.026075,-0.0091433,0.00031488,0.00010023,-4.6568e-08,-1.1573e-07,3.3401e-05,-1.5079e-07,3.3438e-05,1,0.05374,-0.962,-0.962,0
-1.139,4.1554e-05,-0.0031003,-0.0076874,-0.022807,-0.0095291,0.00031486,0.00010022,-4.9542e-08,-1.2443e-07,3.3403e-05,-1.3764e-07,3.343e-05,1,0.056569,-0.96,-0.96,0
-1.1391,-0.00119,-0.0029361,-0.008217,-0.018808,-0.0086967,0.00031486,0.00010022,-7.5703e-08,-9.9009e-08,3.3419e-05,-1.3267e-07,3.3414e-05,1,0.059397,-0.958,-0.958,0
-1.1392,-0.0020854,-0.0025835,-0.0082905,-0.015646,-0.0085666,0.00031483,0.00010021,-9.3617e-08,-7.0418e-08,3.3429e-05,-1.2736e-07,3.3399e-05,1,0.062225,-0.956,-0.956,0
-1.1391,-0.0026444,-0.0020426,-0.0079078,-0.013321,-0.0091389,0.00031478,0.0001002,-1.0329e-07,-3.8655e-08,3.343e-05,-1.2172e-07,3.3386e-05,1,0.065054,-0.954,-0.954,0
-1.1389,-0.0028671,-0.0013132,-0.007069,-0.011834,-0.010413,0.0003147,0.00010017,-1.0471e-07,-3.7212e-09,3.3424e-05,-1.1575e-07,3.3373e-05,1,0.067882,-0.952,-0.952,0
-1.1387,-0.0027536,-0.00039544,-0.005774,-0.011184,-0.01239,0.0003146,0.00010014,-9.7885e-08,3.4386e-08,3.3411e-05,-1.0945e-07,3.3361e-05,1,0.070711,-0.95,-0.95,0
-1.1389,-0.0036237,-0.00024974,-0.0033947,-0.012112,-0.014386,0.00031466,0.00010016,-1.2807e-07,4.0087e-08,3.3428e-05,-1.1777e-07,3.336e-05,1,0.073539,-0.948,-0.948,0
-1.1389,-0.0042991,2.995e-05,-0.0008928,-0.012634,-0.016715,0.0003147,0.00010017,-1.4756e-07,4.7082e-08,3.3443e-05,-1.285e-07,3.3357e-05,1,0.076368,-0.946,-0.946,0
-1.1389,-0.0047801,0.00044362,0.0017317,-0.012752,-0.019379,0.00031472,0.00010018,-1.5635e-07,5.5371e-08,3.3455e-05,-1.4166e-07,3.335e-05,1,0.079196,-0.944,-0.944,0
-1.1388,-0.0050665,0.00099128,0.0044789,-0.012464,-0.022377,0.00031471,0.00010018,-1.5445e-07,6.4954e-08,3.3464e-05,-1.5723e-07,3.334e-05,1,0.082024,-0.942,-0.942,0
-1.1387,-0.0051583,0.0016729,0.0073486,-0.011771,-0.025709,0.00031468,0.00010017,-1.4185e-07,7.5832e-08,3.347e-05,-1.7522e-07,3.3328e-05,1,0.084853,-0.94,-0.94,0
-1.1383,-0.0054226,0.0018935,0.0049131,-0.014417,-0.02444,0.00031455,0.00010013,-1.4726e-07,8.3054e-08,3.3437e-05,-1.9836e-07,3.3328e-05,1,0.087681,-0.938,-0.938,0
-1.1379,-0.0055237,0.0020503,0.0028496,-0.017228,-0.023385,0.00031444,0.00010009,-1.4777e-07,8.8346e-08,3.3405e-05,-2.193e-07,3.3331e-05,1,0.09051,-0.936,-0.936,0
-1.1377,-0.0054618,0.0021431,0.0011583,-0.020204,-0.022545,0.00031434,0.00010006,-1.4338e-07,9.1708e-08,3.3374e-05,-2.3803e-07,3.3337e-05,1,0.093338,-0.934,-0.934,0
-1.1374,-0.0052368,0.0021719,-0.00016099,-0.023345,-0.021921,0.00031427,0.00010003,-1.3408e-07,9.314e-08,3.3346e-05,-2.5457e-07,3.3346e-05,1,0.096167,-0.932,-0.932,0
-1.1373,-0.0048486,0.0021369,-0.0011081,-0.026652,-0.021511,0.00031421,0.00010002,-1.1988e-07,9.2642e-08,3.3318e-05,-2.6891e-07,3.3358e-05,1,0.098995,-0.93,-0.93,0
