x,u0,u1
0.0,0.4532500529776645,0.2070810201375571
1.953125e-05,0.39251576831254714,0.21970121899370884
3.90625e-05,0.37341098371899134,0.2222205847003991
5.859375e-05,0.3651776383837122,0.22297829884865425
7.8125e-05,0.3611027758510151,0.22328139712735898
9.765625e-05,0.35893692161782376,0.22342201403557682
0.0001171875,0.3577369257042141,0.22349237002953495
0.00013671875,0.35705316404758225,0.22352892272001681
0.00015625,0.3566537736375852,0.2235476851183584
0.00017578125,0.35641408888520654,0.22355698371080593
0.0001953125,0.3562649466369173,0.22356101384700827
0.00021484375,0.35616740574867495,0.22356191870017808
0.000234375,0.35609958392445296,0.22356122237762044
0.00025390625,0.35604872288757033,0.2235594796466158
0.0002734375,0.3560077050729741,0.22355715663467013
0.00029296875,0.35597236106639685,0.2235545582697952
0.0003125,0.35594032591375036,0.22355184214075408
0.00033203125,0.35591011245406134,0.22354888585100013
0.0003515625,0.3558810425998168,0.22354594605250028
0.00037109375,0.3558526031511972,0.22354296414733796
0.000390625,0.35582448460065874,0.22353988172534997
0.00041015625,0.3557966870737971,0.22353692283464519
0.0004296875,0.3557689466962989,0.22353387561242125
0.00044921875,0.3557412441870001,0.22353076777269276
0.00046875,0.3557136520679864,0.223527751832574
0.00048828125,0.3556860666196166,0.22352465006130046
0.0005078125,0.35565851765278167,0.22352165705222243
0.00052734375,0.3556309298010092,0.2235185259847838
0.000546875,0.35560338083748877,0.22351543139487157
0.00056640625,0.3555759529057576,0.22351250775008302
0.0005859375,0.3555483163610633,0.22350933135491444
0.00060546875,0.35552074880408835,0.22350621198645856
0.000625,0.355493221867072,0.22350312133767586
0.00064453125,0.3554657671668806,0.2235000913163745
0.0006640625,0.3554382062746808,0.22349699775942877
0.0006835937500000001,0.3554107315815532,0.22349391282362752
0.000703125,0.355383187463607,0.22349080882305455
0.00072265625,0.3553556386323879,0.22348765923157776
0.0007421875,0.3553282704712872,0.22348468560600032
0.00076171875,0.355300702315698,0.22348151537317623
0.00078125,0.3552732506520866,0.22347847852656857
0.0008007812500000001,0.35524570711805886,0.22347530647214983
0.0008203125,0.3552182462068802,0.22347223370316957
0.00083984375,0.3551907714729383,0.22346913316008954
0.000859375,0.35516331595509987,0.2234660332063524
0.00087890625,0.3551357941515404,0.22346287725216077
0.0008984375,0.3551083230921639,0.2234597789624459
0.0009179687500000001,0.3550808817069423,0.2234566723575645
0.0009375,0.3550534589513153,0.22345355916703896
0.00095703125,0.3550259959384161,0.2234504743826932
